稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2010-01-01,,-,,TAITO,"ドラゴンクエスト モンスターバトルロードIIレジェンド ",ロケットスタジオ／スクウェア・エニックス,0,0,,,,,,,,
2010-01-01,,NESiCA,,TAITO,"BLAZBLUE CONTINUUM SHIFT II（○）",アークシステムワークス,0,0,,,,森利道|下谷智之,"Arte Refact",ラスプーチン矢野,森利道,
2010-01-01,,-,,TAITO,"ホッピングロード キッズ",,0,0,,,,,,,,
2010-01-01,,-,,TAITO,"ミュージックガンガン! 曲がいっぱい☆超増加版!",,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,AQUAPAZZA（○）,エクサム／アクアプラス,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,exception（○）,i-saint／サクセス,0,0,,,,,,,,
2011-01-01,,-,,TAITO,キックスルーレーサーズ,,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION for NESiCAxLive（○）",SNKプレイモア,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,"THE KING OF FIGHTERS 2002 UNLIMITED MATCH for NESiCAxLive（○）",SNKプレイモア,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,サムライスピリッツ閃（○）,SNKプレイモア,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,スピカ☆アドベンチャー（○）,,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,"SPACE INVADERS for NESiCAxLive（○）",,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,星霜鋼機ストラニア（○）,グレフ,0,0,,,,,,,,
2011-01-01,,NESiCA,,TAITO,"旋光の輪舞DUO for NESiCAxLive（○）",グレフ,0,0,,,,,,,,
2011-01-01,,-,,TAITO,ソニックブラストヒーローズ,,0,0,,,,,,,,
2011-01-01,,NESYS,SHT,TAITO,"ダライアスバースト アナザークロニクルEX（●）",ピラミッド,0,0,,,,,,,,
2011-01-01,,-,,TAITO,"超・ちゃぶ台返し! 巨人の星 ド根性編",,0,0,,,,,,,,
2011-01-01,,-,,TAITO,"デモンブライド アディショナルゲイン（○）",エクサム,0,0,,,,,,,,
2011-01-01,,-,,TAITO,ドラゴンダンス（○）,サクセス,0,0,,,,,,,,
2011-01-01,,-,,TAITO,"バトルファンタジア（○） ",アークシステムワークス,0,0,,,,,,,,
2011-01-01,,-,,TAITO,"ホーンテッドミュージアムII ようこそ幻影遊園地へ",,0,0,,,,,,,,
2011-01-01,,-,,TAITO,ミュージックガンガン!2,,0,0,,,,,,,,
2011-01-01,,NESYS,,TAITO,"LORD of VERMILION Re:2（●）",シンクガレージ／スクウェア・エニックス,0,0,,浅尾祥正,,,III:植松伸夫|Tachytelic|Re:3:細江慎治,七月鏡一|浅尾祥正,丹沢悠一,
2012-01-01,,NESiCA,,TAITO,"赤い刀 真 for NESiCAxLive（○）",ケイブ,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,アルカナハート2（○）,エクサム,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,エヌアイン完全世界（○）,"SUBTLE STYLE／るつぼゲームワークス",0,0,,,,,福澤正洋,,,
2012-01-01,,-,,TAITO,"カードで連結! 電車でGO!",,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"CHAOS BREAKER for NESiCAxLive（○）",,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"ガンスリンガー ストラトス（○）",バイキング／スクウェア・エニックス,0,0,,,,横田晋一,小林哲也,海法紀光|小太刀右京|森瀬繚|三輪清宗,,
2012-01-01,,-,,TAITO,激投伝説ブロックキング,,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"豪血寺一族 先祖供養（○）",アトラス,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,サイキックフォース2012（○）,,0,0,,,青木洋,神村武|青木洋|坂本勇二,高萩英樹,青木洋(原案),神村武,
2012-01-01,,NESiCA,,TAITO,"THE RUMBLE FISH 2 for NESiCAxLive（○）",：ディンプス,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"すっごい!アルカナハート2 〜転校生 あかねとなずな〜（○）",エクサム,0,0,,,,,,,,
2012-01-01,,-,,TAITO,"ソニックブラストヒーローズ ダッシュ",,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"DARK AWAKE for NESiCAxLive（○）",レコム,0,0,,宮崎英高,,,桜庭統,,宮崎英高,
2012-01-01,,NESiCA,,TAITO,"超速変形ジャイロゼッター（○） ",ロケットスタジオ／スクウェア・エニックス,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,"トラブル☆ウィッチーズAC 〜アマルガムの娘たち〜 for NESiCAxLive（○）",冒険企画局,0,0,,,,,,,,
2012-01-01,,NESiCA,PZL/TBL,TAITO,パズルボブル（○）,,0,0,,,丸山尋司|野口順一郎,中久木成一|木下一洋,中山上等兵,,,
2012-01-01,,NESiCA,,TAITO,"BLAZBLUE CHORONOPHANTASMA（○）",アークシステムワークス,0,0,,,,森利道|下谷智之,"Arte Refact",ラスプーチン矢野,森利道,
2012-01-01,,NESiCA,,TAITO,"ペルソナ4 ジ・アルティメット イン マヨナカアリーナ（○）",アトラス／アークシステムワークス,0,0,,和田和久|福本征士,,副島成記,目黒将司|喜多條敦志,小林鉄兵,橋野桂|森利道,
2012-01-01,,NESiCA,,TAITO,HOMURA（○）,スコーネック,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,マジカルビート（○）,,0,0,,,,,,,,
2012-01-01,,NESiCA,,TAITO,雷電III（○）,MOSS,0,0,,星野仁,,,佐藤豪|坂本由佳|武満祐司,,駒澤敏亘,
2012-01-01,,NESiCA,,TAITO,"雷電IV for NESiCAxLive（○）",MOSS,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"アルカナハート3 LOVE MAX!!!!!（○）",エクサム,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"斑鳩 for NESiCAxLive（○）",トレジャー,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"CHAOS CODE -New Sign of Catastrophe-（○）",FKDigital／アークシステムワークス,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"Crimzon Clover for NESiCAxLive（○）",冒険企画局,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,グルーヴコースター（○）,,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"THE KING OF FIGHTERS XIII CLIMAX for NESiCAxLive（○）",SNKプレイモア,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"Do Not Fall（○）","XPEC Entertainment",0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,とってもE麻雀（○）,アークシステムワークス,0,0,,,,,,,,
2013-01-01,,NESiCA,,TAITO,"ペルソナ4 ジ・アルティマックス ウルトラスープレックスホールド（○）",アトラス／アークシステムワークス,0,0,,和田和久|福本征士,,副島成記,目黒将司|喜多條敦志,小林鉄兵,橋野桂|森利道,
2013-01-01,,NESiCA,,TAITO,"LORD of VERMILION III（○）",モバイル&ゲームスタジオ／スクウェア・エニックス,0,0,,浅尾祥正,,,III:植松伸夫|Tachytelic|Re:3:細江慎治,七月鏡一|浅尾祥正,丹沢悠一,
2014-01-01,,NESiCA,,TAITO,"アルカナハート3 LOVE MAX SIX STARS!!!!!!（○）",エクサム,0,0,,,,,,,,
2014-01-01,,NESiCA,,TAITO,"ヴァンパイア セイヴァー（○） ",カプコン,0,0,,,,,,,,
2014-01-01,,NESiCA,FTG,TAITO,ウルトラストリートファイターIV（○）,カプコン,0,0,,,,,,,,
2014-01-01,,NESiCA,,TAITO,牌(えもの)は逃さないッ、メンタンピン・ドラドララッ!（○）,ホビボックス,0,0,,,,,,,,
2014-01-01,,NESiCA,,TAITO,エレベーターアクション（○）,,0,0,,,,,今村善雄,,,
2014-01-01,,NESiCA,,TAITO,"ガンスリンガー ストラトス2（○）",バイキング／スクウェア・エニックス,0,0,,,,横田晋一,小林哲也,海法紀光|小太刀右京|森瀬繚|三輪清宗,,
2014-01-01,,NESiCA,,TAITO,"グルーヴコースター EX（○）",,0,0,,,,,,,,
2014-01-01,,NESiCA,FTG,TAITO,"ストリートファイターIII 3rd STRIKE（○）",カプコン,0,0,,,,,,,,
2014-01-01,,NESiCA,FTG,TAITO,ストリートファイターZERO3（○）,カプコン,0,0,,,,,,,,
2014-01-01,,NESiCA,FTG,TAITO,ハイパーストリートファイターII（○）,カプコン,0,0,,,,,,,,
2014-01-01,,NESiCA,,TAITO,"パズドラ バトルトーナメント -ラズール王国とマドロミドラゴン-（○）",ガンホー・オンライン・エンターテイメント／スクウェア・エニックス,0,0,,,,,,,,
2014-01-01,,NESiCA,,TAITO,"パズドラ バトルトーナメント -チャンピオンズ オブ ラズール-（○）",ガンホー・オンライン・エンターテイメント／スクウェア・エニックス,0,0,,,,,伊藤賢治,,森下一喜|山本大介,
2014-01-01,,NESiCA,,TAITO,ラスタンサーガ（○）,,0,0,,小林よしのり,小林よしのり|とみたかひであき|たかはしとおる|かざまひでお,西村年幸|西村年幸|讃岐平|河上聖治|栗城源也,八木下直人|高木正彦,,小林よしのり,
2014-01-01,,-,,TAITO,"LEFT 4 DEAD -生存者たち-",,0,0,,,,,,,,
2015-01-01,,NESiCA,,TAITO,"グルーヴコースター 2 ヘヴンリーフェスティバル（○）",,0,0,,,,,,,,
2015-01-01,,NESiCA,,TAITO,"Skullgirls 2nd Encore（○）",M2,0,0,,,,,山根ミチル,,,
2015-01-01,,-,,TAITO,"スクール オブ ラグナロク",ディンプス／スクウェア・エニックス,0,0,,,,,,,,
2015-01-01,,NESiCA,,TAITO,"スクール オブ ラグナロク Re:Boot（○）",,0,0,,,,,,,,
2015-01-01,,-,,TAITO,"ディシディア ファイナルファンタジー",コーエーテクモゲームス／スクウェア・エニックス,0,0,,荒川健|塩川洋介,池田隆児,野村哲也|野村哲也|大館隆幸,石元丈晴|関戸剛|鈴木光人,酒見治徳|渡辺大祐,北瀬佳範|野村哲也,
2015-01-01,,-,,TAITO,"ニトロプラス ブラスターズ -ヒロインズ インフィニット デュエル-",ニトロプラス／エクサム,0,0,,,,,,,,
2015-01-01,,NESiCA,,TAITO,"BLAZBLUE CENTRALFICTION（○）",,0,0,,,,森利道|下谷智之,"Arte Refact",ラスプーチン矢野,森利道,
2015-01-01,,-,,TAITO,"ヤタガラス Attack on Cataclysm",ヤタガラス,0,0,,,,,,,,
2015-01-01,,-,,TAITO,"LORD of VERMILION Re:3",モバイル&ゲームスタジオ／スクウェア・エニックス,0,0,,浅尾祥正,,,III:植松伸夫|Tachytelic|Re:3:細江慎治,七月鏡一|浅尾祥正,丹沢悠一,
2016-01-01,,-,,TAITO,"ガンスリンガー ストラトス3",バイキング／スクウェア・エニックス,0,0,,,,横田晋一,小林哲也,海法紀光|小太刀右京|森瀬繚|三輪清宗,,
2016-01-01,,-,,TAITO,"グルーヴコースター 3 リンクフィーバー",,0,0,,,,,,,,
2016-01-01,,-,,TAITO,"シアトリズム ファイナルファンタジー オールスターカーニバル",インディーズゼロ／スクウェア・エニックス,0,0,,,,モンスターオクトパス,祖堅正慶,,間一朗,
2016-01-01,,-,,TAITO,"ドラゴンクエスト モンスターバトルスキャナー",マーベラス／スクウェア・エニックス,0,0,,,,,,,,
2016-01-01,,-,,TAITO,マジシャンズデッド,バイキング,0,0,,尾畑心一朗,,あきまん|コヤマシゲト|浅井真紀|島崎麻里|ワダアルコ,甲田雅人|下村陽子,,,
2016-01-01,,-,,TAITO,"ラブライブ! スクールアイドルフェスティバル ～after school ACTIVITY～",ブシロード／スクウェア・エニックス,0,0,,,,,,,,
2017-01-01,,NESiCA,,TAITO,"ガンスリンガー ストラトスΣ（○）",バイキング／スクウェア・エニックス,0,0,,,,横田晋一,小林哲也,海法紀光|小太刀右京|森瀬繚|三輪清宗,,
2017-01-01,,NESiCA,,TAITO,"グルーヴコースター 3EX ドリームパーティー（○）",,0,0,,,,,,,,
2017-01-01,,NESiCA,,TAITO,"THE KING OF FIGHTERS XIV Arcade Ver.（○）",SNK,0,0,,,,,,,,
2017-01-01,,-,,TAITO,"戦え!ドラゴンクエスト スキャンバトラーズ",マーベラス／スクウェア・エニックス,0,0,,,,,,,,
2017-01-01,,-,,TAITO,電車でGO!!,,0,0,,,,,,,,
2017-01-01,,NESiCA,,TAITO,"フィギュアヘッズ エース（○）",ゲームスタジオ／スクウェア・エニックス,0,0,,,,,,,柴貴正,
2017-01-01,,-,,TAITO,"マジシャンズデッド NEXT ブレイジング",バイキング,0,0,,尾畑心一朗,,あきまん|コヤマシゲト|浅井真紀|島崎麻里|ワダアルコ,甲田雅人|下村陽子,,,
2017-01-01,,-,,TAITO,"ミリオンアーサー アルカナブラッド",エクサム／スクウェア・エニックス,0,0,,,,,,,,
2017-01-01,,-,,TAITO,"LORD of VERMILION IV",ゲームスタジオ／スクウェア・エニックス,0,0,,浅尾祥正,,,岩崎琢,浅尾祥正,平田重之,
2018-01-01,,NESiCA,,TAITO,"SNKヒロインズ Tag Team Frenzy AC（○）",SNK,0,0,,,,,,,,
2018-01-01,,NESiCA,,TAITO,"グルーヴコースター 4 スターライトロード（○）",,0,0,,,,,,,,
2018-01-01,,-,,TAITO,"SPACE INVADERS FRENZY ","RAW THRILLS",0,0,,,,,,,,
2018-01-01,,NESiCA,,TAITO,ファイティングEXレイヤー（○）,アリカ,0,0,,,,,,,,
2018-01-01,,-,,TAITO,星と翼のパラドクス,バイキング／スクウェア・エニックス,0,0,,,,貞本義行,井筒昭雄,加藤陽一,門井信樹|小形尚弘|丹沢悠一,
2019-01-01,,-,,TAITO,"おまつりクエスト ヒッパレQ",,0,0,,,,,,,,
2019-01-01,,NESiCA,,TAITO,"グルーヴコースター 4EX インフィニティ ハイウェイ（○）",,0,0,,,,,,,,
2019-01-01,,NESiCA,,TAITO,"SAMURAI SPIRITS（○）",SNK,0,0,,黒木信幸,,,,,小田泰之,
2019-01-01,,-,FTG,TAITO,"ストリートファイターV タイプアーケード",カプコン,0,0,,西山隆志,こいけひろし|すがはらのぶやす,"松本裕司(プランナー)|CRUSHER ICHI|DABADA ATSUSHI|BONSOIR YUKO|OGAN MIYUKI|BRAVO OYU|INNOCENT SAICHO",坂口由洋,,,
2019-01-01,,-,,TAITO,でんしゃでゴー!!キッズ,,0,0,,,,,,,,
2019-01-01,,-,,TAITO,"BLAZBLUE CROSS TAG BATTLE",アークシステムワークス,0,0,,,,,,,,
2020-01-01,,-,,TAITO,ガンアリーナCE,,0,0,,,,,,,,
2020-01-01,,NESiCA,,TAITO,"グルーヴコースター 4MAX ダイヤモンドギャラクシー（○）",,0,0,,,,,,,,
2020-01-01,,-,,TAITO,"SPACE INVADERS COUNTERATTACK",unis,0,0,,,,,,,,
2020-01-01,,NESiCA,,TAITO,"中毒パズル レベルスVS（○）",flow,0,0,,,,,,,,
2020-01-01,,-,,TAITO,わくわく♪ハンバーガー,,0,0,,,,,,,,
2021-01-01,,-,,TAITO,テトテ×コネクト,,0,0,,,,,,,,
2022-01-01,,NESiCA,,TAITO,"OMEN OF SORROW（○）","AOne Games",0,0,,,,,ジェリー・ゴールドスミス,デヴィッド・セルツァー,,
2022-01-01,,NESiCA,,TAITO,"MUSIC DIVER（○）",,0,0,,,,,,,,
2023-01-01,,NESiCA,,TAITO,"エヌアイン完全世界 Anastasis（○）","SUBTLE STYLE／るつぼゲームワークス",0,0,,,,,福澤正洋,,,
2023-01-01,,-,FTG,TAITO,"ストリートファイター6 タイプアーケード",カプコン,0,0,,西山隆志,こいけひろし|すがはらのぶやす,"松本裕司(プランナー)|CRUSHER ICHI|DABADA ATSUSHI|BONSOIR YUKO|OGAN MIYUKI|BRAVO OYU|INNOCENT SAICHO",坂口由洋,,,
2024-01-01,,-,,TAITO,"ヤタガラス Enter The EastWard",ヤタガラス,0,0,,,,,,,,
1980-03-01,,-,,IREM,スカイシューター,,0,0,,,,,,,,
1980-04-01,,-,,IREM,いたずらエンゼル,,0,0,,,,,,,,
1980-05-01,,-,,IREM,グリーンベレー,,0,0,,,,,,,,
1980-07-01,,-,,IREM,アンドロメダSS,,0,0,,,,,,,,
1980-10-01,,-,,IREM,"銀河帝国の逆襲Uni Wars",,0,0,,,,,,,,
1980-10-01,,-,,IREM,パンサー,,0,0,,,,,,,,
1981-10-01,,-,,IREM,デモンアイX,,0,0,,,,,,,,
1982-01-01,,-,,IREM,パンチングキッドOli-Boo-Chu,,0,0,,,,,,,,
1983-09-01,,-,,IREM,トロピカルエンジェル,,0,0,,,,,,,,
1984-12-01,,-,,IREM,アイレムM62システム,,0,0,,,,,,,,
1984-03-01,,-,,IREM,"VS 10ヤードファイト",,0,0,,,,,,,,
1984-10-01,,アイレムM62システム,,IREM,ザ・バトルロード,,0,0,,,,,,,,
1985-01-01,,アイレムM62システム,,IREM,"ロードランナー バンゲリング帝国の逆襲",,0,0,,,,ダグラス・E・スミス,,,,
1985-09-01,,アイレムM62システム,,IREM,ロットロット,,0,0,,,,,,,,
1985-11-01,,アイレムM62システム,,IREM,"ロードランナー 魔神の復活",,0,0,,,,ダグラス・E・スミス,,,,
1986-01-01,,アイレムM62システム,,IREM,スペランカー,,0,0,,,,ティム・マーティン,,,,
1986-06-01,,アイレムM62システム,,IREM,"妖獣伝Heroic Bird",,0,0,,,,,,,,
1986-09-01,,アイレムM62システム,,IREM,"スペランカーII 23の鍵",,0,0,,,,,,,,
1986-10-01,,アイレムM62システム,,IREM,"ロードランナー 帝国からの脱出",,0,0,,,,ダグラス・E・スミス,,,,
1986-12-01,,アイレムM62システム,,IREM,快傑ヤンチャ丸,,0,0,,,,,,,,
1987-07-01,,アイレムM72システム,SHT,IREM,R-TYPE,,0,0,,,SUM|MISACHIN,ABIKO|AKIO|YOSHIGE,石崎正人,,,
1987-12-01,,アイレムM72システム,,IREM,ミスターヘリの大冒険,,0,0,,,,,石田雅彦,,,
1988-03-01,,-,ACT-SIDE,IREM,ビジランテ,,0,0,,,,,石崎正人,,,
1988-06-01,,-,,IREM,迷宮島,,0,0,,,にしけんじ|松本茂一,北浩也,石田雅彦,,,
1988-08-01,,アイレムM72システム,ACT-SIDE,IREM,最後の忍道,,0,0,,,,,石田雅彦,,,
1988-10-01,,アイレムM72システム,,IREM,イメージファイト,,0,0,,,,,石田雅彦,,,
1988-06-01,,-,,IREM,"迷宮島Kickle Cubele",,0,0,,,,,,,,
1989-01-01,,-,,IREM,四川省,タムテックス,0,0,,,,,,,,
1989-04-01,,アイレムM72システム,,IREM,レジェンド・オブ・ヒーロー・トンマ,,0,0,,,,,,,,
1989-07-01,,アイレムM72システム,,IREM,ドラゴンブリード,,0,0,,,,,石田雅彦,,,
1989-09-01,,アイレムM72システム,,IREM,Xマルチプライ,,0,0,,,,,石田雅彦,,,
1989-11-01,,アイレムM82システム,SHT,IREM,"R-TYPE II",,0,0,,,,AKIO|TARACHAN,石田雅彦,,,
1990-03-01,,アイレムM82システム,,IREM,メジャータイトル,,0,0,,,,,,,,
1990-06-01,,アイレムM72システム,,IREM,アイレム・エア・デュエル,,0,0,,,,,,,,
1990-07-01,,アイレムM72システム,,IREM,大工の源さん,,0,0,,,,,,,,
1990-12-01,,-,,IREM,パウンド・フォー・パウンド,,0,0,,,,,,,,
1991-02-01,,アイレムM84システム,,IREM,剣豪,,0,0,,,,,,,,
1991-03-01,,アイレムM90システム,,IREM,覇沙夢,,0,0,,,,,,,,
1991-06-01,,アイレムM92システム,,IREM,ガンフォース,,0,0,,,,,木村浩,,,
1991-07-01,,アイレムM92システム,,IREM,クロス・ブレイズ,,0,0,,,,,,,,
1991-09-01,,アイレムM90システム,,IREM,"ボンバーマン - ハドソンからライセンスを受け開発。",,0,0,,,,水野祥司,,,,
1991-10-01,,アイレムM72システム,,IREM,GALLOP,,0,0,,,,,,,,
1991-12-01,,アイレムM92システム,,IREM,サンダーブラスター,,0,0,,,,,,,,
1992-05-01,,アイレムM92システム,,IREM,魔法警備隊ガンホーキ,,0,0,,,,,,,,
1992-06-01,,-,,IREM,ボンバーマンワールド,,0,0,,,,,,,,
1992-07-01,,アイレムM92システム,,IREM,アンダーカバーコップス,,0,0,,,,,冷牟田卓志,,,
1992-10-01,,アイレムM92システム,,IREM,メジャータイトル２,,0,0,,,,,,,,
1992-11-01,,アイレムM92システム,SHT,IREM,"R-TYPE LEO",,0,0,,,,,,,,
1992-12-01,,アイレムM97システム,,IREM,"クイズF-1 ワンツーフィニッシュ",,0,0,,,,,,,,
1993-02-01,,アイレムM92システム,,IREM,フック,,0,0,,,,,,,,
1993-04-01,,アイレムM92システム,,IREM,海底大戦争,,0,0,,,,,菊池俊輔,大津皓一,,
1993-01-01,,-,,IREM,四川省Ⅱ,タムテックス,0,0,,,,,,,,
1993-09-01,,アイレムM97システム,,IREM,ぐっすんおよよ,,0,0,,,,,冷牟田卓志,,,
1993-09-01,,アイレムM92システム,ACT,IREM,"野球格闘リーグマン - ベルトスクロールアクション",,0,0,,,,,,,,
1993-12-01,,アイレムM92システム,,IREM,パーフェクト・ソルジャーズ,,0,0,,,,,,,,
1994-02-01,,アイレムM92システム,,IREM,ファイアーバレル,タムテックス,0,0,,,,,,,,
1994-07-01,,アイレムM92システム,,IREM,ジオストーム,,0,0,,,,,,,,
1994-09-01,,アイレムM107システム,サッカー,IREM,ドリームサッカー'94,,0,0,,,,,,,,
1990-04-26,,MVS,,SNK,NAM-1975,SNK,0,0,,,,,おさかようこ,,川崎英吉,
1990-04-26,,MVS,野球,SNK,ベースボールスターズプロフェッショナル,SNK,0,0,,,,,,,,
1990-04-26,,MVS,,SNK,マジシャンロード,アルファ電子,0,0,,,,,,,,
1990-04-26,,MVS,,SNK,"麻雀狂列伝 -西日本編-",SNK,0,0,,,,,,,,
1990-05-23,,MVS,,SNK,トッププレイヤーズゴルフ,SNK,0,0,,,,,,,,
1990-07-24,,MVS,,SNK,ニンジャコンバット,アルファ電子,0,0,,,,,,,,
1990-07-24,,MVS,,SNK,ライディングヒーロー,SNK,0,0,,,,,,,,
1990-10-08,,MVS,,SNK,ザ・スーパースパイ,SNK,0,0,,,,,,,,
1990-11-07,,MVS,,SNK,サイバーリップ,SNK,0,0,,,,,,"武上純希 大橋志吉 ごうどかずひこ 田哲平 戸田博史","堀越徹 石川清司 鳥海満 田久保正之 小林哲也",
1990-11-20,,MVS,,SNK,ジョイジョイキッド,SNK,0,0,,,,,,,,
1990-12-10,,MVS,,SNK,リーグボウリング,SNK,0,0,,,,,,,,
1991-01-25,,MVS,,SNK,ゴーストパイロット,SNK,0,0,,,,,,,,
1991-02-12,,MVS,,SNK,戦国伝承,SNK,0,0,,,,,山手安生|清水敏夫,,,
1991-02-25,,MVS,,SNK,キング・オブ・ザ・モンスターズ,SNK,0,0,,,,,田中敬一|西田和弘,,,
1991-03-14,,MVS,,SNK,ラギ,アルファ電子,0,0,,,,,,,,
1991-03-25,,MVS,,SNK,"ASO II 〜ラストガーディアン〜",SNK,0,0,,,,,,,,
1991-05-20,,MVS,,SNK,バーニングファイト,SNK,0,0,,,,安部直人,山田泰正,,川崎英吉,
1991-07-01,,MVS,,SNK,"みなさんのおかげさまです! 大スゴロク大会",モノリス,0,0,,,,,,,,
1991-07-25,,MVS,,SNK,クロスソード,アルファ電子,0,0,,,深津栄次|千葉真木夫|鴨田秀男|白澤輝昭,牛沢朗|戸田裕幸,渡辺夕香,,牛沢朗,
1991-08-30,,MVS,,SNK,あしたのジョー伝説,ウェイブ,0,0,,,,,,,,
1991-08-30,,MVS,,SNK,"クイズ大捜査線 〜THE LAST COUNT DOWN〜",SNK,0,0,,,,,,,,
1991-09-20,,MVS,野球,SNK,2020年スーパーベースボール,SNK,0,0,,,,,,,,
1991-10-30,,MVS,,SNK,ロボアーミー,SNK,0,0,,,,,,,,
1991-11-08,,MVS,,SNK,"スラッシュラリー[注釈 5]",アルファ電子,0,0,,,,,,,,
1991-11-20,,MVS,,SNK,8マン,SNK,0,0,,,,桑田次郎,萩原哲晶,平井和正|加納一朗|桂真佐喜|豊田有恒|半村良|大貫哲義,,
1991-11-25,,MVS,FTG,SNK,"餓狼伝説 〜宿命の闘い〜",SNK,0,0,,,,,,,,
1991-12-20,,MVS,,SNK,バカ殿様麻雀漫遊記,モノリス,0,0,,,,,,,,
1992-01-31,,MVS,,SNK,フットボールフレンジー,SNK,0,0,,,,,,,,
1992-02-14,,MVS,サッカー,SNK,サッカーブロール,SNK,0,0,,,,,,,,
1992-02-14,,MVS,サッカー,SNK,得点王,SNK,0,0,,,,,,,,
1992-03-16,,MVS,,SNK,ミューテイション・ネイション,SNK,0,0,,,,,,,,
1992-03-23,,MVS,,SNK,ラストリゾート,SNK,0,0,,,,児玉光生,,,,
1992-04-15,,MVS,野球,SNK,ベースボールスターズ2,SNK,0,0,,,,,,,,
1992-04-24,,MVS,,SNK,"クイズ迷探偵ネオ&ジオ -クイズ大捜査線パート2-",SNK,0,0,,,,,,,,
1992-04-30,,MVS,,SNK,ニンジャコマンドー,アルファ電子,0,0,,,,,,,,
1992-05-25,,MVS,,SNK,"キング・オブ・ザ・モンスターズ2 〜THE NEXT THING〜",SNK,0,0,,,,,田中敬一|清水敏夫|北村芳彦,,,
1992-06-15,,MVS,,SNK,アンドロデュノス,ビスコ,0,0,,,,,,,,
1992-07-28,,MVS,FTG,SNK,ワールドヒーローズ,アルファ電子,0,0,,,,,,,,
1992-09-24,,MVS,FTG,SNK,龍虎の拳,SNK,0,0,,,,,,,,
1992-11-20,,MVS,SHT,SNK,ビューポイント,サミー工業,0,0,,,,,,,,
1992-12-10,,MVS,FTG,SNK,"餓狼伝説2 〜新たなる闘い〜",SNK,0,0,,,,塚本高史|白井影二,清水敏夫|おさかようこ|北村芳彦|幡谷正彦,,川崎英吉,
1993-02-18,,MVS,,SNK,戦国伝承2,SNK,0,0,,,,,,,,
1993-03-25,,MVS,,SNK,ファイヤースープレックス,SNK,0,0,,,,,,,,
1993-04-26,,MVS,FTG,SNK,ワールドヒーローズ2,ADK,0,0,,,,,,,,
1993-07-07,,MVS,FTG,SNK,"SAMURAI SPIRITS",SNK,0,0,,,,新谷憲司|まきのえりな|田中まさみ|山口景泉,山手安生|幡谷正彦,,冨田聖司|福井智章,
1993-09-16,,MVS,FTG,SNK,餓狼伝説スペシャル,SNK,0,0,,,,塚本高史,清水敏夫|山田泰正|北村芳彦,,川崎英吉,
1993-12-16,,MVS,,SNK,ミラクルアドベンチャー,データイースト,0,0,,,,,クリストファー・ティン,クリスチャン・フォード|ロジャー・ソファー,,
1994-02-03,,MVS,FTG,SNK,龍虎の拳2,SNK,0,0,,,,,,,,
1994-02-17,,MVS,,SNK,フライングパワーディスク,データイースト,0,0,,,,,,,,
1994-03-17,,MVS,,SNK,ファイターズヒストリーダイナマイト,データイースト,0,0,,,,,,,,
1994-04-19,,MVS,サッカー,SNK,得点王2,SNK,0,0,,,,,,,,
1994-04-26,,MVS,FTG,SNK,"ワールドヒーローズ2 JET",ADK,0,0,,,,,,,,
1994-05-18,,MVS,,SNK,"トップハンター ～ロディー&キャシー～",SNK,0,0,,,,,,,,
1994-05-25,,MVS,,SNK,ぐるりん,フェイス,0,0,,,,,,,,
