発売日,バックアップメモリ,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2004-07-22,0,4,ACT,コナミ,コロッケ！4バンクの森の守護神,"￥5,229","￥5,000代",0,,,,,,,,
2004-07-22,0,3,CARD,タカラ,デュエルマスターズ2切札勝舞Ver.,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-22,0,3,ADV,ティーディーケイコア,学校の怪談アドバンス～百妖箱の封印～,?,?,0,,,,,,,,
2004-07-22,0,3,ADV,バンダイ,鋼の錬金術師想い出の奏鳴曲,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-22,0,4,RPG,コナミ,続ボクらの太陽～太陽少年ジャンゴ～,"￥5,229","￥5,000代",0,,,,,,,,
2004-07-23,0,3,ACT,バンプレスト,DRAGONBALLZTHELEGACYOFGOKUIIINTERNATIONAL,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-24,0,3,PZL,セガ,ぷよぷよフィーバー,"￥5,040","￥5,000代",0,,湯田高志,,竹浪秀行(キャラクターデザイン),,,中裕司,
2004-07-29,0,4,RPG,スクウェア・エニックス,FINALFANTASYI・IIADVANCE,"￥6,090","￥6,000代",0,,,,,,,,
2004-07-29,5,3,PZL,アルゼ,ドンちゃんパズル花火でドーン！アドバンス,"￥5,040","￥5,000代",0,,,,,,,,
2004-07-29,0,3,SPT,コナミコンピュータエンタテインメントスタジオ,パワプロクンポケット1・2,"￥4,179","￥4,000代",0,,,,,,,,
2004-07-29,0,3,RPG,バンダイ,レジェンズ甦る試練の島,?,?,0,,小野勝巳,,小林一幸,安部純|武藤星児,渡辺けんじ,,
2004-07-29,2,2,SLG,アルゼ,花火百景アドバンス,"￥5,040","￥5,000代",0,,,,,,,,
2004-08-05,5,3,ADV,アトラス,B-伝説！バトルビーダマン～燃えろ！ビー魂！！～,"￥5,040","￥5,000代",0,,,,,,,,
2004-08-05,5,3,ACT,バンダイ,SDガンダムフォース,"￥5,040","￥5,000代",0,,,,木村貴宏,池頼広,矢立肇|富野由悠季,,
2004-08-05,2,3,SLG,ロケットカンパニー,ウルトラ警備隊モンスターアタック,?,?,0,,,,,,,,
2004-08-05,1,3,RPG,セガ,シャニング・フォース～黒き竜の復活～,?,?,0,,田口泰宏|折茂賢司,田口泰宏|田川佳紀|内藤寛|小寺春樹,高橋宏之|吉田英博|玉木美孝,吉村政彦,和智正喜|玉木美孝|高橋宏之,高橋宏之,
2004-08-05,0,2,ADV,ロケットカンパニー,どうぶつ島のチョビぐるみ2タマちゃん物語,?,?,0,,,,,,,,
2004-08-05,5,3,SLG,ティーディーケイコア,ひまわりどうぶつ病院～ペットのお医者さん育成ゲーム～,?,?,0,,,,,,,,
2004-08-05,1,4,ACT,任天堂,伝説のスタフィー3,"￥5,040","￥5,000代",0,,,,,,,,
2004-08-06,1,3,RPG,カプコン,ロックマンエグゼ4.5リアルオペレーション,"￥5,040","￥5,000代",0,,,,,,,,
2004-08-10,0,2,ACT,任天堂,ファミコンミニ21スーパーマリオブラザーズ2,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ACT,任天堂,ファミコンミニ22謎の村雨城,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ACT,任天堂,ファミコンミニ23メトロイド,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ACT,任天堂,ファミコンミニ24光神話パルテナの鏡,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,RPG,任天堂,ファミコンミニ25リンクの冒険,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ADV,任天堂,ファミコンミニ26ふぁみこんむかし話新・鬼ヶ島前後編,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ADV,任天堂,ファミコンミニ27ファミコン探偵倶楽部消えた後継者前後編,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ADV,任天堂,ファミコンミニ28ファミコン探偵倶楽部PART2うしろに立つ少女前後編,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,ACT,コナミ,ファミコンミニ29悪魔城ドラキュラ,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-10,0,2,SLG,バンダイ,ファミコンミニ30SDガンダムワールドガチャポン戦士スクランブルウォーズ,"￥2,000","￥2,000代",0,,,,,,,,
2004-08-20,0,4,RPG,バンプレスト,サモンナイトクラフトソード物語2,?,?,0,,,,,,,,
2004-08-26,0,3,RAC,コナミ,クラッシュ・バンディクー爆走！ニトロカート,"￥5,040","￥5,000代",0,,,,,,,,
2004-08-26,0,4,ADV,任天堂,スーパーマリオボール,"￥4,800","￥5,000代",0,,,,,,,,
2004-09-09,0,4,ACT,ハドソン,ボボボーボ・ボーボボ爆闘ハジケ大戦,?,?,0,,,,,,,,
2004-09-16,0,4,RPG,任天堂,ポケットモンスターエメラルド,"￥4,800","￥5,000代",180,,増田順一|田尻智,渡辺哲也(メイン)|曽我部仙史(バトルシステム)|玉田荘介(フィールドシステム)|ほか|多数,"増田順一|森本茂樹|西野弘二|松島賢二|太田哲司|佐藤仁美|河内丸武史|下山田照幸|大森滋|たかはし ただし|杉森建(アートディレクター)|吉田宏信(メイングラフィックデザイン)|ほか|多数",一之瀬剛|青木森一|増田順一,増田順一(プロット)|西野弘二(プロット)|松宮稔展|とみさわ昭仁(プロットとシナリオ),陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2004-09-22,0,3,SPT,タカラ,DANDOH！！飛ばせ！勝利のスマイルショット！！,?,?,0,,,,,,,,
2004-09-22,0,3,ACT,トレジャー,アドバンスガーディアンヒーローズ,"￥5,040","￥5,000代",0,,前川正人|長谷川勝弘,右京雅生,菊地徹彦|右京雅生|菊地徹彦|木村幸一,鈴木勝彦|半沢紀雄,木村幸一,麻生宏,
2004-09-22,0,3,RPG,エム・ティー･オー,エンジェルコレクション2ピチモになろう,?,?,0,,,,,,,,
2004-09-24,0,2,TAB,サクセス,みんなのソフトシリーズみんなの将棋,?,?,0,,,,,,,,
2004-10-07,0,4,RPG,任天堂,ファイアーエムブレム聖魔の光石,"￥4,800","￥5,000代",0,,,,,,前田耕平,,
2004-10-14,0,4,ACT,任天堂,まわるメイドインワリオ,"￥4,800","￥5,000代",0,,阿部悟郎,大澤和義,竹内高,,,,
2004-10-21,0,4,RAC,任天堂,エフゼロクライマックス,"￥4,800","￥5,000代",0,,,,,,,,
2004-10-21,0,3,ACT,キッズステーション,戦闘員山田はじめ,"￥5,040","￥5,000代",0,,,,,,,,
2004-10-22,0,3,ETC,カルチャーブレーン,ツインシリーズ2おしゃれプリンセス4/恋愛占い大作戦,?,?,0,,,,,,,,
2004-10-28,0,2,PZL,エム・ティー・オー,お茶犬くるりん～ほんわかパズルでほっとしよ？～,?,?,0,,,,,,,,
2004-10-28,0,2,RPG,バンダイ,バトローラーX,?,?,0,,,,,,,,
2004-10-28,0,3,SLG,ティーディーケイコア,フルーツ村のどうぶつたち,"￥5,040","￥5,000代",0,,,,,,,,
2004-10-28,0,2,ETC,ジャレコ,燃えろ！！ジャレココレクション,"￥5,040","￥5,000代",0,,,,,,,,
2004-11-04,0,2,ETC,アイイーインスティテュート,□いアタマを○くする。アドバンス-漢字・計算-,?,?,0,,,,,,,,
2004-11-04,0,2,ETC,アイイーインスティテュート,□いアタマを○くする。アドバンス-国語・算数・社会・理科-,?,?,0,,,,,,,,
2004-11-04,0,3,TAB,ロケットカンパニー,スーパーリアル麻雀同窓会,?,?,0,,,,,,,,
2004-11-04,0,4,ADV,任天堂,ゼルダの伝説ふしぎのぼうし,?,?,0,,藤林秀麿,,,高野充彦,,稲船敬二,
2004-11-04,0,3,RPG,ロケットカンパニー,真・女神転生デビルチルドレンメシアライザー,"￥5,040","￥5,000代",0,,,,,,,,
2004-11-11,0,5,RPG,スクウェア・エニックス,キングダムハーツチェインオブメモリーズ,"￥6,279","￥6,500代",0,,,,,,,,
2004-11-18,0,4,ACT,バンプレスト,ドラゴンボールアドバンスアドベンチャー,"￥5,040","￥5,000代",0,,,,,,,,
2004-11-18,0,3,ACT,SNKプレイモア,メタルスラッグアドバンス,?,?,0,,,,,,,,
2004-11-18,0,3,ADV,キッズステーション,学園アリス～ドキドキ★不思議たいけん～,?,?,0,,,,,,,,
2004-11-19,0,2,ACT,ユークス,ファインディング・ニモ-新しい冒険-,?,?,0,,,,,,,,
2004-11-25,0,4,RPG,スティング,Riviera～約束の地リヴィエラ～,"￥6,090","￥6,000代",0,,,,,あり,,,
2004-11-25,0,3,SLG,エム・ティー・オー,かわいい仔犬ワンダフル,"￥5,040","￥5,000代",0,,,,,,,,
2004-11-25,0,3,ACT,バンダイ,機動戦士ガンダムSEEDDESTINY,"￥5,040","￥5,000代",0,,,,平井久司|大河原邦男|山根公利,佐橋俊彦,矢立肇|富野由悠季,,
2004-11-25,0,3,ADV,バンダイ,忘却の旋律,"￥6,090","￥6,000代",0,,,,長谷川眞也|吉成曜|宮尾佳和,桑野聖|周防義和,榎戸洋司,,
2004-11-25,0,3,SLG,任天堂,ゲームボーイウォーズアドバンス1+2,"￥4,751","￥5,000代",0,,,,,,,,
2004-11-27,0,2,ACT,アルゼ,アレックボードンアドベンチャータワー＆シャフトアドバンス,?,?,0,,,,,,,,
2004-12-02,0,2,SLG,バンダイ,Kiss×Kiss星鈴学園,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-02,0,3,ACT,ディースリー・パブリッシャー,Mr.インクレディブル,"￥5,040","￥5,000代",0,,,,,マイケル・ジアッキーノ,ブラッド・バード,,
2004-12-02,0,5,ADV,エレクトロニック・アーツ,ザ・アーブズシムズ・イン・ザ・シティ,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-02,0,5,ACT,イマジニア,シナモンゆめの大冒険,?,?,0,,,,,,,,
2004-12-02,0,3,SLG,エポック社,シルバニアファミリーファッションデザイナーになりたい！くるみリスの女の子,"￥5,040","￥5,000代",0,,"須藤典彦[注 1]",,松原徳弘|亀田祥倫,やまだ豊,青山剛昌,,
2004-12-02,0,3,SPT,コナミ,パワプロクンポケット7,"￥5,229","￥5,000代",0,,,,,,,,
2004-12-09,0,4,ACT,"ビベンディ ユニバーサル ゲームズ",クラッシュ・バンディクーアドバンスわくわく友ダチ大作戦！,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-09,0,2,RAC,サンライズインタラクティブ,ケロロ軍曹対決！激走ケロンプリ大作戦であります！！,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-09,0,4,RPG,コナミ,コロッケ！Great時空の冒険者,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-09,0,4,ACT,"ビベンディ ユニバーサル ゲームズ",スパイロアドバンスわくわく友ダチ大作戦！,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-09,0,3,SLG,ティーディーケイコア,ハロー！アイドルデビュー～キッズアイドル育成ゲーム～,?,?,0,,,,,,,,
2004-12-09,0,3,ADV,マーベラスインタラクティブ,ぷくぷく天然かいらんばんようこそ！イリュージョンランドへ,?,?,0,,,,,,,,
2004-12-09,0,2,ACT,バンダイ,ふたりはプリキュアありえな～い！夢の国は大迷宮,"￥5,040","￥5,000代",0,,西尾大介,,稲上晃,佐藤直紀,東堂いづみ,,
2004-12-09,0,3,?,アガツマ・エンタテインメント,ポケいぬ,?,?,0,,,,,,,,
2004-12-09,0,3,ACT,任天堂,ヨッシーの万有引力,"￥4,800","￥5,000代",0,,,,,,,,
2004-12-09,0,3,RPG,カプコン,ロックマンエグゼ5チーム・オブ・ブルース,"￥4,990","￥5,000代",0,,,,,,,,
2004-12-09,0,3,RPG,バンダイ,陰陽大戦記零式,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-10,0,3,ETC,カルチャーブレーン,ツインシリーズVol.3「ムシモン王者決定戦昆虫モンスター/スーパーチャイニーズラビリンス」,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-10,0,4,ETC,カルチャーブレーン,ツインシリーズVol.4「ハムハムモンスターEX/ファンタジーパズルハムスター物語魔法の迷宮1.2.3」,"￥4,599","￥4,500代",0,,,,,,,,
2004-12-10,0,4,ETC,カルチャーブレーン,ツインシリーズVol.5「わんわん名探偵EX/魔法の国のケーキ屋さん物語」,"￥4,599","￥4,500代",0,,,,,,,,
2004-12-10,0,3,ETC,カルチャーブレーン,ツインシリーズVol.6「わんにゃんアイドル学園/仔犬といっしょスペシャル」,"￥4,599","￥4,500代",0,,,,,,,,
2004-12-16,0,4,ACT,コナミ,GetRide！アムドライバー出撃！バトルパーティー,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-16,0,3,RPG,トミー,ZOIDSSAGAフューザーズ,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-16,0,3,CARD,アトラス,デュエル・マスターズ3,"￥5,040","￥5,000代",0,,,,"平岡正幸|長森佳容|伊東英樹|伊東英樹(第1 - 50話)|平岡正幸|薮本陽輔|野田康行(第1・2期)|越貴文(第3期)|越貴文|橋詰力",坂部剛,"松本しげのぶ(原作)| 金林洋(作画)",,
2004-12-16,0,3,SLG,エム・ティー・オー,リトルパティシエケーキのお城,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-16,0,3,ACT,コナミ,わがまま☆フェアリーミルモでポン！なぞのカギと真実のトビラ,"￥4,725","￥4,500代",0,,,,,,,,
2004-12-16,0,3,RPG,ティーディーケイコア,わんこ・みっくす,?,?,0,,,,,,,,
2004-12-16,0,3,RPG,イマジニア,真型メダロット(カブトバージョン),?,?,0,,,,,,,Terukado,
2004-12-16,0,3,RPG,イマジニア,真型メダロット(クワガタバージョン),?,?,0,,,,,,,Terukado,
2004-12-16,0,3,ACT,キッズステーション,絶体絶命でんぢゃらすじーさん3～果てしなき魔物語～,?,?,0,,,,,,,,
2004-12-17,0,3,ETC,カルチャーブレーン,かわいいペットゲームギャラリー2,"￥3,654","￥3,500代",0,,,,,,,,
2004-12-17,0,2,ETC,カルチャーブレーン,ツインパズル,"￥3,599","￥3,500代",0,,,,,,,,
2004-12-22,0,4,RPG,エレクトロニック・アーツ,ロード・オブ・ザ・リング中つ国第三紀,"￥5,040","￥5,000代",0,,,,,ハワード・ショア,J・R・R・トールキン|『指輪物語』,,
2004-12-22,0,4,ACT,バンプレスト,金色のガッシュベル！！うなれ！友情の電撃2,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-23,0,4,ACT,コナミ,幻星神ジャスティライザー装着！地球の戦士たち,"￥5,040","￥5,000代",0,,,,,,,,
2004-12-30,0,4,CARD,コナミ,遊戯王デュエルモンスターズインターナショナル2,"￥5,040","￥5,000代",0,,,,,,,,
2005-01-06,0,4,RPG,ナムコ,テイルズオブザワールドなりきりダンジョン3,"￥5,040","￥5,000代",0,,,,桝田省治,,前田圭士,吉積信,
2005-01-13,0,3,ETC,任天堂,マリオパーティアドバンス,"￥4,800","￥5,000代",0,,,,,,,,
2005-01-14,0,2,TAB,サクセス,みんなのソフトシリーズハッピートランプ20,"￥3,129","￥3,000代",0,,,,,,,,
2005-01-20,0,4,RPG,コナミ,ホビットの冒険ロードオブザリングはじまりの物語,?,?,0,,,,,,,,
2005-01-20,0,4,RPG,バンダイ,冒険王ビィトバスターズロード,?,?,0,,,,,,,,
2005-01-27,0,2,ACT,バンダイ,がんばれ！ドッジファイターズ,"￥5,040","￥5,000代",0,,,,,,,,
2005-01-27,0,2,RPG,コーエー,三國志英傑伝,"￥5,040","￥5,000代",0,,,,,吉田明永,,フクザワ・エイジ,
2005-01-27,0,3,RPG,コーエー,三國志孔明伝,"￥5,040","￥5,000代",0,,,,,,,フクザワ・エイジ,
2005-01-27,0,3,ADV,マーベラスインタラクティブ,探偵神宮寺三郎白い影の少女,?,?,0,,石川浩一,近藤隆,寺田克也|今野恵美,"馳見 ""Ace"" 大地",中島良|中村誠|石川泰之,西山英一,
2005-02-03,0,4,RPG,バンプレスト,スーパーロボット大戦ORIGINALGENERATION2,?,?,0,,,,,,,,
2005-02-17,0,4,RPG,バンダイ,レジェンズサインオブネクロム,"￥6,279","￥6,500代",0,,小野勝巳,,小林一幸,安部純|武藤星児,渡辺けんじ,,
2005-02-24,0,3,RPG,カプコン,ロックマンエグゼ5チームオブカーネル,?,?,0,,,,,,,,
2005-03-10,0,3,SPT,tasuke,めざせ！甲子園！,?,?,0,,,,,,,古橋由依子|林絵里,
2005-03-10,0,4,SLG,任天堂,千年家族,"￥4,800","￥5,000代",0,,,,,,,,
2005-03-17,0,3,ACT,コナミ,カッパの飼い方-HowTobreedkappas-かぁたん大冒険,"￥5,040","￥5,000代",0,,,,,,,,
2005-03-24,0,3,TAB,エム・ティー・オー,にゃんにゃんにゃんこのにゃんコレクション,?,?,0,,,,,,,,
2005-03-24,0,4,ACT,コーエー,真・三國無双アドバンス,"￥5,040","￥5,000代",0,,,,,,,,
2005-03-31,0,3,ACT,タイトー,シャーク・テイル,"￥5,040","￥5,000代",0,,,,,ハンス・ジマー,ロブ・レターマン|マイケル・J・ウィルソン,,
2005-04-21,0,4,ACT,カプコン,ロックマンゼロ4,?,?,0,,,,,,,,
2005-04-21,0,4,ACT,コナミ,傑作選！がんばれゴエモン1.2ゆき姫とマッギネス,"￥3,990","￥4,000代",0,,,,,,,,
2005-04-21,0,3,ADV,バンプレスト,名探偵コナン暁のモニュメント,"￥5,040","￥5,000代",0,,,,,,,,
2005-04-28,0,4,RPG,バンダイ,ONEPIECEドラゴンドリーム！,"￥5,040","￥5,000代",0,,,,,,,,
2005-04-28,0,3,SLG,任天堂,TheTowerSP,"￥4,800","￥5,000代",0,,,,,,,,
2005-04-28,0,3,ACT,エム・ティー・オー,お茶犬の夢冒険,"￥4,410","￥4,500代",0,,,,,,,,
2005-04-28,0,2,ACT,イマジニア,リラックマなまいにち,"￥5,040","￥5,000代",0,,,,,,,,
2005-05-03,0,3,SLG,カルチャーブレーン,昆虫モンスター・バトルスタジアム,"￥5,040","￥5,000代",0,,,,,,,,
2005-05-03,0,3,SLG,カルチャーブレーン,昆虫モンスター・バトルマスター,"￥5,040","￥5,000代",0,,,,,,,,
2005-05-19,0,3,ADV,バンダイ,ファンタジックチルドレン,"￥5,040","￥5,000代",0,,,,なかむらたかし,上野耕路,なかむらたかし(原案),,
2005-05-19,0,3,ACT,任天堂,ぶらぶらドンキー,"￥3,800","￥4,000代",0,,,,,,,,
2005-06-16,0,3,PZL,任天堂,のののパズルちゃいリアン,"￥3,800","￥4,000代",0,,,,,,,,
2005-06-23,0,4,RPG,マーベラスインタラクティブ,魔法先生ネギま！プライベートレッスンだめですぅ♥図書館島,?,?,0,,,,,,,,
2005-06-30,0,4,RPG,コナミ,メルヘヴン～KNOCKIN'ONHEAVEN'SDOOR～,"￥5,040","￥5,000代",0,,,,"小丸敏之|蝦名康哲(第1話 - 第51話)|→今野幸一(第52話 - 第102話)(ÄRMデザイン)",池田大介,安西信行,,
2005-06-30,0,5,RPG,セガ,甲虫王者ムシキング～グレイテストチャンピオンへの道～,"￥5,040","￥5,000代",64,,,,,,,,
2005-06-30,0,4,TAB,ハドソン,桃太郎電鉄G～ゴールド・デッキを作れ！,"￥5,040","￥5,000代",0,,さくまあきら(ゲーム監督),,柴尾英令(ゲーム演出)|土居孝幸,関口和之|池毅|宮路一昭,,,
2005-07-07,0,3,ADV,トミー,エレメンタルジェレイド～封印されし謳～,"￥5,040","￥5,000代",0,,,,堀たえ子|桝田浩史,梶浦由記,東まゆみ,,
2005-07-07,0,3,TAB,カルチャーブレーン,おしゃれプリンセス5,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-07,0,4,ACT,アイドス,レゴスター・ウォーズ,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-21,0,5,ACT,セガ,BLEACHアドバンス紅に染まる尸魂界,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-21,0,3,ACT,ディースリー・パブリッシャー,キム・ポッシブル,"￥5,040","￥5,000代",0,,,,スティーブン・シルバー,アダム・ベリー,ボブ・スクーリー|マーク・マッコール,,
2005-07-21,0,3,ACT,ディースリー・パブリッシャー,リロアンドスティッチ,"￥5,040","￥5,000代",0,,,,,アラン・シルヴェストリ,クリス・サンダース|ディーン・デュボア,,
2005-07-21,0,3,ACT,バンダイ,機動劇団はろ一座ハロのぷよぷよ,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-28,0,3,ACT,バンダイ,ふたりはプリキュアマックスハートマジ？マジ？！ファイトdeINじゃない,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-28,0,0,ADV,"ビベンディ ユニバーサル ゲームズ",ロボッツ,"￥4,515","￥4,500代",0,,,,,ジョン・パウエル,ローウェル・ガンツ|ババルー・マンデル|デヴィッド・リンゼイ=アベアー,,
2005-07-28,0,4,CARD,バンプレスト,金色のガッシュベル！！THECARDBATTLEforGBA,"￥5,040","￥5,000代",0,,,,,,,,
2005-07-28,0,4,RPG,コナミ,新・ボクらの太陽～逆襲のサバタ～,"￥5,229","￥5,000代",0,,,,,,,,
2005-08-04,0,0,ACT,アトラス,B-伝説！バトルビーダマン～炎魂(ファイヤースピリッツ)～,"￥5,040","￥5,000代",0,,,,,,,,
2005-08-11,0,2,TAB,カルチャーブレーン,プロ麻雀「兵」GBA,?,?,0,,,,,,,,
2005-08-11,0,0,ADV,バンダイ,マダガスカル,"￥5,040","￥5,000代",0,,,,,,,,
2005-08-11,0,0,ACT,カルチャーブレーン,昆虫の森の大冒険～ふしぎな世界の住人達～,"￥5,040","￥5,000代",0,,,,,,,,
2005-08-25,0,0,ACT,アトラス,くにおくん熱血コレクション1,"￥5,040","￥5,000代",0,,,,,,,,
2005-09-08,0,0,ADV,ディースリー・パブリッシャー,ティム・バートンナイトメア・ビフォア・クリスマスパンプキン・キング,"￥5,040","￥5,000代",0,,,,,,,,
2005-09-08,0,0,ADV,コナミ,わがまま☆フェアリーミルモでポン！どきどきメモリアルパニック,"￥5,040","￥5,000代",0,,,,音地正行(第1・2・3期)|小沼克介(全期),ヒトヨシノビタ(第1・2期)|根岸貴幸(第3・4期),"篠塚ひろむ 『ミルモでポン!』",,
2005-09-13,0,0,PZL,任天堂,Dr.MARIO＆パネルでポン,"￥2,000","￥2,000代",0,,,,,,,,
2005-09-13,0,0,SPT,任天堂,マリオテニスアドバンス,"￥3,800","￥4,000代",0,,,,,,,,
2005-09-15,0,0,RPG,バンプレスト,スーパーロボット大戦J,"￥6,090","￥6,000代",0,,,,,,,,
2005-09-22,0,0,ACT,任天堂,スクリューブレイカー轟振どりるれろ,"￥3,800","￥4,000代",0,,,,杉森建,一之瀬剛,とみさわ昭仁,,
2005-10-06,0,0,SHT,セガ,ガンスタースーパーヒーローズ,"￥5,040","￥5,000代",0,,,八井田満|菅波秀幸,菊池哲彦|井内洋,半沢紀夫,,,
2005-10-13,0,0,PZL,任天堂,通勤ヒトフデ,"￥2,800","￥3,000代",0,,,,,,,,
2005-10-13,0,0,CARD,コナミ,遊☆戯☆王デュエルモンスターズGX～めざせデュエルキング！～,"￥5,229","￥5,000代",0,,,,,,,,
2005-10-27,0,0,RPG,マーベラスインタラクティブ,FRONTIERSTORIES‐フロンティアストーリーズ,"￥5,040","￥5,000代",0,,,,,,,,
2005-10-27,0,0,ACT,アトラス,くにおくん熱血コレクション2,?,?,0,,,,,,,,
2005-11-03,0,0,ACT,アトラス,みらくる！ぱんぞう7つの星の宇宙海賊,?,?,0,,,,,,,,
2005-11-17,0,0,RPG,任天堂,ポケモン不思議のダンジョン赤の救助隊,"￥4,800","￥5,000代",72,,,,,,,,
2005-11-23,0,0,RPG,カプコン,ロックマンエグゼ6電脳獣グレイガ,"￥5,040","￥5,000代",0,,,,,,,,
2005-11-23,0,0,RPG,カプコン,ロックマンエグゼ6電脳獣ファルザー,"￥5,040","￥5,000代",0,,,,,,,,
2005-11-24,0,0,ACT,バンプレスト,金色のガッシュベル！！友情の電撃ドリームタッグトーナメント,"￥5,040","￥5,000代",0,,,,,,,,
2005-12-01,0,0,ACT,ロケットカンパニー,シナモンふわふわ大作戦,"￥5,040","￥5,000代",0,,,,,,,,
2005-12-01,0,0,ACT,任天堂,スーパードンキーコング3,"￥3,800","￥4,000代",0,,,マーク・ウィルソン,アンドリュー・コラード|ポール・ウェイバー|マーク・スティーヴンソン,イーブリン・フィッシャー|デビッド・ワイズ,,アンドリュー・コラード,
2005-12-08,0,0,RPG,バンプレスト,サモンナイトクラフトソード物語はじまりの石,"￥5,040","￥5,000代",0,,,,,,,,
2005-12-08,0,0,ADV,バンダイ,シュガシュガルーンハートがいっぱい萌黄学園,"￥5,040","￥5,000代",0,,,,,,,,
2005-12-09,0,0,SPT,カルチャーブレーン,超人ウルトラベースボールGBA,?,?,0,,,,,,,,
2005-12-15,0,0,RPG,スクウェア・エニックス,FINALFANTASYIVADVANCE,"￥5,040","￥5,000代",0,,,,,,,,
2005-12-15,0,0,ACT,ディースリー・パブリッシャー,チキン・リトル,?,?,0,,,,,,スティーヴ・ベンチック|ロン・J・フリードマン|ロン・アンダーソン,,
2005-12-22,0,0,ACT,ディースリー・パブリッシャー,HiHi！PuffyAmiYumi史上最大のワールドツアー！,?,?,0,,,,,,,,
2005-12-22,0,0,ADV,コナミ,アニマル横町～どき☆どき救出大作戦！の巻～,"￥5,229","￥5,000代",0,,,,,,,,
2005-12-22,0,0,ACT,エム・ティー・オー,お茶犬の冒険島～ほんわか夢のアイランド～,"￥4,410","￥4,500代",0,,,,,,,,
2005-12-22,0,0,ACT,ハドソン,ハドソンベストコレクションVol.1ボンバーマンコレクション,"￥2,940","￥3,000代",0,,,,,,,,
2005-12-22,0,0,PZL,ハドソン,ハドソンベストコレクションVol.2ロードランナーコレクション,"￥2,940","￥3,000代",0,,,,,,,,
2005-12-22,0,0,ACT,ハドソン,ハドソンベストコレクションVol.3アクションコレクション,"￥2,940","￥3,000代",0,,,,,,,,
2005-12-22,0,0,ACT,ハドソン,ハドソンベストコレクションVol.4謎解きコレクション,"￥2,940","￥3,000代",0,,,,,,,,
2006-01-19,0,0,SHT,ハドソン,ハドソンベストコレクションVol.5シューティングコレクション,"￥2,940","￥3,000代",0,,,,,,,,
2006-01-19,0,0,ACT,ハドソン,ハドソンベストコレクションVol.6冒険島コレクション,"￥2,940","￥3,000代",0,,,,,,,,
2006-01-26,0,0,PZL,セガ,ダブルパックソニックアドバンス＆チューチューロケット,?,?,0,,,,,,,,
2006-01-26,0,0,PZL,セガ,ダブルパックソニックバトル＆ソニックアドバンス,?,?,0,,,,,,,,
2006-01-26,0,0,PZL,セガ,ダブルパックソニックピンボールパーティ＆ソニックバトル,?,?,0,,,,,,,,
2006-02-09,0,0,ACT,セガ,Mr.インクレディブル～強敵アンダーマイナー登場～,"￥5,040","￥5,000代",0,,,,,,,,
2006-02-09,0,0,RPG,マーベラスインタラクティブ,川のぬしづり3＆4,?,?,0,,,,,,,,
2006-02-16,0,0,ACT,アトラス,くにおくん熱血コレクション3,?,?,0,,,,,,,,
2006-02-23,0,0,CARD,コナミ,遊戯王デュエルモンスターズエキスパート2006,"￥5,229","￥5,000代",0,,,,,,,,
2006-03-02,0,0,ACT,バンプレスト,うえきの法則神器炸裂！能力者バトル,"￥5,040","￥5,000代",0,,,,,,,,
2006-03-03,0,0,TAB,カルチャーブレーン,闘牌伝説「アカギ」～闇に舞い降りた天才～,"￥5,040","￥5,000代",0,,,,梅原隆弘,タニウチヒデキ,高屋敷英夫|筆安一幸|浦畑達彦|広田光毅,,
2006-03-23,0,0,ACT,バンプレスト,クレヨンしんちゃん伝説を呼ぶオマケの都ショックガーン！,?,?,0,,,,,,,,
