発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1989-12-20,FC,1M,SLG,ソフエル,ザ・マネーゲームⅡ兜町の奇跡,"￥5,900","￥6,000代",0,-,,,篠原正義|高橋範道|杉坂浩一|ドラゴン高橋|土津完保|山本忠行,山口裕司|山㟁栄一,大藤由美子(日本版)|村井俊夫(北米版),松沢博,,
1989-12-21,FC,1M,ACT,ジャレコ,ザロードオブキング,"￥5,600","￥5,500代",0,-,,竹森得泰,きんじょうさとる,竹森得泰|西村年幸|西村年幸|すごうともこ,横山清,,竹森得泰,
1989-12-22,FC,1M,ADV,エピックソニー,TMNETWORKLIVEINPOWERBOWL,"￥6,200","￥6,000代",0,-,,"RYOTARO HASEGAWA","PARASOL TSUNAKAWA","HEADBAD KASAHARA|MUCHIUCHI KODAMA|DARK KOHJIRO|TOBOKETA OKAMOTO","TM NETWORK","HIROYUKI NAKADA",山元哲治,
1989-12-22,FC,1M,ACT,サンソフト,バットマン,"￥6,200","￥6,000代",0,-,,,,,,,,
1989-12-22,FC,1M,ACT,ナムコ,マッピーキッズ,"￥5,800","￥6,000代",0,-,,,,,岩永敦子,,,
1989-12-22,FC,2M,ACT,コナミ,悪魔城伝説,"￥6,500","￥6,500代",0,30,,赤松仁司,赤松仁司|たけもとみつお|奥田康雄|きたもとしんじ,I.Urata,船橋淳|森本幸恵|前沢秀憲|佐々木嘉則(欧米版),,,
1989-12-22,FC,1M,ACT,テクノスジャパン,双截龍ⅡTheRevenge,"￥5,900","￥6,000代",0,-,,,,,,,,
1989-12-23,FC,2M,RPG,データイースト,ヘラクレスの栄光Ⅱタイタンの滅亡,"￥5,900","￥6,000代",0,-,,,,,,,,
1989-12-23,FC,1M,TAB,ナツメ,中国雀士物語東風(トンフー),"￥5,800","￥6,000代",0,-,,,,,,,,
1989-12-25,FC,1M,SLG,アスミック,名門！多古西応援団,"￥6,500","￥6,500代",0,-,,,,,,,,
1989-12-27,FC,1M,SPT,ティーエスエス,スーパーラグビー,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-01-05,FC,2M,RPG,コナミ,がんばれゴエモン外伝きえた黄金キセル,"￥6,980","￥7,000代",0,-,,,青山和浩|小川光章|山根秀直|亀和田光|近藤隆司,日下進|石原かずみち|寺田泰二|野崎助平|汾陽桂太,小倉努|場伶花|山根ミチル|上高治己|宮脇聡子,汾陽桂太,,
1990-01-06,FC,256K,PZL,HAL研究所,アドベンチャーズオブロロ,"￥4,900","￥5,000代",0,30,,,,,金指英樹,,,
1990-01-12,FC,256K,TAB,青木書店,囲碁名鑑,"￥9,680","￥9,500代",0,-,,,,,,,,
1990-01-26,FC,1M,ACT,カプコン,わんぱくダック夢冒険DUCKTALES,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-02-02,FC,256K,PZL,ヘクト,キャデラック,"￥4,900","￥5,000代",0,-,,,,,,,,
1990-02-02,FC,1M,ACT,コナミ,SUPER魂斗羅(スーパーコントラ),"￥5,800","￥6,000代",0,-,,,,,,,,
1990-02-03,FC,2M,SLG,光栄,信長の野望戦国群雄伝,"￥11,800","￥12,000代",0,-,,,,,菅野よう子|山本光男,,シブサワ・コウ,
1990-02-06,FC,1M,ACT,東映動画,もっともあぶない刑事,"￥5,300","￥5,500代",0,-,,,,,都志見隆,柏原寛司,,
1990-02-11,FC,4M,RPG,エニックス,ドラゴンクエストⅣ導かれし者たち,"￥8,500","￥8,500代",310,37,,中村光一,内藤寬|山名学,鳥山明,すぎやまこういち,堀井雄二,千田幸信,
1990-02-23,FC,1M,PZL,ポニーキャニオン,アークティック,"￥5,500","￥5,500代",0,-,,,,,,,,
1990-02-23,FC,1M,ACT,エポック社,キテレツ大百科,"￥5,900","￥6,000代",0,-,,,,,,藤子・F・不二雄,,
1990-02-23,FC,1M,ACT,カプコン,デッドフォックス,"￥5,800","￥6,000代",0,-,,,,,下村陽子|民谷淳子,,,
1990-02-24,FC,1M,RPG,バンダイ,悪魔くん魔界の罠,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-02-27,FC,1M,ACT,アテナ,ドラゴンユニット,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-03-02,FC,1M,ADV,アイレム,西村京太郎ミステリースーパーエクスプレス殺人事件,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-03-02,FC,2M,SLG,ホットビィ,プレジデントの選択,"￥9,800","￥10,000代",0,-,,,,,,,,
1990-03-02,FC,1M,ACT,データイースト,ヘビーバレル,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-03-09,FC,1M,RPG,アスキー,ウィザードリィⅢダイヤモンドの騎士,"￥6,500","￥6,500代",0,32,,,,,,,,
1990-03-09,FC,1M,ACT,タイトー,ドンドコドン,"￥5,900","￥6,000代",0,-,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,
1990-03-09,FC,256K,ACT,コナミ,モアイくん,"￥4,800","￥5,000代",0,-,,村木摂|梅崎重治,柴田裕治,岸本方彰,上高治己,,,
1990-03-16,FC,1M,SHT,アイレム,イメージファイト,"￥6,500","￥6,500代",0,-,,,,,石田雅彦,,,
1990-03-16,FC,1M,ACT,カプコン,仮面の忍者花丸,"￥5,800","￥6,000代",0,-,,,東尾直樹,,,,,
1990-03-16,FC,1M,ACT,ケイアミューズメントリース,怒Ⅲ,"￥5,600","￥5,500代",0,-,,,,かまだおさむ,幡谷希久子|田中敬一,,,
1990-03-23,FC,2M,RPG,ビクター音楽産業,サンサーラナーガ,"￥7,500","￥7,500代",0,-,,押井守,藤沢昇,桜玉吉,川井憲次|笠井治|原田昌亮|なかやましんじ,伊藤和典,小森治信,
1990-03-23,FC,256K,ACT,データイースト,バルダーダッシュ,"￥4,900","￥5,000代",0,-,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,
1990-03-23,FC,2M,RPG,ハドソン,魔神英雄伝ワタル外伝,"￥6,800","￥7,000代",0,-,,税所義仁|西澤龍一,渡辺勉|石塚路志人,吉原正訓|盛岡三奈,坂本慎一,,青山英治|川田忠之,
1990-03-30,FC,256K,SPT,徳間書店,パワーサッカー,"￥4,900","￥5,000代",0,-,,,,,,,,
1990-03-30,FC,2M,SLG,アスキー,ベストプレープロ野球Ⅱ,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-03-30,FC,2M,ETC,イマジニア,井崎脩五郎の競馬必勝学,"￥9,800","￥10,000代",0,-,,,,,,,,
1990-03-30,FC,2M,RPG,コナミ,魍魎戦記MADARA(魔陀羅マダラ),"￥8,500","￥8,500代",0,-,,,,,,,,
1990-04-06,FC,2M,RPG,アスミック,ディープダンジョンⅣ黒の妖術師,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-04-06,FC,2M,RPG,ナムコ,デジタルデビル物語女神転生Ⅱ,"￥7,800","￥8,000代",0,33,,,,金子一馬,増子司,,,
1990-04-06,FC,1M,ACT,テクモ,忍者龍剣伝Ⅱ暗黒の邪神剣,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-04-07,FC,1M,RPG,バンダイ,ウルトラマン倶楽部2帰ってきたウルトラマン倶楽部,"￥6,000","￥6,000代",0,-,,,,,,,,
1990-04-13,FC,1M,SLG,バリエ,ガンヘッド新たなる戦い,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-04-13,FC,256K,PZL,コナミ,クォース,"￥4,900","￥5,000代",0,-,,,"WADA 891006|石田和彦",井内洋|鮫島宗治|高野泰,半澤一雄,,,
1990-04-13,FC,2M,RPG,SNK,ゴッドスレイヤーはるか天空のソナタ,"￥7,600","￥7,500代",0,-,,河野和人,ぐうゆきお|おかださとる,前田義久,おさかようこ,冨田聖司,河野和人,
1990-04-20,FC,1M,ACT,バンプレスト,SDバトル大相撲平成ヒーロー場所,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-04-20,FC,1M,ACT,タイトー,パワーブレイザー,"￥5,900","￥6,000代",0,-,,,岩佐俊和,,山下絹代,,,
1990-04-20,FC,2M,SLG,任天堂,ファイアーエムブレム暗黒竜と光の剣,"￥6,000","￥6,000代",0,-,,寺崎啓祐,たにまさはる|いまにしまさゆき|吉田康二|ふくらけい,加賀昭三|大澤徹|大西直孝|町田敏|村松敏孝,技術指導:田中宏和|作曲:馬場由佳,加賀昭三,横井軍平,
1990-04-20,FC,1M,ETC,日本物産,黒鉄ヒロシの予想大好き！勝馬伝説,"￥8,000","￥8,000代",0,-,,,,,,,,
1990-04-27,FC,4M,RPG,スクウェア,ファイナルファンタジーⅢ,"￥8,400","￥8,500代",140,36,,坂口博信,ナーシャ・ジベリ,田中弘道|青木和彦|天野喜孝,植松伸夫,寺田憲史,宮本雅史,
1990-05-11,FC,1M,RPG,ピクセル,影狼伝説,"￥6,200","￥6,000代",0,-,,,,,小倉久佳,,,
1990-05-18,FC,1M,ETC,ハドソン,キャッスルクエスト,"￥4,900","￥5,000代",0,-,,,,,,,,
1990-05-18,FC,1M,SPT,テクノスジャパン,熱血高校ドッジボール部サッカー編,"￥5,900","￥6,000代",0,-,,,とみやまひろこ|熊谷慎太郎|松本康裕,富山徳之|関本弘之|吉田晄浩|小山俊明|根立克行,澤和雄,,,
1990-05-25,FC,4M,RPG,ビクター音楽産業,イースⅡANCIENTYSVANISHEDTHEFINALCHAPTER,"￥7,500","￥7,500代",0,-,,,,,,,,
1990-05-25,FC,2M,SLG,ケイアミューズメントリース,馬券必勝学ゲートイン,"￥9,800","￥10,000代",0,-,,,,,,,,
1990-05-29,FC,1M,RPG,ジャレコ,じゃじゃ丸撃魔伝幻の金魔城,"￥5,900","￥6,000代",0,-,,,,,多和田吏,,,
1990-06-08,FC,1M,ACT,カプコン,チップとデールの大作戦,"￥5,800","￥6,000代",0,-,,,,,グレン・ダウム,,,
1990-06-15,FC,1M,RAC,ビスコ,ダッシュ野郎,"￥5,800","￥6,000代",0,-,,,和田悦拓,,太田理,,,
1990-06-23,FC,1M,SLG,ナムコ,バトルフリート,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-06-23,FC,1M,ACT,ナツメ,ファイナルミッション,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-06-29,FC,2M,SLG,光栄,水滸伝天命の誓い,"￥11,800","￥12,000代",0,-,,,,,木下伸司|三井一正|滝沢洋一,,シブサワ・コウ,
1990-06-29,FC,1M,SPT,ジャレコ,燃えろ！！柔道WARRIORS,"￥5,600","￥5,500代",0,-,,,,,,,,
1990-06-29,FC,1M,PZL,アイレム,迷宮島,"￥5,800","￥6,000代",0,-,,,にしけんじ|松本茂一,北浩也,石田雅彦,,,
1990-07-06,FC,1M,PZL,BPS,ハットリス,"￥5,500","￥5,500代",0,-,,,,アレクセイ・パジトノフ|ウラジーミル・ポヒルコ,,,,
1990-07-06,FC,256K,PZL,ホットビィ,パラメデス,"￥5,500","￥5,500代",0,-,,,,,,,,
1990-07-06,FC,1M,ACT,カルチャーブレーン,飛龍の拳Ⅲ五人の龍戦士,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-07-07,FC,1M,ACT,バンプレスト,SDヒーロー総決戦倒せ悪の軍団,"￥6,300","￥6,500代",0,-,,飯野賢治,,青木健太,飯野賢治|平沢道也,三浦秀樹,,
1990-07-13,FC,1M,ACT,アテナ,wit's(ウイッツ),"￥5,800","￥6,000代",0,-,,,,,,,,
1990-07-20,FC,2M,SPT,テクモ,キャプテン翼Ⅱスーパーストライカー,"￥6,900","￥7,000代",0,31,,,,,山岸継司|斎藤幹雄|おかむらまゆこ,,,
1990-07-20,FC,1M,ACT,エピックソニー,ソルスティス三次元迷宮の狂獣,"￥5,900","￥6,000代",0,-,,,マイケル・ウェブ,マイケル・ウェブ|マーク・ウィルソン,ティム・フォリン,,ソルスティスチーム,
1990-07-20,FC,1M,TAB,日本物産,ニチブツマージャンⅢマージャンGメン,"￥6,400","￥6,500代",0,-,,,,,,,,
1990-07-20,FC,256K,SHT,タイトー,無頼戦士(ブライファイター),"￥5,900","￥6,000代",0,-,,,,,,,,
1990-07-20,FC,1M,ACT,アスミック,獣王記,"￥5,900","￥6,000代",0,-,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),"内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD)",中林亨(AC)|長井和彦(MD),,,
1990-07-24,FC,1M,SPT,データイースト,ザ・ペナントリーグホームランナイター'90ペナントリーグ,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-07-27,FC,1M,ACT,ビック東海,ゴルゴ13第二章イカロスの謎,"￥6,000","￥6,000代",0,-,,,もりもとりざえもん,いけだくにと|なかざわつとむ|やくしじみゆき|たかすぎよしみ,田崎寿子,,,
1990-07-27,FC,1M,RPG,ケイアミューズメントリース,ステッド遺跡惑星の野望,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-07-27,FC,256K,PZL,任天堂,Dr.マリオ(ドクターマリオ),"￥4,900","￥5,000代",153,31,,,,岩佐裕子,"加藤達也|堤博明|YUKI KANESAKA",稲垣理一郎・Boichi,,
1990-07-27,FC,2M,RPG,ハドソン,ビックリマンワールド激突聖戦士,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-07-27,FC,2M,SPT,ジャレコ,燃えプロ！'90感動編,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-07-31,FC,2M,RPG,学習研究社,MightandMagic(マイトアンドマジック),"￥8,500","￥8,500代",0,-,,,,,,,,
1990-08-03,FC,1M,ETC,ココナッツジャパン,ゲームパーティー,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-08-03,FC,1M,ACT,ケムコ,ハッピーバースディバックス,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-08-08,FC,1M,ACT,カプコン,2010ストリートファイター,"￥5,800","￥6,000代",0,-,,,松嶋延幸|吉田幸司,山本尚司,民谷淳子,,,
1990-08-08,FC,4M,RPG,アスキー,忍者らホイ！痛快うんがちょこ忍法伝,"￥7,800","￥8,000代",0,-,,さくまあきら,,土居孝幸,関口和之,,"アイ アンド エス",
1990-08-10,FC,1M,ACT,ナツメ,闇の仕事人KAGE,"￥5,900","￥6,000代",0,-,,,いしはらかずひこ,谷口俊一,水谷郁|山西浩一,,,
1990-08-10,FC,1M,ACT,ソフエル,タイタン,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-08-10,FC,1M,ACT,トーワチキ,ドラゴンファイター,"￥5,700","￥5,500代",0,-,,,,,アンソニー・サーシャハビッチ,,,
1990-08-10,FC,1M,PZL,バリエ,ぱられるワールド,"￥5,980","￥6,000代",0,-,,,,,,,,
1990-08-10,FC,256K,PZL,サンリツ電気,ピーパータイム,"￥4,900","￥5,000代",0,-,,,,,,,,
1990-08-10,FC,1M,ACT,サンソフト,ラフ,"￥5,500","￥5,500代",0,-,,,,,,,,
1990-08-10,FC,1M,RPG,パックインビデオ,川のぬし釣り,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-08-10,FC,2M,SPT,アスミック,日本一の名監督,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-08-11,FC,2M,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語,"￥6,800","￥7,000代",0,-,,荻野目洋,,伴内弁太|島田晋作|粕谷小百合,安達春樹,,,
1990-08-11,FC,1M,PZL,トンキンハウス,ブロディアランド,"￥5,600","￥5,500代",0,-,,,,,,,,
1990-08-21,FC,1M,ADV,ポニーキャニオン,孔雀王Ⅱ,"￥6,800","￥7,000代",0,-,,,"SEXY DYNAMITE|BENJO KOUROGI","小玉理恵子(PHENIX RIE)|UD1|川口貴子",鎌谷千佳子,,,
1990-08-24,FC,1M,PZL,サンソフト,上海Ⅱ,"￥5,500","￥5,500代",0,-,,,,,,,,
1990-08-24,FC,1M,ACT,クエスト,魔天童子,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-08-30,FC,2M,TAB,ビクター音楽産業,雀豪,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-08-31,FC,1M,ETC,クエスト,ダンジョンキッド,"￥6,500","￥6,500代",0,-,,,,,岩田匡治,,,
1990-09-07,FC,1M,SHT,HAL研究所,宇宙警備隊SDF,"￥6,900","￥7,000代",0,-,,,,,,,,
1990-09-08,FC,1M,SLG,バンプレスト,SD戦国武将列伝烈火のごとく天下を盗れ！,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-09-08,FC,1M,SPT,ティーエスエス,ワールドボクシング,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-09-14,FC,2M,RPG,エポック社,ドラえもんギガゾンビの逆襲,"￥6,800","￥7,000代",0,-,,堀江正幸,おいかわさとし|しのみやさとし|わたなべやすお,長崎剛志|いなざわともえ,沓掛隆志,レッドカンパニー|ポップハウス,浮洲博,
1990-09-14,FC,1M,SLG,データイースト,リトルマジック,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-09-14,FC,1M,TAB,パックインビデオ,爆笑！スターものまね四天王,"￥6,200","￥6,000代",0,-,,,,,さいとうじゅんいち,,,
1990-09-15,FC,2M,SLG,光栄,維新の嵐,"￥11,800","￥12,000代",0,-,,,,,菅野よう子|山本光男,,シブサワ・コウ,
1990-09-21,FC,1M,ACT,タイトー,インセクターX,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-09-21,FC,1M,TAB,ポニーキャニオン,田村光昭麻雀ゼミナール,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-09-28,FC,1M,SLG,ケムコ,ノースアンドサウスわくわく南北戦争,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-09-28,FC,1M,ACT,ジャレコ,マジックジョン,"￥5,600","￥5,500代",0,-,,,,川野一博|小宮山慶太,澤和雄|田崎寿子,,,
1990-09-28,FC,2M,ACT,カプコン,ロックマン3Dr.ワイリーの最期！？,"￥6,500","￥6,500代",108,-,,,桑名正,黒川真圭|稲船敬二|岸本泰明|岩崎あけみ|木嶋美紀,藤田靖明,,藤原得郎,
1990-09-28,FC,1M,ADV,データイースト,探偵神宮寺三郎時の過ぎゆくままに・・・,"￥4,900","￥5,000代",0,-,,吉田穂積,淵上和男,寺田克也,酒井省吾|浜田誠一|三浦孝史|鈴木雄司|高浜祐輔|山仲清二,野島一成,竹内倫,
1990-10-05,FC,1M,SHT,トンキンハウス,ガンナック,"￥6,000","￥6,000代",0,-,,,,,,,,
1990-10-12,FC,1M,SPT,テクノスジャパン,ダウンタウン熱血行進曲それゆけ大運動会,"￥6,200","￥6,000代",0,-,,関本弘之,南波靖一郎|松本康宏|熊谷慎太郎,根立克行(キャラ担当)|東郷和代(背景担当),澤和雄,,,
1990-10-19,FC,2M,RPG,東映動画,ブラッディウァリアーズシャンゴーの逆襲,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-10-19,FC,1M,TAB,徳間書店,まじゃべんちゃー麻雀戦記,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-10-19,FC,1M,ACT,コナミ,悪魔城すぺしゃるぼくドラキュラくん,"￥5,800","￥6,000代",0,-,,村田司朗,村田司朗|蛭子悦延|山本泰弘,吉本陽一|吉本陽一|藤岡謙治|矢内一則,田坂真二|宮脇聡子,,,
1990-10-21,FC,1M,SPT,ポニーキャニオン,シャッフルパックカフェ,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-10-25,FC,1M,ETC,バンダイ,おえかキッズアンパンマンとおえかきしよう,"￥13,800","￥14,000代",0,-,,,,,,,,
1990-10-26,FC,1M,RAC,A-WAVE,アストロファング,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-10-26,FC,1M,SPT,サンソフト,なんてったって！！ベースボール,"￥5,900","￥6,000代",0,-,,,,岩田義明,小高直樹,,,
1990-10-26,FC,2M,SLG,カプコン,水島新司の大甲子園,"￥6,500","￥6,500代",0,-,,,,,下村陽子,,,
1990-10-27,FC,2M,RPG,バンダイ,ドラゴンボールZ強襲！サイヤ人,"￥7,800","￥8,000代",0,-,,荻野目洋,しみずかずや|たかみやすし,荻野目洋,足立ハルキ,荻野目洋,バンダイ,
1990-10-27,FC,2M,TAB,ココナッツジャパン,パチ夫くん3帰ってきたパチ夫くん,"￥7,980","￥8,000代",0,33,,,,,,,"川原慎(第1回 - 1996年12月)|佐藤哲也(1997年1月 - 2001年3月)|桜井卓也(2001年4月 - 最終回)",
1990-11-02,FC,1M,ACT,九娯貿易,クロスファイヤー,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-11-02,FC,2M,SLG,光栄,三國志Ⅱ,"￥11,800","￥12,000代",0,30,,,,,向谷実,,シブサワ・コウ,
1990-11-02,FC,1M,ADV,ヘクト,京都財テク殺人事件(山村美紗サスペンスシリーズ),"￥8,500","￥8,500代",0,-,,,,,,,,
1990-11-10,FC,4M,ADV,ユタカ,ラストハルマゲドン,"￥9,800","￥10,000代",0,-,,,渡辺裕志,飯島健男|武井一昌|小林功一郎|西塚耕一|中井覚,葉山宏治|猪瀬勝幸,飯島健男,,
1990-11-22,FC,256K,PZL,キャラクターソフト,サンリオカーニバル,"￥3,980","￥4,000代",0,-,,,,,,,,
1990-11-29,FC,1M,ACT,ジャレコ,ふしぎなブロビー-ブロバニアの危機-,"￥5,900","￥6,000代",0,-,,,デイヴィッド・クレイン|リック・ブース,"デイヴィッド・クレイン(英語版)|ガリー・キッチン(英語版)|Jesse Kapili","Mark Van Hecke",,,
1990-11-30,FC,1M,SPT,テクモ,テクモボウル,"￥6,900","￥7,000代",0,-,,,,,,,,
1990-11-30,FC,1M,SHT,コナミ,パロディウスだ！,"￥5,800","￥6,000代",0,-,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1990-11-30,FC,1M,ACT,エポック社,迷宮の達人大迷路,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-07,FC,2M,ACT,コナミ,ティーンエージミュータントニンジャタートルズ,"￥7,000","￥7,000代",0,-,,,,,山根ミチル,,,
1990-12-07,FC,2M,TAB,アスミック,ぎゅわんぶらあ自己中心派2,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-12-07,FC,1M,RPG,東宝,タイムズオブロア～失われたメダリオン,"￥5,300","￥5,500代",0,-,,,,,,,,
1990-12-07,FC,512K,SPT,テクモ,テクモワールドカップサッカー,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-07,FC,1M,ACT,カプコン,パジャマヒーローNEMO,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-12-07,FC,1M,SPT,ビスコ,グレートボクシングRUSHUP(ラッシュアップ),"￥6,800","￥7,000代",0,-,,,,,,,,
1990-12-07,FC,1M,ACT,ジャレコ,西遊記ワールドⅡ天上界の魔神,"￥5,600","￥5,500代",0,-,,,,,,,,
1990-12-07,FC,1M,ACT,フェイス,千代の富士の大銀杏,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-08,FC,2M,ACT,ナムコ,ワギャンランド2,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-12,FC,2M,SLG,光栄,ファミコントップマネジメント,"￥9,800","￥10,000代",0,-,,,,,,,,
1990-12-13,FC,2M,SLG,アスキー,ベストプレープロ野球'90,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-12-14,FC,512K,PZL,ハドソン,KLAX(クラックス),"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-14,FC,1M,ACT,サンソフト,グレムリン2-新種誕生-,"￥6,500","￥6,500代",0,-,,,,,ジェリー・ゴールドスミス,チャーリー・ハース,,
1990-12-14,FC,1M,ACT,サミー工業,龍牙忍者クルセイダーズ,"￥5,500","￥5,500代",0,-,,,,,,,,
1990-12-14,FC,1M,ACT,ビック東海,まじかるキッズどろぴー,"￥6,000","￥6,000代",0,-,,,T.ISHIHARA|岡田覚|蛭田浩二,t.seki|S.KAGAWA,横山清|加瀬正紀,,,
1990-12-14,FC,1M,ACT,ジャレコ,メタルフレームサイバスター,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-12-14,FC,2M,ADV,バンプレスト,必殺仕事人のさばる悪のある限り、仕事人の血が騒ぐ,"￥7,600","￥7,500代",0,-,,,,,,,,
1990-12-14,FC,1M,ACT,メルダック,暴れん坊天狗,"￥6,500","￥6,500代",0,-,,中潟憲雄,平松邦仁,"大久保高嶺|吉羽孝雄|Shin-ichi Ogawa",中潟憲雄|大久保高嶺,,河副純一郎,
1990-12-19,FC,1M,ACT,アスミック,ジャンピンキッドジャックと豆の木ものがたり,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-12-19,FC,1M,ACT,アイレム,パーマン,"￥5,500","￥5,500代",0,-,,,,,若草恵,渡辺歩,,
1990-12-20,FC,1M,SPT,アイジーエス,バトルスタジアム選抜プロ野球,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-12-21,FC,1M,SLG,トミー,メカ生命体ゾイド黙示録,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-21,FC,1M,ACT,アテナ,剣の達人ソードマスター,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-12-21,FC,2M,RPG,ポニーキャニオン,バーズテイル知られざる物語,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-12-21,FC,1M,SPT,ナムコ,ファミスタ'91,"￥4,900","￥5,000代",0,-,,,,,,,,
1990-12-21,FC,1M,SLG,データイースト,大怪獣デブラス,"￥6,500","￥6,500代",0,-,,そぎよういち,,みしまひろみ|むらたとしゆき|かわぐちしゅうじ,酒井省吾|桃井聖司|岩崎正明,神谷春輝,中本博通,
1990-12-21,FC,1M,ACT,パックインビデオ,地獄極楽丸,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-12-22,FC,1M,SLG,バンダイ,SDガンダムガチャポン戦士3英雄戦記,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-12-22,FC,1M,ACT,シグマ商事,ムサシの冒険,"￥6,500","￥6,500代",0,-,,,,吉田晶彦|ほりえとよじ,岩田匡治,ほりえとよじ,,
1990-12-26,FC,1M,ACT,HAL研究所,NEWゴーストバスターズ2,"￥5,900","￥6,000代",0,-,,,,,,,亀卦川佳史(制作プロデューサー),
1990-12-26,FC,1M,PZL,HAL研究所,アドベンチャーズオブロロⅡ,"￥5,900","￥6,000代",0,-,,,,,金指英樹,,,
1990-12-29,FC,1M,TAB,ココナッツジャパン,爆笑！愛の劇場,"￥7,300","￥7,500代",0,-,,,,,,,,
1991-01-04,FC,2M,RPG,ナムコ,じゅうべえくえすと,"￥7,800","￥8,000代",0,-,,,,,六土開正,,,
1991-01-05,FC,2M,ACT,コナミ,ワイワイワールド2SOS！パセリ城,"￥6,500","￥6,500代",0,-,,,青山和浩|小川光章|山口誠|吉田晃之,汾陽桂太|いしはらかずみち|福田裕貴,坂倉雄一|松原健一|宮脇聡子,,,
1991-01-25,FC,1M,ACT,ハドソン,ジャッキーチェン,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-01-25,FC,1M,TAB,ナツメ,ドラドラドラ幸運を呼ぶゲーム,"￥5,800","￥6,000代",0,-,,,,,,,,
1991-01-25,FC,1M,ACT,コナミ,夢ペンギン物語,"￥5,800","￥6,000代",0,-,,,井上秀登|ひがしとしふみ,T.TAKAKI|しんどうまさみつ,鈴木勝彦|藤尾敦,,,
1991-01-30,FC,256K,ACT,アルトロン,ペーパーボーイ,"￥5,500","￥5,500代",0,-,,,ジョン・サルウィッツ,デイヴ・ラルストン,ハル・キャノン|アール・ヴィッカーズ,,,
