☔降水量の合計(mm),🌡️平均気温(℃),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,⚪未使用1,⚪未使用2,☔降水量の合計(mm):Base,❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
1935-05,10.4,5.0,0,北海道,札幌市,,0,79.3,0,73,7.1,9.1,0,219.8,0,0,0
1935-06,14.9,3.4,0,北海道,札幌市,,0,102.3,0,83,8.3,14.0,0,151.4,0,0,3
1935-07,19.2,2.7,0,北海道,札幌市,,0,102.0,0,84,8.0,18.7,0,176.4,0,0,2
1935-08,19.3,2.2,0,北海道,札幌市,,0,171.3,0,84,8.0,18.7,0,157.6,0,0,1
1935-09,16.0,2.4,0,北海道,札幌市,,0,90.6,0,83,6.5,14.9,0,177.0,0,0,0
1935-10,12.1,2.3,0,北海道,札幌市,,0,225.2,0,84,7.2,11.7,0,129.2,0,1,0
1935-11,3.5,3.3,0,北海道,札幌市,,0,128.0,0,75,7.5,6.0,0,85.8,13,0,1
1935-12,-4.2,2.6,0,北海道,札幌市,,0,53.3,0,74,7.1,3.5,0,73.7,26,0,1
1936-01,-6.0,2.6,0,北海道,札幌市,,0,113.0,0,72,7.4,2.8,0,91.0,25,0,0
1936-02,-4.3,2.4,0,北海道,札幌市,,0,124.2,0,79,8.7,3.5,0,71.1,25,0,0
1936-03,-1.4,3.3,0,北海道,札幌市,,0,31.2,0,72,7.3,4.0,0,141.9,21,0,0
1936-04,4.5,4.6,0,北海道,札幌市,,0,70.9,0,73,7.0,6.0,0,159.6,7,0,0
1936-05,10.2,3.9,0,北海道,札幌市,,0,19.4,0,74,7.6,9.1,0,171.9,0,0,0
1936-06,16.2,3.1,0,北海道,札幌市,,0,44.4,0,79,7.7,14.3,0,185.2,0,0,3
1936-07,19.0,2.7,0,北海道,札幌市,,0,245.2,0,86,8.3,18.9,0,139.3,0,1,4
1936-08,20.5,2.4,0,北海道,札幌市,,0,75.9,0,84,7.6,20.0,0,171.6,0,0,1
1936-09,17.5,2.1,0,北海道,札幌市,,0,106.9,0,83,7.1,16.4,0,149.0,0,0,1
1936-10,10.4,2.8,0,北海道,札幌市,,0,227.3,0,79,5.4,10.0,0,167.5,2,3,1
1936-11,3.5,3.2,0,北海道,札幌市,,0,91.0,0,72,6.9,5.7,0,100.7,14,0,0
1936-12,-1.5,2.6,0,北海道,札幌市,,0,81.7,0,74,7.8,4.1,0,78.6,24,0,1
1937-01,-5.4,2.8,0,北海道,札幌市,,0,58.7,0,70,6.7,2.9,0,109.1,26,0,0
1937-02,-3.5,3.0,0,北海道,札幌市,,0,170.4,0,77,8.0,3.7,0,104.4,24,0,0
1937-03,-1.7,3.8,0,北海道,札幌市,,0,43.0,0,74,7.5,4.0,0,131.1,27,0,0
1937-04,5.1,4.0,0,北海道,札幌市,,0,49.8,0,69,5.7,6.0,0,209.1,10,0,0
1937-05,9.7,4.2,0,北海道,札幌市,,0,35.6,0,76,7.8,9.1,0,162.7,0,1,0
1937-06,14.7,3.1,0,北海道,札幌市,,0,24.5,0,78,5.9,13.1,0,243.8,0,0,7
1937-07,22.1,2.8,0,北海道,札幌市,,0,173.4,0,85,8.2,22.3,0,143.2,0,2,3
1937-08,21.7,2.3,0,北海道,札幌市,,0,60.5,0,82,7.3,21.2,0,199.5,0,1,3
1937-09,16.3,2.4,0,北海道,札幌市,,0,213.1,0,84,7.0,15.3,0,185.7,0,1,0
1937-10,9.9,2.3,0,北海道,札幌市,,0,79.0,0,82,5.8,10.0,0,158.3,0,0,0
1937-11,2.9,2.5,0,北海道,札幌市,,0,77.2,0,76,6.4,5.9,0,100.8,16,0,0
1937-12,-4.9,2.9,0,北海道,札幌市,,0,108.6,0,77,7.5,3.5,0,72.0,26,0,0
1938-01,-5.9,2.5,0,北海道,札幌市,,0,64.3,0,76,6.9,3.1,0,104.9,23,0,0
1938-02,-5.0,2.5,0,北海道,札幌市,,0,71.8,0,73,7.3,3.1,0,105.1,23,0,0
1938-03,0.0,2.8,0,北海道,札幌市,,0,36.9,0,72,6.5,4.5,0,163.6,16,0,1
1938-04,6.6,3.9,0,北海道,札幌市,,0,35.9,0,68,7.0,6.5,0,166.0,5,1,2
1938-05,12.4,3.2,0,北海道,札幌市,,0,77.2,0,76,7.4,10.8,0,193.2,0,0,0
1938-06,15.3,3.1,0,北海道,札幌市,,0,54.1,0,78,5.9,13.2,0,231.2,0,0,3
1938-07,19.9,3.1,0,北海道,札幌市,,0,61.0,0,82,6.8,19.1,0,229.1,0,0,2
1938-08,23.5,3.9,0,北海道,札幌市,,0,13.2,0,80,5.7,22.8,0,250.2,0,0,0
1938-09,16.8,2.2,0,北海道,札幌市,,0,255.6,0,86,7.1,16.5,0,156.2,0,5,2
1938-10,9.4,2.1,0,北海道,札幌市,,0,79.5,0,79,5.5,9.5,0,176.9,1,0,1
1938-11,3.0,1.8,0,北海道,札幌市,,0,177.9,0,81,7.4,6.3,0,79.8,15,2,0
1938-12,-4.4,2.2,0,北海道,札幌市,,0,181.0,0,76,7.3,3.5,0,99.3,28,0,0
1939-01,-7.8,2.5,0,北海道,札幌市,,0,159.4,0,79,7.9,2.8,0,81.4,30,0,0
1939-02,-5.9,3.2,0,北海道,札幌市,,0,86.9,0,76,7.9,3.1,0,103.9,24,0,0
1939-03,-1.2,2.8,0,北海道,札幌市,,0,99.2,0,76,7.3,4.3,0,143.9,23,0,2
1939-04,4.8,3.5,0,北海道,札幌市,,0,37.8,0,73,5.9,6.4,0,199.4,8,0,0
1939-05,10.4,3.4,0,北海道,札幌市,,0,55.1,0,78,6.9,9.6,0,199.9,0,0,4
1939-06,16.1,3.8,0,北海道,札幌市,,0,92.1,0,78,8.1,14.0,0,184.7,0,1,2
1939-07,21.1,2.4,0,北海道,札幌市,,0,158.6,0,84,7.1,20.8,0,211.1,0,0,5
1939-08,22.1,3.0,0,北海道,札幌市,,0,138.4,0,83,6.3,21.9,0,227.0,0,3,5
1939-09,18.7,2.1,0,北海道,札幌市,,0,182.2,0,85,7.8,18.1,0,164.3,0,4,0
1939-10,10.3,1.8,0,北海道,札幌市,,0,57.0,0,79,6.6,10.0,0,157.2,2,0,3
1939-11,3.9,2.0,0,北海道,札幌市,,0,38.1,0,75,7.0,6.3,0,123.8,13,0,1
1939-12,-2.4,2.2,0,北海道,札幌市,,0,69.0,0,73,7.6,3.7,0,89.0,26,0,0
1940-01,-7.3,1.9,0,北海道,札幌市,,0,93.0,0,76,7.1,2.8,0,131.5,26,0,0
1940-02,-4.6,2.4,0,北海道,札幌市,,0,123.3,0,76,8.5,3.2,0,102.1,28,0,0
1940-03,0.1,3.3,0,北海道,札幌市,,0,39.7,0,72,7.0,4.4,0,186.0,21,0,0
1940-04,4.8,3.4,0,北海道,札幌市,,0,87.7,0,71,7.2,6.0,0,196.1,10,0,0
1940-05,11.5,3.0,0,北海道,札幌市,,0,19.2,0,69,7.0,9.1,0,200.4,0,1,1
1940-06,14.5,1.9,0,北海道,札幌市,,0,89.7,0,84,8.3,13.7,0,130.8,0,1,10
1940-07,20.1,2.6,0,北海道,札幌市,,0,105.4,0,83,7.8,19.9,0,150.6,0,0,4
1940-08,21.0,3.3,0,北海道,札幌市,,0,97.2,0,82,6.8,19.9,0,227.0,0,0,0
1940-09,15.2,2.3,0,北海道,札幌市,,0,58.7,0,80,6.7,13.5,0,161.4,0,0,1
1940-10,11.0,2.6,0,北海道,札幌市,,0,112.0,0,76,5.7,9.7,0,192.7,0,1,0
1940-11,5.2,2.8,0,北海道,札幌市,,0,68.3,0,73,7.3,6.7,0,113.4,11,0,1
1940-12,-0.9,2.5,0,北海道,札幌市,,0,46.6,0,72,7.3,4.3,0,113.1,23,0,0
1941-01,-5.4,2.4,0,北海道,札幌市,,0,121.4,0,79,8.3,3.3,0,99.1,29,1,1
1941-02,-5.0,3.2,0,北海道,札幌市,,0,98.9,0,76,7.7,3.3,0,137.8,26,0,0
1941-03,-1.3,3.5,0,北海道,札幌市,,0,59.6,0,72,7.9,4.0,0,165.9,26,0,1
1941-04,4.7,3.9,0,北海道,札幌市,,0,38.0,0,69,7.2,5.7,0,203.7,15,0,0
1941-05,10.6,3.8,0,北海道,札幌市,,0,81.5,0,70,6.8,8.7,0,224.9,1,1,2
1941-06,14.9,3.4,0,北海道,札幌市,,0,98.0,0,79,6.5,13.1,0,231.6,0,1,6
1941-07,17.5,2.9,0,北海道,札幌市,,0,138.5,0,84,8.3,16.4,0,137.3,0,0,5
1941-08,19.6,2.5,0,北海道,札幌市,,0,53.3,0,85,8.2,19.1,0,115.2,0,0,6
1941-09,16.6,2.5,0,北海道,札幌市,,0,217.8,0,81,6.9,14.9,0,153.1,0,3,3
1941-10,10.6,2.4,0,北海道,札幌市,,0,183.5,0,78,7.2,9.7,0,143.1,3,2,1
1941-11,3.9,2.6,0,北海道,札幌市,,0,69.3,0,73,5.9,5.9,0,141.3,6,0,2
1941-12,-1.6,2.7,0,北海道,札幌市,,0,90.1,0,72,7.5,4.0,0,106.6,25,0,0
1942-01,-7.1,2.0,0,北海道,札幌市,,0,72.4,0,73,7.5,2.7,0,130.8,27,0,0
1942-02,-7.0,2.8,0,北海道,札幌市,,0,26.4,0,69,7.3,2.5,0,137.0,26,0,0
1942-03,0.1,3.7,0,北海道,札幌市,,0,90.0,0,73,7.8,4.7,0,158.9,16,0,0
1942-04,6.2,4.1,0,北海道,札幌市,,0,60.7,0,67,7.0,6.0,0,198.3,11,0,0
1942-05,10.6,4.1,0,北海道,札幌市,,0,53.3,0,71,7.8,8.8,0,221.7,0,1,1
1942-06,15.8,3.1,0,北海道,札幌市,,0,118.5,0,81,7.3,14.0,0,211.9,0,3,6
1942-07,20.4,2.6,0,北海道,札幌市,,0,85.0,0,84,8.3,19.9,0,206.6,0,0,4
1942-08,20.0,2.1,0,北海道,札幌市,,0,112.2,0,85,7.4,19.3,0,175.4,0,0,1
1942-09,16.3,2.1,0,北海道,札幌市,,0,125.9,0,82,6.7,14.8,0,175.3,0,0,3
1942-10,10.3,2.6,0,北海道,札幌市,,0,91.2,0,81,6.0,9.9,0,185.2,2,2,2
1942-11,3.3,2.9,0,北海道,札幌市,,0,164.0,0,74,7.9,5.9,0,109.7,19,1,6
1942-12,-3.5,1.9,0,北海道,札幌市,,0,95.4,0,79,7.7,3.7,0,99.5,29,0,3
1943-01,-5.6,2.4,0,北海道,札幌市,,0,75.8,0,74,7.3,3.1,0,116.4,27,0,0
1943-02,-4.8,2.7,0,北海道,札幌市,,0,79.3,0,73,8.1,3.2,0,130.5,28,0,0
1943-03,-1.0,2.8,0,北海道,札幌市,,0,63.3,0,74,7.0,4.1,0,189.2,22,0,0
1943-04,5.1,3.3,0,北海道,札幌市,,0,50.1,0,71,5.7,6.0,0,223.3,9,0,1
1943-05,10.6,3.1,0,北海道,札幌市,,0,41.9,0,77,7.0,9.6,0,185.0,0,0,3
1943-06,16.7,3.3,0,北海道,札幌市,,0,34.4,0,74,6.2,13.6,0,283.4,0,0,3
1943-07,22.3,2.9,0,北海道,札幌市,,0,88.9,0,82,7.1,21.7,0,228.2,0,2,3
1943-08,23.6,2.4,0,北海道,札幌市,,0,64.7,0,84,7.1,23.9,0,210.5,0,0,2
1943-09,17.9,2.8,0,北海道,札幌市,,0,132.3,0,84,8.0,16.9,0,143.5,0,2,5
1943-10,10.7,2.0,0,北海道,札幌市,,0,102.4,0,80,6.8,10.0,0,157.1,0,3,1
1943-11,2.5,2.6,0,北海道,札幌市,,0,124.2,0,76,7.5,5.6,0,113.4,22,1,0
1943-12,-2.7,2.8,0,北海道,札幌市,,0,119.3,0,76,7.6,3.9,0,97.7,27,0,0
1944-01,-6.4,2.8,0,北海道,札幌市,,0,182.6,0,75,8.2,2.9,0,101.6,29,0,0
1944-02,-6.3,2.6,0,北海道,札幌市,,0,85.3,0,78,8.3,2.9,0,123.9,27,0,0
1944-03,-1.2,3.0,0,北海道,札幌市,,0,43.1,0,73,7.4,4.1,0,157.8,22,0,0
1944-04,3.8,2.9,0,北海道,札幌市,,0,48.1,0,73,6.7,5.7,0,212.7,11,0,0
1944-05,11.7,3.3,0,北海道,札幌市,,0,25.2,0,68,6.4,8.9,0,233.1,0,1,3
1944-06,16.3,2.6,0,北海道,札幌市,,0,71.6,0,82,7.5,15.1,0,178.5,0,1,6
1944-07,21.2,2.3,0,北海道,札幌市,,0,119.6,0,82,6.7,20.3,0,222.1,0,3,12
1944-08,22.7,2.9,0,北海道,札幌市,,0,44.8,0,80,6.2,21.2,0,226.4,0,1,2
1944-09,17.7,2.9,0,北海道,札幌市,,0,134.3,0,81,7.1,16.1,0,164.1,0,0,2
1944-10,10.5,2.4,0,北海道,札幌市,,0,95.4,0,76,6.3,9.3,0,185.0,0,2,5
1944-11,2.8,2.7,0,北海道,札幌市,,0,102.1,0,76,7.5,5.7,0,128.2,16,0,2
1944-12,-6.1,2.1,0,北海道,札幌市,,0,60.7,0,76,7.2,2.9,0,108.5,29,0,0
1945-01,-8.8,2.1,0,北海道,札幌市,,0,119.7,0,81,7.1,2.7,0,104.0,28,0,0
1945-02,-6.5,3.0,0,北海道,札幌市,,0,86.2,0,80,8.2,3.1,0,106.5,26,0,0
1945-03,-1.3,3.5,0,北海道,札幌市,,0,74.9,0,80,8.1,4.4,0,149.5,23,0,0
1945-04,5.8,3.6,0,北海道,札幌市,,0,52.1,0,71,7.3,6.4,0,194.3,4,0,3
1945-05,9.0,3.5,0,北海道,札幌市,,0,65.9,0,80,7.8,9.1,0,149.2,0,0,4
1945-06,13.9,4.0,0,北海道,札幌市,,0,54.9,0,79,7.8,12.3,0,192.2,0,0,4
1945-07,16.7,3.2,0,北海道,札幌市,,0,98.1,0,81,7.9,15.1,0,161.1,0,0,9
1945-08,22.1,2.6,0,北海道,札幌市,,0,106.6,0,81,7.5,20.9,0,177.0,0,0,5
1945-09,16.1,2.0,0,北海道,札幌市,,0,99.3,0,81,6.6,14.0,0,193.0,0,0,1
1945-10,10.8,2.4,0,北海道,札幌市,,0,112.4,0,80,7.3,10.4,0,122.1,1,0,2
1945-11,4.2,2.6,0,北海道,札幌市,,0,155.4,0,77,7.7,6.3,0,80.4,9,0,0
1945-12,-4.1,2.6,0,北海道,札幌市,,0,150.1,0,78,7.6,3.6,0,73.0,31,0,0
1946-01,-5.3,2.8,0,北海道,札幌市,,0,222.4,0,79,8.0,3.3,0,62.8,28,0,0
1946-02,-5.2,2.7,0,北海道,札幌市,,0,90.7,0,75,7.1,3.2,0,117.9,24,0,0
1946-03,-2.8,3.8,0,北海道,札幌市,,0,74.9,0,79,7.5,4.0,0,149.2,25,0,0
1946-04,6.1,3.6,0,北海道,札幌市,,0,32.2,0,68,5.9,6.3,0,216.9,5,0,0
1946-05,10.1,3.8,0,北海道,札幌市,,0,41.7,0,73,7.4,8.8,0,168.7,0,0,1
1946-06,18.1,2.8,0,北海道,札幌市,,0,64.0,0,77,7.5,15.6,0,210.0,0,1,4
1946-07,21.4,3.0,0,北海道,札幌市,,0,87.5,0,80,7.6,19.9,0,220.2,0,0,0
1946-08,24.2,2.6,0,北海道,札幌市,,0,21.5,0,81,5.9,23.2,0,284.2,0,0,4
1946-09,17.2,2.8,0,北海道,札幌市,,0,100.0,0,76,6.0,13.9,0,231.6,0,4,1
1946-10,11.7,2.3,0,北海道,札幌市,,0,179.7,0,80,6.6,10.7,0,160.1,1,1,1
1946-11,5.2,2.4,0,北海道,札幌市,,0,107.0,0,75,6.7,6.7,0,138.9,12,1,0
1946-12,-2.8,2.1,0,北海道,札幌市,,0,174.8,0,76,7.6,3.9,0,123.2,26,0,0
1947-01,-4.4,2.3,0,北海道,札幌市,,0,73.3,0,75,7.3,3.5,0,118.3,27,0,0
1947-02,-5.2,1.8,0,北海道,札幌市,,0,35.7,0,75,8.2,3.1,0,118.6,26,0,0
1947-03,-1.4,2.8,0,北海道,札幌市,,0,87.7,0,73,7.3,4.0,0,158.3,26,0,0
1947-04,5.9,3.4,0,北海道,札幌市,,0,128.3,0,73,7.5,6.5,0,142.0,10,1,0
1947-05,11.3,3.1,0,北海道,札幌市,,0,56.6,0,72,5.8,9.2,0,249.7,1,0,1
1947-06,14.5,3.6,0,北海道,札幌市,,0,26.6,0,75,7.3,12.1,0,233.4,0,0,1
1947-07,20.4,2.5,0,北海道,札幌市,,0,57.9,0,82,8.0,19.3,0,209.8,0,0,6
1947-08,21.1,2.4,0,北海道,札幌市,,0,92.8,0,84,8.3,20.5,0,172.2,0,1,2
1947-09,15.9,2.4,0,北海道,札幌市,,0,224.2,0,82,7.3,14.1,0,159.7,0,3,0
1947-10,9.6,1.9,0,北海道,札幌市,,0,106.8,0,81,6.2,9.2,0,156.9,1,0,1
1947-11,2.4,2.5,0,北海道,札幌市,,0,140.3,0,74,7.9,5.5,0,119.6,23,1,0
1947-12,-4.4,2.4,0,北海道,札幌市,,0,146.5,0,76,7.7,3.5,0,104.0,30,0,0
1948-01,-2.4,2.7,0,北海道,札幌市,,0,122.7,0,76,7.6,4.0,0,99.0,25,0,0
1948-02,-4.1,2.1,0,北海道,札幌市,,0,95.4,0,75,7.8,3.5,0,98.7,26,0,0
1948-03,-0.4,2.6,0,北海道,札幌市,,0,54.0,0,77,6.3,4.4,0,177.5,20,0,0
1948-04,8.0,3.4,0,北海道,札幌市,,0,48.4,0,70,6.5,7.2,0,200.1,1,0,0
1948-05,13.5,4.2,0,北海道,札幌市,,0,86.5,0,66,5.9,9.6,0,253.0,0,1,0
1948-06,16.4,3.3,0,北海道,札幌市,,0,43.8,0,77,7.4,14.1,0,229.5,0,1,3
1948-07,21.8,2.3,0,北海道,札幌市,,0,51.0,0,81,8.6,20.8,0,161.1,0,1,3
1948-08,23.7,2.0,0,北海道,札幌市,,0,77.9,0,77,5.7,22.1,0,273.5,0,2,2
1948-09,17.1,1.4,0,北海道,札幌市,,0,84.7,0,79,7.5,15.1,0,162.1,0,2,1
1948-10,10.5,1.8,0,北海道,札幌市,,0,68.6,0,74,6.5,9.2,0,157.7,0,0,1
1948-11,3.5,1.7,0,北海道,札幌市,,0,49.2,0,74,6.4,5.9,0,127.2,13,0,1
1948-12,-0.2,2.2,0,北海道,札幌市,,0,108.4,0,76,7.3,4.7,0,100.5,18,0,3
1949-01,-1.9,2.8,0,北海道,札幌市,,0,127.1,0,73,7.6,3.9,0,103.7,28,0,0
1949-02,-1.4,3.3,0,北海道,札幌市,,0,85.7,0,76,8.0,4.3,0,91.9,20,0,0
1949-03,-2.1,3.4,0,北海道,札幌市,,0,106.4,0,76,7.8,3.9,0,148.0,28,0,0
1949-04,4.2,4.8,0,北海道,札幌市,,0,86.5,0,75,7.8,6.0,0,160.4,9,0,2
1949-05,13.1,4.7,0,北海道,札幌市,,0,48.5,0,70,7.3,10.1,0,216.6,0,0,4
1949-06,15.2,3.5,0,北海道,札幌市,,0,31.4,0,74,6.9,12.4,0,218.2,0,0,2
1949-07,20.4,2.9,0,北海道,札幌市,,0,28.0,0,78,7.5,18.1,0,195.0,0,0,3
1949-08,23.5,3.2,0,北海道,札幌市,,0,42.1,0,81,6.9,22.5,0,219.1,0,0,5
1949-09,17.7,3.0,0,北海道,札幌市,,0,127.3,0,79,6.7,15.3,0,178.1,0,2,1
1949-10,10.7,2.7,0,北海道,札幌市,,0,126.1,0,77,6.2,9.6,0,172.5,1,1,5
1949-11,2.8,3.0,0,北海道,札幌市,,0,91.8,0,72,6.7,5.5,0,102.7,16,0,6
1949-12,-3.6,3.0,0,北海道,札幌市,,0,122.2,0,77,6.5,3.7,0,91.0,24,1,6
1950-01,-4.8,3.7,0,北海道,札幌市,,0,115.4,0,75,7.9,3.4,1008.2,62.1,26,0,0
1950-02,-3.1,2.9,0,北海道,札幌市,,0,63.5,0,71,8.2,3.5,1011.3,98.8,26,0,0
1950-03,-0.4,4.1,0,北海道,札幌市,,0,78.3,0,73,6.8,4.4,1010.3,169.0,23,0,1
1950-04,6.8,4.3,0,北海道,札幌市,,0,34.4,0,68,5.1,6.7,1015.3,250.4,6,0,2
1950-05,12.5,4.5,0,北海道,札幌市,,0,61.2,0,70,6.0,9.9,1009.3,240.2,0,0,3
1950-06,16.4,3.7,0,北海道,札幌市,,0,38.3,0,79,7.7,14.6,1007.3,187.7,0,0,9
1950-07,22.8,3.1,0,北海道,札幌市,,0,136.8,0,79,6.2,21.8,1006.2,232.4,0,1,5
1950-08,24.0,3.0,0,北海道,札幌市,,0,212.6,0,80,5.9,24.0,1006.0,246.5,0,2,4
1950-09,17.1,3.0,0,北海道,札幌市,,0,149.0,0,80,7.4,15.9,1010.2,140.9,0,0,1
1950-10,8.3,2.1,0,北海道,札幌市,,0,54.9,0,73,6.0,8.0,1015.2,148.0,4,0,1
1950-11,3.7,3.2,0,北海道,札幌市,,0,205.1,0,78,7.4,6.4,1014.6,100.5,14,0,1
1950-12,-2.9,2.7,0,北海道,札幌市,,0,155.6,0,78,7.1,4.0,1009.7,67.0,27,0,0
1951-01,-6.3,2.7,0,北海道,札幌市,,0,111.1,0,75,7.0,3.0,1012.8,101.1,29,0,0
1951-02,-5.0,3.0,0,北海道,札幌市,,0,105.7,0,81,7.8,3.5,1013.3,83.6,28,0,0
1951-03,-1.2,3.5,0,北海道,札幌市,,0,76.5,0,75,7.1,4.3,1011.0,152.8,24,0,0
1951-04,5.8,4.2,0,北海道,札幌市,,0,68.1,0,73,6.7,6.6,1011.0,156.2,6,0,3
1951-05,12.2,3.9,0,北海道,札幌市,,0,28.8,0,65,6.3,9.1,1006.8,209.6,1,0,2
1951-06,15.9,3.7,0,北海道,札幌市,,0,99.7,0,77,7.0,13.7,1004.8,170.5,0,4,2
1951-07,19.7,3.6,0,北海道,札幌市,,0,62.1,0,79,6.3,18.4,1007.5,226.1,0,0,3
1951-08,24.0,3.3,0,北海道,札幌市,,0,61.3,0,77,5.3,22.8,1006.9,237.2,0,0,2
1951-09,15.6,3.2,0,北海道,札幌市,,0,185.5,0,74,5.6,13.0,1009.2,191.2,0,3,1
1951-10,9.7,2.4,0,北海道,札幌市,,0,64.6,0,74,5.7,8.9,1013.5,171.7,1,0,2
1951-11,4.0,2.9,0,北海道,札幌市,,0,174.9,0,76,7.2,6.3,1012.9,96.6,11,0,0
1951-12,-0.5,2.7,0,北海道,札幌市,,0,73.8,0,77,6.6,4.6,1011.7,102.0,20,0,0
1952-01,-4.8,2.8,0,北海道,札幌市,,0,98.0,0,73,6.5,3.2,1010.8,105.9,30,0,0
1952-02,-6.9,3.2,0,北海道,札幌市,,0,32.7,0,68,5.6,2.5,1013.1,154.9,23,0,0
1952-03,-1.4,3.5,0,北海道,札幌市,,0,46.2,0,72,6.2,4.1,1012.4,177.9,19,0,0
1952-04,6.1,4.3,0,北海道,札幌市,,0,52.1,0,73,6.5,6.9,1011.5,189.4,3,0,1
1952-05,11.4,4.2,0,北海道,札幌市,,0,59.9,0,67,6.4,8.8,1008.7,242.7,0,2,2
1952-06,16.4,3.4,0,北海道,札幌市,,0,103.9,0,78,6.4,14.6,1005.4,227.2,0,2,1
1952-07,20.4,2.8,0,北海道,札幌市,,0,140.3,0,84,7.7,19.9,1006.1,177.7,0,0,2
1952-08,21.3,2.2,0,北海道,札幌市,,0,55.0,0,84,8.0,21.2,1007.8,162.7,0,0,1
1952-09,16.4,2.8,0,北海道,札幌市,,0,79.4,0,79,6.3,14.6,1009.5,172.2,0,0,0
1952-10,10.5,3.0,0,北海道,札幌市,,0,117.4,0,77,5.5,10.0,1013.9,164.6,2,0,1
1952-11,1.5,2.8,0,北海道,札幌市,,0,80.8,0,74,6.3,5.2,1017.1,114.0,19,0,0
1952-12,-6.0,2.8,0,北海道,札幌市,,0,97.3,0,74,6.3,3.0,1015.0,93.7,27,0,0
1953-01,-6.6,2.3,0,北海道,札幌市,,0,107.2,190,76,7.9,3.0,1010.1,68.1,29,0,0
1953-02,-6.1,2.9,0,北海道,札幌市,,0,70.7,125,70,6.0,2.9,1015.1,132.8,25,0,0
1953-03,0.1,3.3,0,北海道,札幌市,,0,72.7,37,72,6.9,4.6,1011.1,142.5,19,0,0
1953-04,5.5,3.8,0,北海道,札幌市,,0,56.0,3,70,5.8,6.3,1010.8,190.9,8,0,0
1953-05,11.3,4.1,0,北海道,札幌市,,0,70.8,0,73,6.3,9.6,1010.9,200.5,1,0,3
1953-06,15.5,3.8,0,北海道,札幌市,,0,74.2,0,76,5.8,13.3,1006.9,232.4,0,0,1
1953-07,20.1,3.7,0,北海道,札幌市,,0,154.3,0,82,7.3,19.6,1006.6,169.4,0,3,1
1953-08,20.2,3.1,0,北海道,札幌市,,0,124.0,0,77,5.5,18.4,1007.4,223.5,0,2,0
1953-09,16.8,3.1,0,北海道,札幌市,,0,154.7,0,74,4.9,14.1,1011.2,211.8,0,0,0
1953-10,10.3,2.5,0,北海道,札幌市,,0,112.2,0,75,4.6,9.5,1014.5,188.8,0,3,1
1953-11,0.3,2.9,0,北海道,札幌市,,0,213.9,140,76,6.7,4.9,1013.1,97.7,23,0,1
1953-12,-1.8,2.9,0,北海道,札幌市,,0,129.9,100,73,7.2,4.1,1016.4,89.2,26,0,1
1954-01,-5.4,2.7,0,北海道,札幌市,,0,178.1,234,77,7.2,3.3,1012.7,89.1,26,0,0
1954-02,-3.1,3.0,0,北海道,札幌市,,0,83.1,55,74,7.0,3.8,1012.4,101.1,22,0,0
1954-03,-1.3,3.1,0,北海道,札幌市,,0,25.8,20,68,5.8,3.9,1014.1,163.8,24,0,0
1954-04,6.8,3.8,0,北海道,札幌市,,0,42.9,7,65,6.1,6.5,1011.1,212.7,5,0,1
1954-05,10.6,4.4,0,北海道,札幌市,,0,58.2,0,70,6.7,8.8,1006.8,197.0,0,0,2
1954-06,13.8,4.1,0,北海道,札幌市,,0,44.3,0,73,6.1,11.4,1010.6,210.9,0,0,0
1954-07,17.7,3.2,0,北海道,札幌市,,0,58.4,0,78,6.8,15.8,1008.5,218.5,0,1,5
1954-08,20.6,2.7,0,北海道,札幌市,,0,143.3,0,85,8.4,20.7,1008.2,133.1,0,1,3
1954-09,18.0,3.2,0,北海道,札幌市,,0,136.0,0,78,6.6,16.5,1009.7,157.9,0,0,0
1954-10,9.4,3.2,0,北海道,札幌市,,0,94.9,0,71,5.4,8.6,1015.9,177.9,0,1,1
1954-11,3.7,2.9,0,北海道,札幌市,,0,52.7,30,67,5.3,5.5,1015.7,143.0,11,1,0
1954-12,-0.7,3.3,0,北海道,札幌市,,0,137.8,122,72,7.8,4.4,1013.9,67.7,22,0,0
1955-01,-5.8,2.6,0,北海道,札幌市,,0,188.7,244,78,7.2,3.2,1011.2,82.1,29,0,0
1955-02,-3.7,3.5,0,北海道,札幌市,,0,122.3,133,73,6.9,3.5,1006.8,118.2,23,0,0
1955-03,-0.8,3.9,0,北海道,札幌市,,0,103.3,67,71,6.9,4.3,1015.2,164.4,24,0,1
1955-04,6.0,3.8,0,北海道,札幌市,,0,68.2,2,63,5.8,5.9,1010.6,203.8,5,1,0
1955-05,10.2,4.7,0,北海道,札幌市,,0,109.9,0,75,7.1,9.4,1009.6,193.1,0,0,2
1955-06,16.3,3.2,0,北海道,札幌市,,0,67.1,0,77,7.1,14.1,1005.1,213.2,0,3,4
1955-07,23.7,2.7,0,北海道,札幌市,,0,40.8,0,76,5.6,22.1,1004.9,272.2,0,1,1
1955-08,22.3,3.6,0,北海道,札幌市,,0,190.1,0,80,6.3,21.8,1007.4,208.4,0,5,1
1955-09,16.2,3.3,0,北海道,札幌市,,0,80.7,0,77,6.3,14.4,1011.2,173.1,0,0,1
