発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1989-04-21,1,1,PZL,任天堂,アレイウェイ,"￥2,600","￥2,500代",0,,,,横井軍平,山本健誌,,,
1989-04-21,1,2,ACT,任天堂,スーパーマリオランド,"￥2,600","￥2,500代",419,,岡田智,山本雅央|原田貴裕,松岡洋史|真下雅彦,田中宏和,,横井軍平,
1989-04-21,1,2,SPT,任天堂,ベースボール,"￥2,600","￥2,500代",0,,,,,,,,
1989-04-21,1,1,TBL,任天堂,役満,"￥2,600","￥2,500代",128,,,,,,,,
1989-05-29,1,1,SPT,任天堂,テニス,"￥2,600","￥2,500代",0,,,,,,,,
1989-06-14,1,1,PZL,任天堂,テトリス,"￥2,600","￥2,500代",424,,,,,,,,
1989-07-28,1,1,PZL,HAL研究所,上海,"￥2,980","￥3,000代",0,,,,,,,,
1989-09-01,1,1,PZL,ポニーキャニオン,倉庫番,"￥3,090","￥3,000代",0,,,,今林宏行,,,,
1989-09-05,1,2,ACT,ケムコ,ミッキーマウス,"￥2,980","￥3,000代",0,,,,,,,,
1989-09-20,1,1,RAC,コナミ,モトクロスマニアックス,"￥2,900","￥3,000代",0,,,,,,,,
1989-09-21,1,1,ACT,バンダイ,ハイパーロードランナー,"￥2,800","￥3,000代",0,,,,,,,,
1989-10-18,1,2,TBL,HAL研究所,ピンボール66匹のワニ大行進,"￥2,980","￥3,000代",0,,,,,,,,
1989-10-27,1,2,ACT,コナミ,ドラキュラ伝説,"￥3,300","￥3,500代",0,,,山田善朗|前川正人,中里伸也|木村幸一,半沢紀雄|船内秀浩|福武茂,,,
1989-10-31,1,2,SPT,トンキンハウス,シーサイドバレー,"￥2,980","￥3,000代",0,,,,,,,,
1989-11-24,1,1,PZL,アトラス,パズルボーイ,"￥2,980","￥3,000代",0,,,,,増子司,,,
1989-11-28,1,3,SPT,任天堂,ゴルフ,"￥2,600","￥2,500代",0,,,,,,,,
1989-12-08,1,2,ETC,ココナッツジャパンエンターテイメント,パチンコタイム,"￥3,280","￥3,500代",0,,,,,,,,
1989-12-15,1,3,RPG,スクウェア,魔界塔士SaGa,"￥3,500","￥3,500代",110,,河津秋敏,おきたかし|岡部直樹,河津秋敏|時田貴司,植松伸夫,河津秋敏|石井浩一|伊藤裕之|時田貴司,,
1989-12-19,1,3,TBL,ポニーキャニオン,将棋,"￥3,400","￥3,500代",0,,,,,,,,
1989-12-22,1,1,PZL,セタ,Qビリオン,"￥2,980","￥3,000代",0,,,,,,,,
1989-12-22,1,2,SLG,ユース,海戦ゲームNAVYBLUE,"￥3,400","￥3,500代",0,,,,,,,,
1989-12-22,1,3,ACT,東映動画,北斗の拳凄絶十番勝負,"￥3,500","￥3,500代",0,,,,,フランク・ワイルドホーン,高橋亜子,,
1989-12-27,1,2,ACT,アスミック,てけてけ！アスミッくんワールド,"￥3,090","￥3,000代",0,,,,,,,,
1989-12-28,1,3,RPG,ケムコ,セレクション選ばれし者,"￥3,090","￥3,000代",0,,,,,,,,
1989-12-28,1,1,ACT,ユタカ,マスターカラテカ,"￥2,900","￥3,000代",0,,,,ジョーダン・メックナー|ジーン・ポートウッド|ローレン・エリオット,,,,
1990-01-12,1,2,TBL,ジャレコ,ヒーロー大集合！！ピンボールパーティ,"￥2,980","￥3,000代",0,,,,,多和田吏,,,
1990-01-13,1,1,SPT,アテナ,ワールドボウリング,"￥3,090","￥3,000代",0,,,,,,,,
1990-01-14,1,1,ACT,メルダック,平安京エイリアン,"￥3,000","￥3,000代",0,,,,TSG,,,,
1990-01-26,1,2,STG,任天堂,ソーラーストライカー,"￥2,600","￥2,500代",0,,岡田智|寺崎啓祐,K.SUGIMOTO,,長田達,,横井軍平,
1990-02-09,1,1,TBL,河田,オセロ,"￥2,980","￥3,000代",0,,,,,,,,
1990-02-23,1,3,STG,コナミ,ネメシス,"￥3,500","￥3,500代",0,,,,,,,,
1990-02-23,1,2,TBL,トーワチキ,対局連珠,"￥2,980","￥3,000代",0,,,,,,,,
1990-03-15,1,3,SPT,ジャレコ,ベースボールキッズ,"￥3,300","￥3,500代",0,,,,,宮澤謙,椎名勲,,
1990-03-16,1,2,PZL,コナミ,クォース,"￥3,300","￥3,500代",0,,,"WADA 891006|石田和彦",井内洋|鮫島宗治|高野泰,半澤一雄,,,
1990-03-16,1,1,PZL,タイトー,フリップル,"￥3,090","￥3,000代",0,,,,,古川典裕,,,
1990-03-21,1,1,PZL,ポニーキャニオン,ペンギンランド,"￥3,090","￥3,000代",0,,,,,,,,
1990-03-23,1,1,PZL,ビクター音楽産業,フラッピースペシャル,"￥3,300","￥3,500代",0,,,,,,,,
1990-03-24,1,3,SLG,バンダイ,SD戦国伝国盗り物語,"￥3,500","￥3,500代",0,,,,,,,,
1990-03-29,1,1,TBL,パック・イン・ビデオ,トランプボーイ,"￥3,090","￥3,000代",0,,,,,,,,
1990-03-30,1,1,STG,タイトー,スペースインベーダーズ,"￥3,090","￥3,000代",0,,,,,岩垂徳行,,,
1990-03-30,1,2,ACT,アスキー,ペンギンくんwarsvs.,"￥3,090","￥3,000代",0,,,,,,,,
1990-04-06,1,1,PZL,ナグザット,かこむん蛇,"￥3,090","￥3,000代",0,,,,,本山淳弘,,,
1990-04-13,1,2,PZL,バンプレスト,SDルパン3世金庫破り大作戦,"￥3,300","￥3,500代",0,,,,,,,,
1990-04-13,1,2,ACT,任天堂,クイックス,"￥2,600","￥2,500代",0,,,,ランディ・ファイファー|サンディ・ファイファー,,,,
1990-04-13,1,2,ACT,サン電子,バットマン,"￥3,400","￥3,500代",0,,,,,,,,
1990-04-13,1,2,PZL,エポック社,爆裂戦士ウォーリア,"￥3,090","￥3,000代",0,,,,,,,,
1990-04-20,1,2,ACT,カルチャーブレーン,スーパーチャイニーズランド,"￥3,300","￥3,500代",0,,,,,,,,
1990-04-20,1,2,RAC,コピアシステム,デットヒートスクランブル,"￥3,300","￥3,500代",0,,,,,,,,
1990-04-20,1,2,PZL,トンキンハウス,ブロディア,"￥3,000","￥3,000代",0,,,,,,,,
1990-04-20,1,3,PZL,シグマ商事,ポパイ,"￥3,500","￥3,500代",0,,,,,,,,
1990-04-20,1,1,PZL,ビック東海,冒険！パズルロード,"￥2,980","￥3,000代",0,,,,,,,,
1990-04-27,1,2,SPT,エピック・ソニーレコード,サッカーボーイ,"￥3,000","￥3,000代",0,,,,,,,,
1990-04-27,1,3,STG,メルダック,天神怪戦,"￥3,500","￥3,500代",0,,,,,中潟憲雄,,,
1990-04-28,1,2,PZL,ケムコ,スヌーピーマジックショー,"￥2,980","￥3,000代",0,,,,,,,,
1990-05-02,1,3,ACT,カプコン,レッドアリーマー魔界村外伝,"￥3,300","￥3,500代",0,,,,成瀬憲史,藤田晴美|下村陽子,,藤原得郎,
1990-05-11,1,2,PZL,データイースト,ロックンチェイス,"￥3,300","￥3,500代",0,,,,,,,,
1990-05-18,1,2,SPT,トンキンハウス,ボクシング,"￥3,000","￥3,000代",0,,,,,,,,
1990-05-25,1,2,RPG,セタ,あやかしの城,"￥3,500","￥3,500代",0,,,,米田仁士,,,,
1990-05-26,1,2,SLG,バンダイ,ウルトラマン倶楽部敵怪獣ヲ発見セヨ,"￥3,300","￥3,500代",0,,,,,,,,
1990-06-01,1,1,PZL,アスク講談社,ピットマン,"￥2,980","￥3,000代",0,,,,,,,,
1990-06-08,1,3,STG,アトラス,コスモタンク,"￥3,500","￥3,500代",0,,,,,,,,
1990-06-15,1,2,TBL,ココナッツジャパンエンターテイメント,カードゲーム,"￥3,400","￥3,500代",0,,,,,,,,
1990-06-15,1,2,STG,トミー,メカ生体ゾイドゾイド伝説,"￥3,090","￥3,000代",0,,,,,,,,
1990-06-15,1,2,PZL,SNK,ファニーフィールド,"￥3,090","￥3,000代",0,,,,,,,,
1990-06-22,1,1,PZL,ポニーキャニオン,倉庫番2,"￥3,090","￥3,000代",0,,,,今林宏行,,,,
1990-06-27,1,2,STG,タイトー,ブライファイターデラックス,"￥3,400","￥3,500代",0,,,,,,,,
1990-06-29,1,1,STG,東映動画,バリーファイア,"￥3,200","￥3,000代",0,,,,,,,,
1990-07-03,1,1,PZL,BPS,パイプドリーム,"￥3,090","￥3,000代",0,,アキラ・レッドマー,アキラ・レッドマー|ステファン・L・バトラー,アキラ・レッドマー|ステファン・L・バトラー|ゲイリー・ウィニック|マーク・J・フェラーリ|スティーヴ・パーセル|マイク・エバート|エリック・ジョンストン,ジョン・デール,,,
1990-07-13,1,1,PZL,アイレム,四川省,"￥3,090","￥3,000代",0,,,,,,,,
1990-07-20,1,3,ACT,テクノスジャパン,ダブルドラゴン,"￥3,500","￥3,500代",0,,,,,,,,
1990-07-27,1,1,ACT,ポニーキャニオン,タスマニア物語,"￥3,090","￥3,000代",0,,,,,久石譲,金子成人,,
1990-07-27,1,1,PZL,任天堂,ドクターマリオ,"￥2,600","￥2,500代",208,,,原田貴裕,原田貴裕,田中宏和,,横井軍平,
1990-07-28,1,2,ACT,バンプレスト,らんま1/2かくれんぼデスマッチ,"￥3,300","￥3,500代",0,,,,荻原しょう子|中野彰子|荻原しょう子,岩崎元是,まいた菜穂,,
1990-07-31,1,2,PZL,タイトー,パズニック,"￥3,400","￥3,500代",0,,,,,,,,
1990-08-02,1,1,PZL,アスキー,石道,"￥3,090","￥3,000代",0,,,,,,,,
1990-08-03,1,3,ACT,コナミ,TMNT,"￥3,500","￥3,500代",0,,,,,,,,
1990-08-04,1,3,ACT,ユタカ,魁！！男塾冥凰島決戦,"￥3,500","￥3,500代",0,,,,,,,,
1990-08-08,1,2,PZL,ナツメ,おさわがせ！ペンギンBOY,"￥3,090","￥3,000代",0,,,大田博久,大田博久|にしやまともゆき,水谷郁|やまにしこういち,,,
1990-08-10,1,2,ACT,ユース,VSバトラー,"￥3,400","￥3,500代",0,,,,,,,宮崎鉄平|金佐智絵|鈴木浩史|工藤江美子|桐谷太一|三浦淳(CP),
1990-08-11,1,1,PZL,徳間書店,香港,"￥2,900","￥3,000代",0,,,,,,,,
1990-08-12,1,1,RPG,エポック社,ドラゴンスレイヤー1,"￥3,090","￥3,000代",0,,,,,,,,
1990-08-24,1,3,SLG,バップ,パワーミッション,"￥3,500","￥3,500代",0,,,,,,,,
1990-08-25,1,3,ADV,ユタカ,機動警察パトレイバー狙われた街1990,"￥3,500","￥3,500代",0,,,,,,,,
1990-08-31,1,2,SPT,クエスト,バトルピンポン,"￥3,300","￥3,500代",0,,,,,,,,
1990-08-31,1,3,ACT,ハドソン,ボンバーボーイ,"￥3,500","￥3,500代",0,,,蝦名寿昌|芳賀孝宏,蝦名寿昌|芳賀孝宏|松浦浩司|岡田寿夫|瓜田智昭,福田裕彦(ボンバーボーイモード)|竹間淳(ボンバーマンモード),,"小山俊典|KAPPY MATSUNAGA",
1990-09-14,1,3,SPT,ナムコ,ファミスタ,"￥3,500","￥3,500代",0,,,,,,,,
1990-09-14,1,3,SPT,ヒューマン,プロレス,"￥3,500","￥3,500代",0,,,,,,,,
1990-09-21,1,2,TBL,データイースト,サイドポケット,"￥3,300","￥3,500代",0,,,,,,,,
1990-09-21,1,2,ACT,カプコン,ダックテールズ,"￥3,300","￥3,500代",0,,,,ティモシー・M・モーエン,ドミニク・ルイス,カール・バークス|ジーマン・メイゴン|マット・ヤングバーグ|フランシスコ・アンゴネス,,
1990-09-21,1,2,PZL,ビクター音楽産業,バルダーダッシュ,"￥3,400","￥3,500代",0,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,
1990-09-21,1,3,ACT,パック・イン・ビデオ,ルナランダー,"￥3,500","￥3,500代",0,,,,,,,,
1990-09-28,1,2,RAC,アスク講談社,F-1ボーイ,"￥3,300","￥3,500代",0,,,,,,,,
1990-09-28,1,3,ACT,ジャレコ,おいらじゃじゃ丸！世界大冒険,"￥3,400","￥3,500代",0,,,,,,,,
1990-10-05,1,2,ACT,トーワチキ,うぉーズ,"￥3,090","￥3,000代",0,,,,,,,,
1990-10-06,1,3,RPG,バンダイ,SDガンダム外伝ラクロアンヒーローズ,"￥3,800","￥4,000代",0,,,きよのみつとし,飯田和憲|きよのみつとし|きちじょうじひゅうま|かたおかやすゆき,和久田貴浩,飯田和憲,,
1990-10-10,1,3,SLG,光栄,信長の野望ゲームボーイ版,"￥5,800","￥6,000代",0,,,,,菅野よう子|山本光男,,シブサワ・コウ,
1990-10-12,1,2,ACT,アイ・ジー・エス,アストロラビー,"￥3,300","￥3,500代",0,,吉川昇一|藪崎久也,,風間浩|吉川昇一,,,,
1990-10-12,1,3,STG,コナミ,ツインビーだ！！,"￥3,500","￥3,500代",0,,,上田英生,小玉紀年,福武茂|具志堅典子|大内正徳,,,
1990-10-12,1,1,PZL,ホット・ビィ,パラメデス,"￥3,300","￥3,500代",0,,,,,,,,
1990-10-16,1,3,ACT,HAL研究所,ゴーストバスターズ2,"￥3,400","￥3,500代",0,,,,,ランディ・エデルマン,ダン・エイクロイド|ハロルド・ライミス,,
1990-10-19,1,2,ACT,バリエ,モンスタートラック,"￥3,200","￥3,000代",0,,,,,,,,
1990-10-19,1,3,RAC,トンキンハウス,ロードスター,"￥3,300","￥3,500代",0,,,,,,,,
1990-10-23,1,1,PZL,ココナッツジャパンエンターテイメント,アミーダくん阿弥陀,"￥2,980","￥3,000代",0,,,,,,,,
1990-10-23,1,3,SLG,任天堂,海戦ゲームレーダーミッション,"￥2,600","￥2,500代",0,,,,,,,,
1990-10-26,1,2,ACT,NCS,アフターバースト,"￥3,090","￥3,000代",0,,,,,,,,
1990-10-26,1,2,RPG,サミー工業,ベリウスローランの魔獣,"￥3,300","￥3,500代",0,,,,,,,,
1990-11-09,1,3,RAC,任天堂,F-1レース,"￥2,600","￥2,500代",0,,三木研次,副島康成|岩田聡,宮本茂|三木研次,金指英樹,,山内溥|上村雅之,
1990-11-09,1,2,TBL,パック・イン・ビデオ,トランプボーイ2,"￥3,500","￥3,500代",0,,,,,,,,
1990-11-09,1,2,ACT,ジャレコ,ふしぎなブロビープリンセスブロブを救え！,"￥3,400","￥3,500代",0,,,,"デイビッド・クレイン |Juan Sanchez|Mark Klein","Mark Van Hecke|Alex Demeo",,,
1990-11-16,1,3,RPG,やのまん,アレサ,"￥3,800","￥4,000代",0,,,,,,,,
1990-11-16,1,2,ACT,ナムコ,パックマン,"￥3,500","￥3,500代",0,,,舟木茂雄,岩谷徹|山下正,石村繁一|甲斐敏夫,,,
1990-11-16,1,2,ACT,エポック社,パラソルヘンべえ虹の大冒険,"￥3,300","￥3,500代",0,,,,,,,,
1990-11-30,1,2,ACT,コピアシステム,GO！GO！TANK,"￥3,400","￥3,500代",0,,,,,,,,
1990-11-30,1,2,PZL,ヘクト,キャデラック2,"￥3,300","￥3,500代",0,,,,,,,,
1990-11-30,1,3,ACT,セタ,バトルブル,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-07,1,3,SLG,ユース,海戦ゲームNAVYBLUE'90,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-07,1,1,PZL,キングレコード,ころダイス,"￥3,300","￥3,500代",0,,,,,,,,
1990-12-07,1,3,TBL,東映動画,スコットランドヤード,"￥3,300","￥3,500代",0,,,,,,,,
1990-12-07,1,2,RPG,タカラ,ちびまる子ちゃんおこづかい大作戦,"￥3,400","￥3,500代",0,,,,,,,,
1990-12-07,1,3,ACT,タイトー,バブルボブル,"￥3,600","￥3,500代",0,,,藤末一郎|NISHIYORI,三辻富貴朗,君島正,,,
1990-12-07,1,2,ACT,シグマ商事,ペインターモモピー,"￥3,300","￥3,500代",0,,,H.TAHARA|H.YAMADA|こぼりじゅんや,CHIBIMARUTA|佐藤元,砂原良徳,,,
1990-12-07,1,2,ACT,テクモ,ヘッドオン,"￥3,300","￥3,500代",0,,,,,,,,
1990-12-07,1,3,ACT,テクノスジャパン,熱血硬派くにおくん番外乱闘編,"￥3,500","￥3,500代",0,,,よしはらまさひろ|きくちひろゆき,斉藤伸一|根立克行,うらかわさとし,,,
1990-12-08,1,3,RPG,バンプレスト,鬼忍降魔禄ONI,"￥3,800","￥4,000代",0,,,,,,,,
1990-12-11,1,2,ACT,アイレム,スパルタンX,"￥3,500","￥3,500代",0,,,,,キース・モリソン,エドワード・タン|ジョニー・リー,,
1990-12-12,1,2,PZL,サン電子,プリプリ,"￥3,200","￥3,000代",0,,,,,,,,
1990-12-13,1,3,ACT,アイマックス,ドラゴンテール,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-14,1,4,RPG,スクウェア,SaGa2秘宝伝説,"￥4,800","￥5,000代",0,,河津秋敏,岡部直樹|穴澤友樹,藤岡勝利,植松伸夫|伊藤賢治,河津秋敏|田中弘道,,
1990-12-14,1,1,PZL,ハドソン,クラックス,"￥3,500","￥3,500代",0,,,デヴィッド・エーカース,マーク・スティーブン・ピアス,ブラッド・フラー,,,
1990-12-14,1,3,RPG,ケムコ,ネコジャラ物語,"￥3,300","￥3,500代",0,,,,,,,,
1990-12-14,1,2,SPT,アトラス,ポケットスタジアム,"￥3,300","￥3,500代",0,,,,,,,,
1990-12-14,1,2,PZL,ホット・ビィ,カード＆パズルコレクション銀河,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-18,1,3,ACT,東宝,ゴジラくん怪獣大行進,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-20,1,2,ACT,ナグザット,ポン太とヒナ子の珍道中友情編,"￥3,400","￥3,500代",0,,,,,,,,
1990-12-21,1,4,ETC,カプコン,カプコンクイズハテナ？の大冒険,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-21,1,3,ACT,サン電子,グレムリン2新・種・誕・生,"￥3,400","￥3,500代",0,,,,,ジェリー・ゴールドスミス,チャーリー・ハース,,
1990-12-21,1,3,STG,ジャレコ,バトルユニットZEOTH,"￥3,400","￥3,500代",0,,,"白戸学|RIKA'S KNIGHTS|猪ヶ倉康雄","KANA EBIO",はやしあきひと,,,
1990-12-21,1,1,ACT,ポニーキャニオン,バブルゴースト,"￥3,090","￥3,000代",0,,,,,,,,
1990-12-21,1,2,TBL,ポニーキャニオン,石田芳夫の詰碁パラダイス,"￥3,400","￥3,500代",0,,,,,,,,
1990-12-22,1,3,RPG,ソフエル,モンスターメーカー,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-22,1,3,ACT,カルチャーブレーン,飛龍の拳外伝,"￥3,500","￥3,500代",0,,,,,,,,
1990-12-23,1,4,ETC,トミー,アメリカ横断ウルトラクイズ,"￥3,980","￥4,000代",0,,,,,,,"高橋靖二(第12回 - 第16回)|篠崎安雄(第12回・第13回)|城朋子(“今世紀最後”)|※全てCP",
1990-12-31,1,3,RPG,エンジェル,ドルアーガの塔,"￥3,500","￥3,500代",0,,,内藤智,遠藤雅伸|篠崎雄一郎,小沢純子,,,
1991-01-08,1,3,ACT,コナミ,コントラ,"￥3,500","￥3,500代",0,,,,,,,,
1991-01-08,1,3,STG,HAL研究所,突撃！ポンコツタンク,"￥3,300","￥3,500代",0,,,,,,,,
1991-01-11,1,3,ACT,タイトー,タイトーチェイスHQ,"￥3,600","￥3,500代",0,,,,酒匂弘幸,浅野孝已,,,
1991-01-25,1,2,ACT,アトラス,突撃ばれいしょんず,"￥3,300","￥3,500代",0,,,,,,,,
1991-02-08,1,3,ACT,日本物産,ライサンダー,"￥3,600","￥3,500代",0,,,A.DADADA,K.KAWAHARA|H.WADA,吉田健志,,,
1991-02-08,1,3,PZL,ココナッツジャパンエンターテイメント,鬼ヶ島パチンコ店,"￥3,500","￥3,500代",0,,,,,,,,
1991-02-15,1,3,ADV,アスク講談社,三毛猫ホームズの騎士道,"￥3,500","￥3,500代",0,,,,,,,,
1991-02-15,1,2,ACT,データイースト,バーガータイムデラックス,"￥3,300","￥3,500代",0,,,,,,,,
1991-02-26,1,3,ACT,ジャレコ,怒りの要塞,"￥3,400","￥3,500代",0,,,,,,,,
1991-02-28,1,3,RAC,コナミ,F-1スピリット,"￥3,500","￥3,500代",0,,,,,,,,
1991-02-28,1,2,RAC,アイレム,レーシング魂,"￥3,500","￥3,500代",0,,,,,,,,
1991-03-01,1,3,STG,エポック社,ドラえもん対決ひみつ道具,"￥3,500","￥3,500代",0,,堀江正幸,あそまさあき|池田慎一,葭原智|沖山潤|平井勝人,沓掛隆志,とらじまいっかくじゅう,宮原貞夫|蛇谷秀明,
1991-03-01,1,3,ACT,エピック・ソニーレコード,ロボコップ,"￥3,500","￥3,500代",0,,,,,ベイジル・ポールドゥリス,エドワード・ニューマイヤー|マイケル・マイナー,,
1991-03-08,1,4,TBL,ハドソン,スーパー桃太郎電鉄,"￥4,500","￥4,500代",0,,さくまあきら,飛田雅宏,土居孝幸,関口和之,,すずきとよじ,
1991-03-08,1,3,RPG,UPL,戦国忍者くん,"￥3,800","￥4,000代",0,,,,,,,,
1991-03-15,1,1,PZL,マインドスケープ,ループス,"￥3,090","￥3,000代",0,,,,,真心ブラザーズ,,,
1991-03-19,1,3,STG,アイレム,R-TYPE,"￥3,600","￥3,500代",0,,,SUM|MISACHIN,ABIKO|AKIO|YOSHIGE,石崎正人,,,
1991-03-20,1,3,RAC,バップ,ファーステストラップ,"￥3,800","￥4,000代",0,,,,,,,,
1991-03-29,1,2,PZL,ビック東海,ジェムジェム,"￥3,800","￥4,000代",0,,,,,,,,
1991-03-29,1,3,RAC,ナムコ,ファミリージョッキー,"￥3,500","￥3,500代",0,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,
1991-04-05,1,2,PZL,テクモ,ソロモンズ倶楽部,"￥3,300","￥3,500代",0,,,,,,,,
1991-04-05,1,4,STG,コナミ,パロディウスだ！！,"￥3,800","￥4,000代",0,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1991-04-12,1,2,STG,東映動画,ファイナルリバース,"￥3,400","￥3,500代",0,,,,,,,,
1991-04-12,1,3,SPT,アテナ,ワールドアイスホッケー,"￥3,500","￥3,500代",0,,,,,,,,
1991-04-19,1,3,RPG,コナミ,カーブノア,"￥3,800","￥4,000代",0,,,岩碕一男,岩碕一男|寺田一友,田坂真二|萩原善之,,,
1991-04-19,1,3,SLG,徳間書店,リトルマスターライクバーンの伝説,"￥4,200","￥4,000代",0,,川野忠仁,ONITAMA,川野忠仁|山本浩史|後藤滋,やまだゆうじ,,たなかさとし,
1991-04-19,1,2,ACT,ヒューマン,茶々丸パニック,"￥2,900","￥3,000代",0,,,おもてみえこ|M.IMAFUKU|手島照之,かたおかやすゆき|H.ITOH,,,矢野了也,
1991-04-20,1,3,SLG,バンプレスト,スーパーロボット大戦,"￥3,980","￥4,000代",0,,,高宮成光,阪田雅彦|戸田篤樹,大西康成|こにしまさ,,じっぱひとからげ,
1991-04-26,1,3,ACT,ケムコ,ミッキーマウス2,"￥3,090","￥3,000代",0,,,,,,,,
1991-04-26,1,2,SPT,A-WAVE,ミニバット,"￥3,400","￥3,500代",0,,,,,,,,
1991-04-26,1,2,ACT,ナツメ,ラッキーモンキー,"￥3,090","￥3,000代",0,,,,,,,,
1991-04-26,1,3,ACT,アイマックス,相撲ファイター東海道場所,"￥3,500","￥3,500代",0,,,,,,,,
1991-04-26,1,3,SPT,テクノスジャパン,熱血高校サッカー部ワールドカップ編,"￥3,500","￥3,500代",0,,,,,,,,
1991-04-27,1,3,ACT,ユタカ,からくり剣豪伝ムサシロード,"￥3,500","￥3,500代",0,,,,二宮常雄|下田正美,川井憲次,MIND,,
1991-04-27,1,3,ACT,セタ,トーピドー・レンジ,"￥3,800","￥4,000代",0,,,,,,,,
1991-05-10,1,3,ACT,ココナッツジャパンエンターテイメント,キッチンパニック,"￥3,800","￥4,000代",0,,,,,,,,
1991-05-11,1,2,PZL,キャラクターソフト,サンリオカーニバル,"￥3,296","￥3,500代",0,,,,,,,,
1991-05-17,1,3,ACT,キングレコード,ラブルセイバー,"￥3,500","￥3,500代",0,,,,,,,,
1991-05-17,1,3,SLG,アスミック,一発逆転！！DX馬券王,"￥5,900","￥6,000代",0,,,,,,,,
1991-05-18,1,3,ACT,バンダイ,SDコマンドガンダムG-ARMSオペレーションガンダム,"￥3,500","￥3,500代",0,,,,,,,,
1991-05-21,1,4,SLG,任天堂,ゲームボーイウォーズ,"￥3,500","￥3,500代",0,,,,,,,,
1991-05-24,1,3,ACT,アスミック,アスミッくんワールド2,"￥3,900","￥4,000代",0,,,,,,,,
1991-05-24,1,3,ACT,ナグザット,スノーブラザーズジュニア,"￥3,800","￥4,000代",0,,,,,,,,
1991-05-31,1,3,RPG,クエスト,レジェンド明日への翼,"￥4,500","￥4,500代",0,,,,,,,,
1991-06-07,1,3,SPT,トンキンハウス,サッカー,"￥3,500","￥3,500代",0,,,,,,,,
1991-06-12,1,3,SLG,ヒロ,大戦略,"￥4,800","￥5,000代",0,,,,,,,,
1991-06-15,1,3,ACT,バンダイ,マジカル☆タルるートくん,"￥3,500","￥3,500代",0,,山内重保,,大倉雅彦,横山菁児,江川達也,,
1991-06-21,1,4,RPG,ポニーキャニオン,ジャングルウォーズ,"￥4,800","￥5,000代",0,,さくまあきら(監修),富沢賢一|瓦吹隆|なりたりゅういち,木村初|富沢賢一|土居孝幸,岡本智郎,木村初,有元和彦,
1991-06-21,1,3,STG,ビクター音楽産業,チョップリフター2,"￥3,400","￥3,500代",0,,,,ダン・ゴーリン,,,,
1991-06-28,1,3,STG,ビック東海,エアロスター,"￥3,300","￥3,500代",0,,,,,,,,
1991-06-28,1,3,RPG,タカラ,人生ゲーム伝説,"￥3,980","￥4,000代",0,,,,,,,,
1991-06-28,1,4,RPG,スクウェア,聖剣伝説ファイナルファンタジー外伝,"￥4,800","￥5,000代",0,,石井浩一,吉枝悟,北瀬佳範|大橋悟朗|渋谷員子,伊藤賢治,北瀬佳範,,
1991-07-11,1,3,ACT,アイレム,元祖！！ヤンチャ丸,"￥3,600","￥3,500代",0,,,,,,,,
1991-07-12,1,3,STG,アイ・ジー・エス,ヴァトルギウス,"￥3,900","￥4,000代",0,,,,,,,,
1991-07-12,1,3,ACT,コナミ,ドラキュラ伝説2,"￥3,800","￥4,000代",0,,,山田善朗|前川正人,中里伸也|木村幸一,半沢紀雄|船内秀浩|福武茂,,,
1991-07-16,1,2,PZL,東映動画,紫禁城,"￥3,500","￥3,500代",0,,,,,,,,
1991-07-19,1,2,PZL,BPS,ハットリス,"￥3,500","￥3,500代",0,,,,アレクセイ・パジトノフ|ウラジーミル・ポヒルコ,,,,
1991-07-21,1,1,PZL,ポニーキャニオン,恋は駆け引き,"￥3,090","￥3,000代",0,,,,,,,,
1991-07-26,1,3,ACT,ジャレコ,バニシングレーサー,"￥3,500","￥3,500代",0,,,猪ヶ倉康雄,滝下尚史|面谷知志,鈴木康行,,,
1991-07-26,1,4,ACT,カプコン,ロックマンワールド,"￥3,500","￥3,500代",0,,,篠原雅嗣|吉田幸司|金子清巳,加治勇人|稲船敬二,いけだやすし|友澤眞|梶野俊夫,,藤原得郎,
1991-08-02,1,2,PZL,アトラス,パズルボーイ2,"￥2,980","￥3,000代",0,,,,,増子司,,,
1991-08-02,1,4,SLG,アスキー,フリートコマンダーVS.,"￥4,635","￥4,500代",0,,,,,,,宮崎鉄平|金佐智絵|鈴木浩史|工藤江美子|桐谷太一|三浦淳(CP),
1991-08-02,1,3,RPG,ヒューマン,茶々丸冒険記3アビスの塔,"￥3,900","￥4,000代",0,,,,,,,,
1991-08-03,1,2,ACT,バンプレスト,ペケとポコのダルマンバスターズ,"￥3,300","￥3,500代",0,,,,,,,,
