発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,価格帯,売り上げ本数TOP50,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1989-04-20,-,5,SLG,光栄,蒼き狼と白き牝鹿ジンギスカン,"￥9,800","￥10,000代",0,1,,,,,菅野よう子,,シブサワ・コウ,-,-,-,-,-,
1989-04-25,-,4,ACT,テクノスジャパン,ラベル,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-04-25,-,4,ADV,ナムコ,デビルマン,"￥5,500","￥5,500代",0,1,,,,小松原一男|神志那弘志,三沢郷,永井豪,,-,-,-,-,-,
1989-04-27,-,4,ACT,ナムコ,ドラゴンバスターⅡ闇の封印,"￥5,200","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-04-28,-,4,ACT,アイレム,HOLYDIVER(ホーリーダイヴァー),"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-04-28,-,4,SLG,日本物産,KEIBASIMULATION本命(競馬シュミレーション本命),"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-01,-,5,ADV,トーワチキ,名探偵ホームズMからの挑戦状,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-02,-,5,SLG,ヘクト,株式道場実践編,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-12,-,4,ACT,コナミ,激亀忍者伝,"￥5,800","￥6,000代",0,1,,,,,"船橋淳(FC)|Kris Hatlelid(MS-DOS)|Tony Williams(AST/C64)",,,-,-,-,-,-,
1989-05-19,31,4,SPT,SNK,めざせ三冠王ベースボールスター,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-19,-,5,RPG,カプコン,天地を喰らう,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-26,-,4,RPG,カルチャーブレーン,スーパーチャイニーズ2ドラゴンキッド,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-26,-,4,TAB,ソフエル,帰って来た！軍人将棋なんやそれ？,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-06-23,-,4,RPG,ナムコ,ラサール石井のチャイルズクエスト,"￥5,500","￥5,500代",0,1,,,,,小沢純子,,ラサール石井,-,-,-,-,-,
1989-06-25,-,4,SLG,バンダイ,SDガンダムワールドガチャポン戦士2カプセル戦記,"￥6,800","￥7,000代",0,1,,,,,,,,◾黒,対戦,15位,-,-,
1989-06-27,-,4,ACT,ナムコ,クインティ,"￥4,900","￥5,000代",0,1,,田尻智,新改裕二,田尻智|杉森建,増田順一,,田尻智,-,-,-,-,-,
1989-06-30,-,4,ADV,セタ,マーダークラブ,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-06-30,-,4,ACT,ケイアミューズメントリース,脱獄PRISONERSOFWAR,"￥5,600","￥5,500代",0,1,,,西田和弘,前田義久|藤原秀樹|かまだおさむ,田中敬一|おさかようこ|西田和弘,,ごとうあきら,-,-,-,-,-,
1989-07-13,-,5,SPT,ジャレコ,新燃えろプロ野球,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,-,4,ACT,ナムコ,ドラゴンニンジャ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,-,4,RPG,ケムコ,ホワイトライオン伝説ピラミットの彼方に,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,-,2,TAB,ヘクト,囲碁指南,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-18,-,4,RPG,カプコン,ウィロー,"￥5,900","￥6,000代",0,1,,,,,ジェームズ・ホーナー,ボブ・ドルマン,,-,-,-,-,-,
1989-07-18,-,4,ACT,シグマ商事,必殺道場破り,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,-,4,ACT,ナムコ,ケルナグール,"￥4,900","￥5,000代",0,1,,,内藤智,遠藤雅伸,大野木宜幸,,,-,対戦,16位,-,-,
1989-07-21,-,4,RPG,ハイスコアメディアワーク,ファリア封印の剣,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,-,4,SPT,タイトー,究極ハリキリスタジアム平成元年版,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,-,4,SPT,ビック東海,全米プロバスケット,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-25,-,4,SPT,トンキンハウス,パーフェクトボウリング,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-25,31,5,RPG,任天堂,MOTHER(マザー),"￥6,500","￥6,500代",0,1,,,,,岩代太郎,大森立嗣|港岳彦,,🟥赤,-,-,-,-,
1989-07-25,-,4,ADV,バンダイ,美味しんぼ究極のメニュー三本勝負,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-28,-,4,SPT,ナムコ,ファミスタ'89開幕版,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-31,-,4,ACT,ナムコ,スプラッターハウスわんぱくグラフィティ,"￥4,900","￥5,000代",0,1,,,"篠原伸之|MYT JUSO",ながやまたいじ|JUNCHA|BAGUCHAN|HIDEBOU,"ANNA PURUNA",,"JJ PAGE",-,-,-,-,-,
1989-08-04,-,4,SLG,コナミ,コズミックウォーズ,"￥6,500","￥6,500代",0,1,,,松岡伸浩|村田司朗|山根秀直,霜出健治|木下まり,前沢秀憲|上高治己,,,-,-,-,-,-,
1989-08-04,-,4,SHT,CBSソニー,究極タイガー,"￥5,900","￥6,000代",0,1,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,-,-,-,-,-,
1989-08-08,-,4,ACT,東宝,燃えるお兄さん,"￥5,800","￥6,000代",0,1,,,,山田みちしろ,馬飼野康二,佐藤正,,-,-,-,-,-,
1989-08-08,-,4,SPT,バンダイ,名門第三野球部,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-11,-,4,SLG,学習研究社,ムーランルージュ戦記メルヴィルの炎,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-21,-,5,SLG,ホットビィ,武田信玄2スーパー戦国シュミレーションゲーム,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-24,-,5,SHT,CBSソニー,キャプテンED(えど),"￥5,900","￥6,000代",0,1,,,,迫由里香,平野義久,真島ヒロ,,-,-,-,-,-,
1989-08-25,-,4,RAC,コナミ,レーサーミニ四駆ジャパンカップ,"￥5,900","￥6,000代",0,1,,,亀和田光|永田昭彦|近藤隆司,戸隠のりやす,船橋淳,,,-,-,-,-,-,
1989-08-25,-,4,ACT,データイースト,ロボコップ,"￥5,800","￥6,000代",0,1,,,,,ベイジル・ポールドゥリス,エドワード・ニューマイヤー|マイケル・マイナー,,-,-,-,-,-,
1989-09-01,-,4,ACT,テクモ,激闘プロレス！！闘魂伝説,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-14,-,4,ADV,トーワチキ,アイドル八犬伝,"￥6,000","￥6,000代",0,1,,,大平浩|キャプテンつぼはち|吉川聡,近藤ゆたか,禎清宏|見里朝生,安藤尚彦,ウルトラかんさい|禎清宏,-,-,-,-,-,
1989-09-14,-,4,TAB,ポニーキャニオン,谷川浩司の将棋指南Ⅲ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-19,-,4,ADV,カプコン,マルサの女,"￥5,900","￥6,000代",0,1,,,,,本多俊之,伊丹十三,,-,-,-,-,-,
1989-09-20,31,5,RPG,ポニーキャニオン,ウルティマ聖者への道,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-22,-,4,SHT,タイトー,中華大仙,"￥5,800","￥6,000代",0,1,,,,阿部幸雄|藤原英裕,,,,-,-,-,-,-,
1989-09-23,-,4,TAB,ココナッツジャパン,アメリカンドリーム(AMERICANDREAM),"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,-,4,SHT,パックインビデオ,サンダーバード,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,-,4,SHT,コナミ,ツインビー3ポコポコ大魔王,"￥5,500","￥5,500代",0,1,,,T.ひぐち|井上秀登,Y.たかき|D.そうま|小玉紀年,藤尾敦|船内秀浩|鈴木勝彦,,,-,-,-,-,-,
1989-09-29,-,4,ADV,サンソフト,マハラジャ,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,-,4,ADV,ケムコ,悪魔の招待状,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,-,5,RPG,ユース,明治維新,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,-,4,PZL,ジャレコ,落っことしパズルとんじゃん,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-06,-,4,SPT,ケイアミューズメントリース,甲子園,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-13,-,4,SPT,アスミック,ワールドスーパーテニス,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-14,-,4,SLG,バリエ,ヴィナス戦記,"￥5,800","￥6,000代",0,1,,,,,久石譲,笹本祐一|安彦良和,,-,-,-,-,-,
1989-10-19,-,5,RPG,東映動画,北斗の拳3新世紀創造凄拳列伝,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,-,4,SPT,トンキンハウス,ソフトボール天国,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,-,4,RPG,バンダイ,ドラゴンボール3悟空伝,"￥6,800","￥7,000代",0,1,,,,,安達春樹,,,-,-,-,-,-,
1989-10-27,-,4,SPT,アイレム,メジャーリーグ,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,-,4,SPT,カルチャーブレーン,超人ウルトラベースボール,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,-,4,ACT,エピックソニー,田代まさしのプリンセスがいっぱい,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-31,-,4,TAB,光栄,麻雀大会,"￥7,800","￥8,000代",0,1,,,,,,,シブサワ・コウ,-,-,-,-,-,
1989-11-07,-,5,ADV,HAL研究所,御存知弥次喜多珍道中,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-10,-,4,SPT,テクノスジャパン,U.S.チャンピオンシップV'BALL,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-10,-,4,RPG,ナツメ,ダンジョン＆マジックSWORDSOFELEMENT(ソードオブエレメント),"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-11-17,-,4,RAC,アイレム,激突四駆バトル,"￥4,800","￥5,000代",0,1,,二見浩司,さいとうひろ,"岡野修身|BEBOLDER HIROSHIMA",御守郁子,,,-,-,-,-,-,
1989-11-17,-,4,ACT,九娯貿易,忍者COPサイゾウ,"￥5,900","￥6,000代",0,1,,,"TARO MACHIDA","NORIPI SAGAMI|DANICHI OONO","YOKI SHINJYUKU",,,-,-,-,-,-,
1989-11-24,-,4,SHT,アスミック,コズミックイプシロン,"￥6,500","￥6,500代",0,1,,,Kazenoofuu,Wozl,Endooo,,,-,-,-,-,-,
1989-11-24,-,5,TAB,シグマ商事,ベガスコネクションカジノより愛をこめて,"￥9,600","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1989-11-24,-,4,ACT,ジャレコ,寺尾のどすこい大相撲,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-25,-,4,SPT,タイトー,ゴルフッ子オープン,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-30,-,5,RPG,スクウェア,スクウェアのトムソーヤ,"￥6,500","￥6,500代",0,1,,,安達景太郎|吉井清史|中村博史,ほしののぶゆき|伊藤裕之|みうらまさあき|星野雅紀|時田貴司,植松伸夫,小森豪人,,-,-,-,-,-,
1989-12-01,-,4,SLG,ビック東海,コンフリクト,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-01,-,4,RPG,バップ,TAO(タオ)道,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-01,-,4,ACT,ケムコ,ホステージ,"￥5,900","￥6,000代",0,1,,,,,アレクサンドル・デプラ,ロバート・クレイス,,-,-,-,-,-,
1989-12-01,-,5,SLG,パックインビデオ,未来戦史ライオス,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,-,4,ADV,バンダイ,おそ松くんバックトゥザミーの出っ歯の巻,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,-,2,ACT,アイジーエス,スーパーモグラたたきぽっくんモグラー,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,-,4,RAC,タイトー,タイトーチェイスH.Q.,"￥5,900","￥6,000代",0,1,,,,酒匂弘幸,浅野孝已,,,-,-,-,-,-,
1989-12-08,-,5,RPG,東映動画,光と闇の戦い新里見八犬伝,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,-,5,ADV,ハドソン,星霊狩り,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-09,-,4,ACT,ポニーキャニオン,SUPERSTARプロレスリング,"￥5,900","￥6,000代",0,1,,,,,"ミュージック・ビデオ 「Superstar」 - YouTube「I Don't Know」 - YouTube",,,-,-,-,-,-,
1989-12-15,-,4,SHT,ナツメ,アバドックス,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,4,ADV,CBSソニー,かってにシロクマもりをすくえのまき,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,5,RPG,カプコン,スウィートホーム,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,4,SHT,コナミ,トップガンデュアルファイターズ,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,4,TAB,ジャレコ,ピンボールクエスト,"￥5,600","￥5,500代",0,1,,,,,林安芸人,,,-,-,-,-,-,
1989-12-15,-,4,SPT,エポック社,ファミコン野球盤,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,2,PZL,タイトー,フリップル,"￥3,900","￥4,000代",0,1,,,,,古川典裕,,,-,-,-,-,-,
1989-12-15,-,4,SPT,テクモ,激闘スタジアム,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,-,5,RPG,アイレム,神仙伝,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,-,4,SPT,ココナッツジャパン,ILOVEソフトボール,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,-,4,SPT,ヘクト,エモやんの10倍プロ野球セリーグ編,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,-,4,SPT,ポニーキャニオン,クォーターバックスクランブル,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,30,4,SPT,ナムコ,ファミスタ'90,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-20,-,4,SLG,ソフエル,ザ・マネーゲームⅡ兜町の奇跡,"￥5,900","￥6,000代",0,1,,,篠原正義|高橋範道|杉坂浩一|ドラゴン高橋|土津完保|山本忠行,山口裕司|山㟁栄一,大藤由美子(日本版)|村井俊夫(北米版),松沢博,,-,-,-,-,-,
1989-12-21,-,4,ACT,ジャレコ,ザロードオブキング,"￥5,600","￥5,500代",0,1,,竹森得泰,きんじょうさとる,竹森得泰|西村年幸|西村年幸|すごうともこ,横山清,,竹森得泰,-,-,-,-,-,
1989-12-22,-,4,ADV,エピックソニー,TMNETWORKLIVEINPOWERBOWL,"￥6,200","￥6,000代",0,1,,"RYOTARO HASEGAWA","PARASOL TSUNAKAWA","HEADBAD KASAHARA|MUCHIUCHI KODAMA|DARK KOHJIRO|TOBOKETA OKAMOTO","TM NETWORK","HIROYUKI NAKADA",山元哲治,-,-,-,-,-,
1989-12-22,-,4,ACT,サンソフト,バットマン,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-22,-,4,ACT,ナムコ,マッピーキッズ,"￥5,800","￥6,000代",0,1,,,,,岩永敦子,,,-,-,-,-,-,
1989-12-22,30,5,ACT,コナミ,悪魔城伝説,"￥6,500","￥6,500代",0,1,,赤松仁司,赤松仁司|たけもとみつお|奥田康雄|きたもとしんじ,I.Urata,船橋淳|森本幸恵|前沢秀憲|佐々木嘉則(欧米版),,,-,-,-,-,-,
1989-12-22,-,4,ACT,テクノスジャパン,双截龍ⅡTheRevenge,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-23,-,5,RPG,データイースト,ヘラクレスの栄光Ⅱタイタンの滅亡,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-23,-,4,TAB,ナツメ,中国雀士物語東風(トンフー),"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-25,-,4,SLG,アスミック,名門！多古西応援団,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-27,-,4,SPT,ティーエスエス,スーパーラグビー,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-01-05,-,5,RPG,コナミ,がんばれゴエモン外伝きえた黄金キセル,"￥6,980","￥7,000代",0,1,,,青山和浩|小川光章|山根秀直|亀和田光|近藤隆司,日下進|石原かずみち|寺田泰二|野崎助平|汾陽桂太,小倉努|場伶花|山根ミチル|上高治己|宮脇聡子,汾陽桂太,,-,-,-,-,-,
1990-01-06,30,2,PZL,HAL研究所,アドベンチャーズオブロロ,"￥4,900","￥5,000代",0,1,,,,,金指英樹,,,-,-,-,-,-,
1990-01-12,-,2,TAB,青木書店,囲碁名鑑,"￥9,680","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1990-01-26,-,4,ACT,カプコン,わんぱくダック夢冒険DUCKTALES,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-02,-,2,PZL,ヘクト,キャデラック,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-02,-,4,ACT,コナミ,SUPER魂斗羅(スーパーコントラ),"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-03,-,5,SLG,光栄,信長の野望戦国群雄伝,"￥11,800","￥12,000代",0,1,,,,,菅野よう子|山本光男,,シブサワ・コウ,-,-,-,-,-,
1990-02-06,-,4,ACT,東映動画,もっともあぶない刑事,"￥5,300","￥5,500代",0,1,,,,,都志見隆,柏原寛司,,-,-,-,-,-,
1990-02-11,37,6,RPG,エニックス,ドラゴンクエストⅣ導かれし者たち,"￥8,500","￥8,500代",310,1,,中村光一,内藤寬|山名学,鳥山明,すぎやまこういち,堀井雄二,千田幸信,◾黒,-,-,-,-,
1990-02-23,-,4,PZL,ポニーキャニオン,アークティック,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-02-23,-,4,ACT,エポック社,キテレツ大百科,"￥5,900","￥6,000代",0,1,,,,,,藤子・F・不二雄,,-,-,-,-,-,
1990-02-23,-,4,ACT,カプコン,デッドフォックス,"￥5,800","￥6,000代",0,1,,,,,下村陽子|民谷淳子,,,-,-,-,-,-,
1990-02-24,-,4,RPG,バンダイ,悪魔くん魔界の罠,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-27,-,4,ACT,アテナ,ドラゴンユニット,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,-,4,ADV,アイレム,西村京太郎ミステリースーパーエクスプレス殺人事件,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,-,5,SLG,ホットビィ,プレジデントの選択,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,-,4,ACT,データイースト,ヘビーバレル,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-09,32,4,RPG,アスキー,ウィザードリィⅢダイヤモンドの騎士,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-03-09,-,4,ACT,タイトー,ドンドコドン,"￥5,900","￥6,000代",0,1,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,-,-,-,-,-,
1990-03-09,-,2,ACT,コナミ,モアイくん,"￥4,800","￥5,000代",0,1,,村木摂|梅崎重治,柴田裕治,岸本方彰,上高治己,,,-,-,-,-,-,
1990-03-16,-,4,SHT,アイレム,イメージファイト,"￥6,500","￥6,500代",0,1,,,,,石田雅彦,,,-,-,-,-,-,
1990-03-16,-,4,ACT,カプコン,仮面の忍者花丸,"￥5,800","￥6,000代",0,1,,,東尾直樹,,,,,-,-,-,-,-,
1990-03-16,-,4,ACT,ケイアミューズメントリース,怒Ⅲ,"￥5,600","￥5,500代",0,1,,,,かまだおさむ,幡谷希久子|田中敬一,,,-,-,-,-,-,
1990-03-23,-,5,RPG,ビクター音楽産業,サンサーラナーガ,"￥7,500","￥7,500代",0,1,,押井守,藤沢昇,桜玉吉,川井憲次|笠井治|原田昌亮|なかやましんじ,伊藤和典,小森治信,-,-,-,-,-,
1990-03-23,-,2,ACT,データイースト,バルダーダッシュ,"￥4,900","￥5,000代",0,1,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,-,-,-,-,-,
1990-03-23,-,5,RPG,ハドソン,魔神英雄伝ワタル外伝,"￥6,800","￥7,000代",0,1,,税所義仁|西澤龍一,渡辺勉|石塚路志人,吉原正訓|盛岡三奈,坂本慎一,,青山英治|川田忠之,-,-,-,-,-,
1990-03-30,-,2,SPT,徳間書店,パワーサッカー,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,-,5,SLG,アスキー,ベストプレープロ野球Ⅱ,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,-,5,ETC,イマジニア,井崎脩五郎の競馬必勝学,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,-,5,RPG,コナミ,魍魎戦記MADARA(魔陀羅マダラ),"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-06,-,5,RPG,アスミック,ディープダンジョンⅣ黒の妖術師,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-06,33,5,RPG,ナムコ,デジタルデビル物語女神転生Ⅱ,"￥7,800","￥8,000代",0,1,,,,金子一馬,増子司,,,-,-,-,-,-,
1990-04-06,-,4,ACT,テクモ,忍者龍剣伝Ⅱ暗黒の邪神剣,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-07,-,4,RPG,バンダイ,ウルトラマン倶楽部2帰ってきたウルトラマン倶楽部,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-13,-,4,SLG,バリエ,ガンヘッド新たなる戦い,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-13,-,2,PZL,コナミ,クォース,"￥4,900","￥5,000代",0,1,,,"WADA 891006|石田和彦",井内洋|鮫島宗治|高野泰,半澤一雄,,,-,-,-,-,-,
1990-04-13,-,5,RPG,SNK,ゴッドスレイヤーはるか天空のソナタ,"￥7,600","￥7,500代",0,1,,河野和人,ぐうゆきお|おかださとる,前田義久,おさかようこ,冨田聖司,河野和人,-,-,-,-,-,
1990-04-20,-,4,ACT,バンプレスト,SDバトル大相撲平成ヒーロー場所,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-20,-,4,ACT,タイトー,パワーブレイザー,"￥5,900","￥6,000代",0,1,,,岩佐俊和,,山下絹代,,,-,-,-,-,-,
1990-04-20,-,5,SLG,任天堂,ファイアーエムブレム暗黒竜と光の剣,"￥6,000","￥6,000代",0,1,,寺崎啓祐,たにまさはる|いまにしまさゆき|吉田康二|ふくらけい,加賀昭三|大澤徹|大西直孝|町田敏|村松敏孝,技術指導:田中宏和|作曲:馬場由佳,加賀昭三,横井軍平,◾黒,-,-,-,-,
1990-04-20,-,4,ETC,日本物産,黒鉄ヒロシの予想大好き！勝馬伝説,"￥8,000","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-27,36,6,RPG,スクウェア,ファイナルファンタジーⅢ,"￥8,400","￥8,500代",140,1,,坂口博信,ナーシャ・ジベリ,田中弘道|青木和彦|天野喜孝,植松伸夫,寺田憲史,宮本雅史,⬜白,-,-,-,-,
1990-05-11,-,4,RPG,ピクセル,影狼伝説,"￥6,200","￥6,000代",0,1,,,,,小倉久佳,,,-,-,-,-,-,
1990-05-18,-,4,ETC,ハドソン,キャッスルクエスト,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-05-18,-,4,SPT,テクノスジャパン,熱血高校ドッジボール部サッカー編,"￥5,900","￥6,000代",0,1,,,とみやまひろこ|熊谷慎太郎|松本康裕,富山徳之|関本弘之|吉田晄浩|小山俊明|根立克行,澤和雄,,,-,-,-,-,-,
