🌡️平均気温の合計(℃),☔降水量の合計(mm),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,⚪未使用1,⚪未使用2,🌡️平均気温(℃),❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
1965-01,105.2,2.2,↖️北西,北海道,札幌市,,0,-2.8,117,74,8.1,3.8,1009.8,87.8,29,1,0
1965-02,177.1,2.9,↖️北北西,北海道,札幌市,,0,-4.3,179,73,7.5,3.4,1006.6,72.1,28,1,0
1965-03,95.4,3.3,↖️北北西,北海道,札幌市,,0,-1.2,99,70,7.3,4.1,1008.1,165.5,27,0,0
1965-04,56.6,3.4,↖️北北西,北海道,札幌市,,0,4.6,12,63,6.1,5.4,1008.3,200.3,11,0,0
1965-05,38.8,3.9,↘️南東,北海道,札幌市,,0,11.8,0,65,6.1,8.8,1007.3,190.2,0,1,1
1965-06,46.1,3.0,↘️南東,北海道,札幌市,,0,16.1,0,73,6.2,13.3,1005.9,214.8,0,0,2
1965-07,63.6,3.2,↘️東南東,北海道,札幌市,,0,18.6,0,79,8.5,17.0,1004.0,149.3,0,0,5
1965-08,26.6,3.1,↘️南東,北海道,札幌市,,0,22.1,0,76,6.5,20.1,1007.2,175.6,0,0,3
1965-09,480.5,3.0,↘️南東,北海道,札幌市,,0,17.2,0,75,6.4,15.0,1007.1,168.5,0,4,0
1965-10,57.4,2.1,⬇️南南東,北海道,札幌市,,0,10.5,0,70,5.1,9.0,1014.6,172.9,0,0,0
1965-11,99.2,3.2,↖️北西,北海道,札幌市,,0,3.7,35,69,8.0,5.8,1012.0,92.3,21,2,1
1965-12,97.1,2.4,↘️南東,北海道,札幌市,,0,-2.0,73,76,7.5,4.1,1008.8,60.6,28,0,0
1966-01,181.0,2.7,↖️北西,北海道,札幌市,,0,-4.7,235,76,7.6,3.4,1006.5,98.7,31,1,0
1966-02,74.0,3.2,↘️南東,北海道,札幌市,,0,-3.9,98,74,7.2,3.6,1010.0,116.4,25,0,1
1966-03,143.0,3.2,↖️北北西,北海道,札幌市,,0,0.8,89,75,8.2,5.0,1005.3,123.1,24,0,3
1966-04,75.8,3.7,↘️南東,北海道,札幌市,,0,5.4,2,69,7.1,6.3,1011.6,166.4,9,0,0
1966-05,43.3,3.6,↖️北北西,北海道,札幌市,,0,12.2,0,63,6.7,8.7,1008.3,206.6,1,0,0
1966-06,96.3,3.4,↘️南東,北海道,札幌市,,0,15.7,0,73,7.3,13.0,1009.3,200.9,0,0,3
1966-07,58.2,3.1,↘️南東,北海道,札幌市,,0,18.5,0,80,7.9,17.2,1004.8,156.4,0,2,5
1966-08,118.5,3.1,↘️南東,北海道,札幌市,,0,22.0,0,81,7.3,21.5,1006.7,158.9,0,4,1
1966-09,102.6,2.1,↘️南東,北海道,札幌市,,0,15.8,0,75,6.6,13.7,1009.1,168.4,0,3,0
1966-10,169.4,2.0,↘️南東,北海道,札幌市,,0,12.3,0,77,7.0,11.3,1013.0,133.7,0,1,2
1966-11,85.2,2.6,⬇️南南東,北海道,札幌市,,0,4.9,35,70,7.0,6.3,1010.8,121.6,14,0,0
1966-12,180.2,1.9,↖️北西,北海道,札幌市,,0,-4.2,235,77,6.9,3.6,1011.3,76.9,31,1,0
1967-01,96.4,2.4,↖️北西,北海道,札幌市,,0,-6.3,153,73,6.9,2.9,1009.1,93.4,29,0,0
1967-02,36.9,2.2,↖️北西,北海道,札幌市,,0,-4.4,40,68,6.0,3.2,1013.3,139.5,24,0,0
1967-03,89.3,3.1,↖️北西,北海道,札幌市,,0,0.6,40,69,6.6,4.5,1009.9,177.7,22,0,0
1967-04,63.1,4.0,↖️北西,北海道,札幌市,,0,6.5,8,66,6.1,6.5,1014.2,199.5,6,0,1
1967-05,49.2,3.2,↘️南東,北海道,札幌市,,0,13.6,0,73,7.0,11.1,1009.3,211.9,0,0,5
1967-06,123.2,2.7,↖️北北西,北海道,札幌市,,0,15.7,0,78,7.6,13.9,1003.8,168.3,0,1,0
1967-07,100.4,2.7,↘️南東,北海道,札幌市,,0,20.9,0,81,8.0,20.4,1004.7,173.4,0,1,5
1967-08,92.1,2.5,↘️南東,北海道,札幌市,,0,22.1,0,75,6.6,20.0,1004.3,226.5,0,3,1
1967-09,174.0,2.3,↘️南東,北海道,札幌市,,0,16.3,0,80,7.2,14.8,1011.7,145.8,0,1,0
1967-10,102.3,2.2,↘️南東,北海道,札幌市,,0,10.4,0,69,5.2,8.9,1013.1,193.7,0,1,0
1967-11,75.9,2.6,↖️北西,北海道,札幌市,,0,2.7,33,67,7.1,5.3,1016.6,131.0,16,0,1
1967-12,101.5,2.0,↘️南東,北海道,札幌市,,0,-2.1,100,74,6.5,4.0,1011.5,98.8,24,1,0
1968-01,103.0,2.0,↘️南東,北海道,札幌市,,0,-3.4,134,75,7.7,3.6,1004.0,111.4,29,1,0
1968-02,101.5,2.0,↘️南東,北海道,札幌市,,0,-4.8,134,73,6.2,3.3,1012.0,162.2,24,0,0
1968-03,37.0,3.0,↘️南東,北海道,札幌市,,0,1.8,15,71,6.6,5.0,1008.7,164.8,18,0,0
1968-04,37.0,2.8,↖️北西,北海道,札幌市,,0,7.1,0,66,5.8,6.7,1015.8,214.4,1,0,2
1968-05,92.5,3.7,↘️南東,北海道,札幌市,,0,11.6,0,72,7.6,9.7,1010.2,159.6,0,1,0
1968-06,38.0,3.1,↘️南東,北海道,札幌市,,0,16.7,0,73,5.7,13.8,1009.3,243.8,0,0,5
1968-07,48.0,2.8,↘️南東,北海道,札幌市,,0,20.6,0,77,6.4,18.8,1004.6,223.3,0,1,4
1968-08,129.0,2.8,↘️南東,北海道,札幌市,,0,20.8,0,80,7.6,19.7,1006.0,173.7,0,3,2
1968-09,108.5,3.0,↘️南東,北海道,札幌市,,0,17.1,0,76,5.8,14.9,1013.4,178.1,0,0,0
1968-10,67.5,1.9,↘️南東,北海道,札幌市,,0,8.7,0,71,5.5,8.3,1014.2,165.1,3,0,0
1968-11,135.0,2.4,↘️南東,北海道,札幌市,,0,6.2,12,72,6.2,7.1,1014.3,125.0,8,0,0
1968-12,84.0,2.2,↖️北西,北海道,札幌市,,0,0.6,75,71,6.8,4.9,1011.9,101.5,18,0,0
1969-01,69.5,1.9,↖️北西,北海道,札幌市,,0,-5.5,105,70,6.7,2.9,1010.0,132.6,31,0,0
1969-02,107.5,2.4,↖️北西,北海道,札幌市,,0,-5.3,128,69,6.6,3.0,1013.6,140.2,23,0,0
1969-03,40.0,2.7,↖️北西,北海道,札幌市,,0,-1.4,46,66,6.4,3.8,1012.2,206.1,24,0,0
1969-04,32.0,3.3,↖️北西,北海道,札幌市,,0,6.0,14,67,7.1,6.2,1011.7,179.4,8,0,0
1969-05,78.0,3.9,↘️南東,北海道,札幌市,,0,11.0,0,67,7.1,8.6,1004.4,188.4,0,0,0
1969-06,102.0,3.1,↘️南東,北海道,札幌市,,0,15.0,0,79,8.3,13.6,1004.3,156.2,0,1,5
1969-07,58.5,2.9,↘️南東,北海道,札幌市,,0,20.6,0,77,6.7,19.1,1007.6,222.3,0,2,3
1969-08,170.5,2.6,↘️南東,北海道,札幌市,,0,19.6,0,82,8.3,18.9,1006.1,128.1,0,3,1
1969-09,76.5,2.4,↖️北西,北海道,札幌市,,0,16.4,0,72,5.6,14.0,1010.4,220.6,0,3,1
1969-10,88.5,2.7,↘️南東,北海道,札幌市,,0,9.8,0,70,6.0,8.8,1013.5,179.9,0,0,1
1969-11,65.0,2.6,↖️北西,北海道,札幌市,,0,3.8,48,67,7.2,5.7,1014.6,136.7,16,1,0
1969-12,69.5,2.3,↖️北西,北海道,札幌市,,0,-3.6,94,70,7.3,3.5,1010.7,115.9,30,0,0
1970-01,106.0,1.9,↖️北西,北海道,札幌市,,0,-5.9,137,73,6.9,3.0,1011.3,138.3,28,0,0
1970-02,89.5,3.0,↖️北西,北海道,札幌市,,0,-3.0,83,72,7.9,3.7,1008.9,127.7,28,0,0
1970-03,151.0,2.8,↖️北西,北海道,札幌市,,0,-3.0,153,74,7.6,3.8,1008.4,170.0,29,0,0
1970-04,45.5,3.2,↘️南東,北海道,札幌市,,0,5.9,6,64,5.3,6.0,1014.9,251.0,6,0,1
1970-05,38.0,3.8,↘️南東,北海道,札幌市,,0,13.8,0,65,6.5,10.0,1009.2,238.2,0,2,0
1970-06,95.5,3.0,↘️南東,北海道,札幌市,,0,16.0,0,76,6.4,13.6,1008.7,226.2,0,1,4
1970-07,66.0,3.1,↘️南東,北海道,札幌市,,0,21.4,0,75,7.6,19.5,1006.0,207.6,0,1,2
1970-08,99.0,3.0,↖️北西,北海道,札幌市,,0,21.5,0,78,7.0,20.1,1009.3,205.6,0,0,1
1970-09,196.5,3.0,↘️南東,北海道,札幌市,,0,17.4,0,72,5.8,14.5,1010.3,224.6,0,0,0
1970-10,83.5,2.3,↘️南東,北海道,札幌市,,0,11.2,0,70,5.7,9.7,1014.4,188.6,2,1,0
1970-11,87.0,2.5,↘️南東,北海道,札幌市,,0,4.9,33,71,7.3,6.4,1012.4,120.4,14,0,2
1970-12,61.5,2.4,↖️西北西,北海道,札幌市,,0,-2.2,66,68,6.7,3.6,1009.8,130.8,28,0,0
1971-01,108.5,2.1,↘️南東,北海道,札幌市,,0,-5.0,169,75,6.8,3.2,1011.9,119.7,26,1,0
1971-02,50.0,2.4,↘️南東,北海道,札幌市,,0,-3.7,61,73,7.0,3.6,1013.9,141.4,23,0,0
1971-03,47.5,2.8,↖️北西,北海道,札幌市,,0,0.0,50,65,7.4,4.0,1009.5,171.3,24,0,1
1971-04,20.0,3.7,↖️北西,北海道,札幌市,,0,6.4,1,54,5.8,5.2,1011.2,221.1,5,0,0
1971-05,64.5,3.8,↖️北西,北海道,札幌市,,0,10.4,0,69,7.6,8.6,1008.6,192.4,3,0,0
1971-06,81.5,2.9,↖️北西,北海道,札幌市,,0,14.4,0,79,6.6,12.8,1005.5,216.1,0,0,2
1971-07,91.5,3.1,↘️南東,北海道,札幌市,,0,19.0,0,82,8.7,18.0,1003.5,139.9,0,0,4
1971-08,40.0,2.8,↘️南東,北海道,札幌市,,0,20.3,0,82,7.5,19.8,1007.9,195.9,0,0,1
1971-09,126.5,2.7,↘️南東,北海道,札幌市,,0,15.6,0,80,6.8,14.3,1011.0,195.3,0,0,0
1971-10,180.0,2.4,↘️南東,北海道,札幌市,,0,10.5,0,74,5.2,9.5,1013.3,182.3,1,1,0
1971-11,49.5,2.4,↖️北西,北海道,札幌市,,0,4.4,17,71,7.7,6.1,1014.0,104.5,11,2,0
1971-12,93.0,2.6,⬅️西,北海道,札幌市,,0,-1.4,111,71,7.9,4.1,1011.5,109.7,27,0,0
1972-01,148.5,2.4,↖️北西,北海道,札幌市,,0,-3.9,195,78,7.9,3.7,1017.7,107.8,24,0,0
1972-02,267.5,2.8,↘️南東,北海道,札幌市,,0,-3.8,173,76,7.4,3.6,1011.0,137.3,29,0,0
1972-03,42.0,2.8,↖️北西,北海道,札幌市,,0,0.2,27,71,6.5,4.5,1012.4,233.9,18,0,0
1972-04,67.0,3.4,↘️南東,北海道,札幌市,,0,6.9,19,68,6.5,6.9,1014.0,234.2,4,0,0
1972-05,115.5,3.2,↘️南東,北海道,札幌市,,0,11.8,0,69,6.3,9.5,1006.1,214.1,0,1,0
1972-06,87.0,3.3,↘️南東,北海道,札幌市,,0,15.7,0,81,6.9,14.3,1005.4,179.0,0,3,0
1972-07,29.5,3.2,↘️東南東,北海道,札幌市,,0,20.6,0,81,7.2,19.7,1006.0,236.8,0,0,0
1972-08,63.5,2.6,↘️東南東,北海道,札幌市,,0,21.7,0,78,7.0,20.2,1006.0,174.6,0,4,1
1972-09,284.0,2.9,↘️南東,北海道,札幌市,,0,16.8,0,79,6.3,15.3,1010.2,188.0,0,2,0
1972-10,107.0,2.9,↘️南東,北海道,札幌市,,0,11.9,0,73,6.4,10.5,1012.3,181.3,0,5,0
1972-11,265.5,2.8,↘️南東,北海道,札幌市,,0,3.7,24,72,8.0,5.8,1011.0,96.6,19,3,1
1972-12,82.0,2.2,↘️南東,北海道,札幌市,,0,0.0,52,71,7.6,4.5,1011.8,84.1,20,1,0
1973-01,87.5,1.8,↘️南東,北海道,札幌市,,0,-2.7,130,78,7.9,4.0,1015.0,104.3,28,0,0
1973-02,69.0,2.9,↖️北西,北海道,札幌市,,0,-2.3,96,68,8.0,3.7,1009.1,125.3,24,1,0
1973-03,89.0,2.8,↘️南東,北海道,札幌市,,0,-1.9,90,68,7.1,3.7,1010.1,189.5,26,0,0
1973-04,46.5,4.2,↘️南東,北海道,札幌市,,0,6.8,0,61,5.8,6.0,1009.3,230.7,3,0,0
1973-05,41.0,3.4,↖️北西,北海道,札幌市,,0,12.1,0,67,6.5,9.3,1008.2,212.6,0,0,0
1973-06,13.0,2.7,↘️東南東,北海道,札幌市,,0,15.8,0,74,6.5,13.3,1008.8,242.3,0,0,3
1973-07,15.5,2.7,↖️北西,北海道,札幌市,,0,20.6,0,78,7.8,18.9,1007.8,194.0,0,0,0
1973-08,277.0,2.1,↖️北西,北海道,札幌市,,0,23.0,0,83,6.9,23.2,1008.2,193.1,0,2,2
1973-09,197.0,2.1,↘️南東,北海道,札幌市,,0,16.8,0,79,5.9,15.1,1010.5,183.2,0,2,0
1973-10,177.5,1.9,↘️南東,北海道,札幌市,,0,10.3,0,74,6.7,9.5,1014.0,136.1,0,2,0
1973-11,97.5,2.3,↘️南東,北海道,札幌市,,0,3.7,32,69,7.8,5.7,1008.4,105.2,15,2,0
1973-12,62.5,2.0,↘️南東,北海道,札幌市,,0,-1.9,82,70,7.0,3.8,1005.4,103.8,28,0,0
1974-01,99.0,2.3,↖️北西,北海道,札幌市,,0,-3.3,113,76,7.4,3.6,1008.7,129.7,23,1,0
1974-02,71.5,2.2,↘️南東,北海道,札幌市,,0,-3.2,106,75,7.5,3.7,1011.6,119.7,25,0,0
1974-03,40.5,2.4,↖️北西,北海道,札幌市,,0,-0.9,44,73,6.8,4.3,1013.6,199.5,23,0,0
1974-04,105.5,3.5,↘️南東,北海道,札幌市,,0,6.4,20,68,6.8,6.5,1007.5,163.6,4,0,0
1974-05,48.5,3.2,↖️北西,北海道,札幌市,,0,12.0,0,68,6.7,9.3,1009.4,226.9,0,0,2
1974-06,101.5,3.7,↘️南東,北海道,札幌市,,0,16.1,0,81,8.0,14.8,1006.4,163.8,0,0,1
1974-07,47.5,2.8,↘️南東,北海道,札幌市,,0,19.9,0,79,6.6,18.6,1008.0,243.7,0,0,0
1974-08,156.0,2.2,↖️北西,北海道,札幌市,,0,21.3,0,85,7.8,21.5,1005.7,184.1,0,1,0
1974-09,100.0,2.8,↘️南東,北海道,札幌市,,0,17.3,0,80,6.4,15.9,1010.1,155.3,0,1,0
1974-10,132.0,2.6,↘️南東,北海道,札幌市,,0,10.5,0,71,7.0,9.3,1010.6,132.3,1,0,0
1974-11,77.5,2.5,↖️北西,北海道,札幌市,,0,3.1,35,64,6.7,5.0,1012.8,122.3,15,1,0
1974-12,83.5,2.3,↖️北西,北海道,札幌市,,0,-4.0,133,66,7.0,3.1,1015.2,125.8,31,0,0
1975-01,85.0,1.8,↘️南東,北海道,札幌市,,0,-4.2,140,71,7.7,3.3,1009.1,111.0,26,0,0
1975-02,60.0,2.0,↘️南東,北海道,札幌市,,0,-4.4,80,68,7.2,3.1,1010.2,128.0,22,1,0
1975-03,135.0,2.1,↘️南東,北海道,札幌市,,0,-0.3,44,74,6.7,4.5,1010.7,171.3,21,0,0
1975-04,46.5,3.0,↖️北西,北海道,札幌市,,0,7.6,0,67,6.5,7.2,1011.5,202.8,2,0,0
1975-05,36.5,3.1,↖️北西,北海道,札幌市,,0,11.9,0,72,7.6,10.0,1009.1,193.6,0,0,0
1975-06,67.0,2.8,↘️東南東,北海道,札幌市,,0,16.5,0,76,7.7,14.2,1006.8,198.2,0,0,1
1975-07,109.5,1.9,↘️東南東,北海道,札幌市,,0,19.9,0,83,9.0,19.2,1005.5,97.1,0,2,0
1975-08,342.5,2.2,↘️東南東,北海道,札幌市,,0,22.3,0,78,7.0,21.1,1008.0,197.4,0,4,0
1975-09,99.5,2.1,↘️南東,北海道,札幌市,,0,18.6,0,73,7.0,16.4,1011.0,177.1,0,1,1
1975-10,198.5,1.8,↘️南東,北海道,札幌市,,0,10.4,1,73,5.6,9.5,1015.1,168.9,1,2,0
1975-11,180.0,2.1,↘️南東,北海道,札幌市,,0,4.8,26,72,6.5,6.4,1018.3,121.5,6,1,0
1975-12,72.0,1.6,↖️北西,北海道,札幌市,,0,-3.1,111,73,6.9,3.6,1013.4,97.8,27,0,0
1976-01,109.0,2.0,↖️西北西,北海道,札幌市,,0,-4.1,147,70,7.1,3.3,1006.2,128.7,30,0,0
1976-02,60.5,2.2,↖️北西,北海道,札幌市,,0,-2.8,75,69,7.5,3.6,1014.3,107.0,22,0,0
1976-03,68.5,2.4,↖️北西,北海道,札幌市,,0,0.0,76,66,6.6,4.1,1011.9,167.1,24,1,0
1976-04,23.0,3.0,↖️北西,北海道,札幌市,,0,5.9,1,64,6.0,6.0,1012.5,207.7,10,0,0
1976-05,33.0,2.9,↘️南東,北海道,札幌市,,0,12.7,0,62,5.6,8.8,1007.6,253.2,0,0,1
1976-06,78.5,2.8,↘️南東,北海道,札幌市,,0,15.4,0,79,7.7,13.6,1008.4,193.4,0,0,0
1976-07,18.5,2.5,↘️東南東,北海道,札幌市,,0,20.4,0,72,6.6,17.5,1008.4,240.5,0,2,1
1976-08,104.5,2.1,↘️南東,北海道,札幌市,,0,19.4,0,75,6.5,16.8,1007.6,201.5,0,2,0
1976-09,87.5,2.0,↘️南東,北海道,札幌市,,0,16.2,0,75,6.5,14.0,1011.9,157.3,0,0,0
1976-10,174.5,1.7,↘️南東,北海道,札幌市,,0,10.5,0,71,6.0,9.3,1010.5,163.5,3,0,0
1976-11,133.5,1.9,↖️北西,北海道,札幌市,,0,2.8,23,69,7.5,5.4,1013.3,85.0,22,1,0
1976-12,108.5,1.4,↖️北西,北海道,札幌市,,0,-2.0,122,69,6.9,3.8,1010.6,114.1,25,0,0
1977-01,94.0,1.2,↘️南東,北海道,札幌市,,0,-7.5,173,67,6.3,2.4,1011.9,133.6,29,0,0
1977-02,86.0,1.7,↘️南東,北海道,札幌市,,0,-5.5,102,67,7.6,2.9,1010.6,133.1,24,0,0
1977-03,74.0,2.1,↘️南東,北海道,札幌市,,0,-0.1,52,67,7.3,4.3,1014.7,174.2,19,0,0
1977-04,131.0,2.9,↖️北西,北海道,札幌市,,0,5.2,11,63,6.5,5.6,1009.1,176.0,13,0,0
1977-05,75.0,2.9,↖️北西,北海道,札幌市,,0,11.2,0,71,6.1,9.4,1008.6,223.1,1,0,1
1977-06,7.5,3.1,↘️南東,北海道,札幌市,,0,15.9,0,71,6.8,12.9,1007.7,247.5,0,0,2
1977-07,58.0,2.8,↘️南東,北海道,札幌市,,0,21.3,0,76,7.9,19.3,1006.3,186.3,0,1,2
1977-08,190.5,2.3,↘️南東,北海道,札幌市,,0,20.3,0,76,7.1,18.3,1006.0,192.6,0,4,2
1977-09,99.0,2.1,↘️南東,北海道,札幌市,,0,17.4,0,73,6.3,14.9,1011.2,168.7,0,1,0
1977-10,20.5,2.1,↘️南東,北海道,札幌市,,0,11.3,0,68,4.8,9.5,1017.8,186.9,0,1,0
1977-11,151.5,1.9,↘️南東,北海道,札幌市,,0,5.2,5,68,7.0,6.2,1017.0,111.7,5,1,0
1977-12,115.5,2.0,↖️北西,北海道,札幌市,,0,-0.6,89,70,8.0,4.2,1013.7,99.1,23,1,0
1978-01,168.0,1.9,↖️北西,北海道,札幌市,,0,-5.2,231,74,8.6,3.2,1007.3,93.5,29,0,0
1978-02,105.0,1.6,↖️北西,北海道,札幌市,,0,-7.6,153,69,7.3,2.5,1010.2,143.1,26,0,0
1978-03,110.5,2.4,↖️北西,北海道,札幌市,,0,-0.7,108,68,6.9,4.0,1008.8,176.4,23,1,0
1978-04,43.5,3.3,↖️北西,北海道,札幌市,,0,5.4,9,65,7.6,5.9,1007.1,139.1,6,0,0
1978-05,92.0,2.6,↘️南東,北海道,札幌市,,0,12.0,0,64,6.4,8.8,1008.5,222.5,0,1,0
1978-06,91.5,2.1,↖️北西,北海道,札幌市,,0,17.8,0,75,7.0,15.3,1006.1,209.9,0,1,2
1978-07,46.0,2.5,↘️南東,北海道,札幌市,,0,23.2,0,76,6.7,21.6,1007.1,228.2,0,2,1
1978-08,69.5,2.2,↘️南東,北海道,札幌市,,0,23.2,0,71,6.4,20.3,1005.7,213.6,0,0,0
1978-09,52.5,2.0,↘️南東,北海道,札幌市,,0,17.0,0,67,5.2,13.2,1011.3,203.6,0,3,0
1978-10,123.0,1.9,↘️南東,北海道,札幌市,,0,9.7,5,68,6.4,8.6,1015.2,153.9,2,0,0
1978-11,88.5,1.7,↘️南東,北海道,札幌市,,0,4.5,3,64,6.8,5.5,1015.0,134.5,13,0,0
1978-12,100.0,1.6,↖️北西,北海道,札幌市,,0,-1.0,82,68,7.2,4.1,1014.8,111.6,20,0,0
1979-01,103.5,1.8,↖️北西,北海道,札幌市,,0,-5.3,143,69,7.5,3.0,1012.1,99.1,27,0,0
1979-02,109.0,2.2,↘️南東,北海道,札幌市,,0,-2.6,127,66,7.4,3.4,1008.9,128.3,22,0,0
1979-03,112.0,2.4,↖️北西,北海道,札幌市,,0,-0.6,67,65,7.0,3.9,1010.5,139.1,22,0,0
1979-04,41.0,2.5,↖️北西,北海道,札幌市,,0,4.6,40,64,6.8,5.5,1012.1,165.3,11,0,0
1979-05,38.0,2.6,↖️北西,北海道,札幌市,,0,10.9,0,64,6.7,8.3,1008.4,209.9,0,0,0
1979-06,48.0,2.4,↘️南東,北海道,札幌市,,0,17.5,0,68,7.0,13.7,1007.9,188.4,0,0,2
1979-07,85.5,2.5,↘️南東,北海道,札幌市,,0,19.4,0,73,6.7,16.6,1005.5,218.3,0,3,0
1979-08,41.5,2.3,↘️南東,北海道,札幌市,,0,22.1,0,68,6.2,18.3,1006.1,237.9,0,0,0
1979-09,88.5,1.9,↘️南東,北海道,札幌市,,0,16.9,0,67,6.8,13.1,1012.5,184.1,0,1,0
1979-10,244.5,1.9,↘️南東,北海道,札幌市,,0,12.5,0,70,6.2,10.5,1011.6,161.5,1,3,0
1979-11,106.0,2.2,↖️北西,北海道,札幌市,,0,4.7,27,66,7.0,6.1,1016.6,117.9,15,0,0
1979-12,61.0,1.7,↘️南東,北海道,札幌市,,0,0.9,50,69,7.5,4.8,1015.1,103.2,17,0,0
1980-01,97.0,2.4,↖️北西,北海道,札幌市,,0,-3.9,143,68,8.3,3.2,1008.7,112.5,29,0,0
1980-02,149.0,1.9,↖️北西,北海道,札幌市,,0,-5.7,244,74,8.1,3.0,1010.1,126.3,28,0,0
1980-03,108.0,2.6,↖️北西,北海道,札幌市,,0,-0.5,109,64,7.1,3.9,1011.1,185.9,23,0,0
1980-04,86.0,2.8,↖️北西,北海道,札幌市,,0,4.1,11,66,6.8,5.4,1013.0,144.7,11,0,0
1980-05,28.0,2.8,↘️南東,北海道,札幌市,,0,12.3,0,64,6.9,8.9,1007.4,215.4,1,0,1
1980-06,125.5,2.7,↘️東南東,北海道,札幌市,,0,17.6,0,71,6.8,14.1,1006.7,204.5,0,0,0
1980-07,86.0,2.1,↘️南東,北海道,札幌市,,0,19.4,0,76,7.6,17.3,1006.9,182.5,0,3,2
1980-08,126.0,2.3,↘️南東,北海道,札幌市,,0,19.0,0,78,7.7,17.1,1010.8,139.7,0,1,0
1980-09,35.0,2.1,↘️南東,北海道,札幌市,,0,16.9,0,68,6.1,13.5,1011.0,191.0,0,1,0
1980-10,120.5,2.0,↘️南東,北海道,札幌市,,0,10.8,0,70,6.3,9.2,1011.9,158.7,1,1,0
1980-11,48.0,2.0,⬇️南南東,北海道,札幌市,,0,5.1,10,68,5.4,6.1,1012.8,147.9,9,0,0
1980-12,169.5,1.9,↘️南東,北海道,札幌市,,0,-0.3,134,75,8.2,4.6,1006.0,94.0,23,2,0
1981-01,162.0,1.5,↘️南東,北海道,札幌市,,0,-4.9,273,76,7.3,3.3,1007.5,134.3,26,0,0
1981-02,41.0,1.8,↘️東南東,北海道,札幌市,,0,-3.2,62,72,8.1,3.6,1009.6,137.1,25,0,0
1981-03,139.0,2.6,↘️南東,北海道,札幌市,,0,-0.5,136,74,7.3,4.5,1012.0,162.7,27,1,0
1981-04,89.5,2.6,↖️北西,北海道,札幌市,,0,6.6,2,67,5.7,6.5,1008.1,205.0,3,1,2
1981-05,71.0,3.4,↖️北西,北海道,札幌市,,0,10.3,0,72,7.1,8.9,1007.7,196.3,0,0,0
1981-06,50.0,2.8,↘️南東,北海道,札幌市,,0,14.9,0,79,8.2,13.4,1008.7,173.3,0,1,2
1981-07,41.0,2.1,↘️東南東,北海道,札幌市,,0,21.0,0,80,7.7,19.9,1007.5,193.5,0,0,0
1981-08,644.0,2.6,↘️南東,北海道,札幌市,,0,20.9,0,79,8.1,19.3,1003.4,153.1,0,7,2
1981-09,176.5,2.0,↘️南東,北海道,札幌市,,0,16.2,0,72,6.0,13.4,1010.5,208.7,0,2,0
1981-10,80.5,2.6,↘️南東,北海道,札幌市,,0,11.0,0,67,5.8,9.1,1010.0,200.2,3,3,0
1981-11,73.5,2.2,↖️北西,北海道,札幌市,,0,1.8,47,64,7.3,4.6,1013.1,125.1,24,0,1
1981-12,103.5,2.0,↖️北西,北海道,札幌市,,0,-0.2,111,71,7.9,4.4,1011.8,87.0,26,1,0
1982-01,122.0,2.1,↘️南東,北海道,札幌市,,0,-4.4,193,73,8.1,3.3,1010.8,110.8,30,1,0
1982-02,92.0,1.5,↘️南東,北海道,札幌市,,0,-4.6,167,75,7.5,3.4,1013.2,145.3,26,0,0
1982-03,98.0,2.5,↘️南東,北海道,札幌市,,0,0.7,73,71,7.4,4.6,1011.7,168.1,25,2,0
1982-04,132.5,3.2,⬇️南南東,北海道,札幌市,,0,6.1,22,67,5.5,6.3,1012.5,218.3,6,0,0
1982-05,26.5,2.8,↖️北北西,北海道,札幌市,,0,13.0,0,65,7.4,9.6,1007.2,212.5,0,0,2
1982-06,52.5,2.5,↘️南東,北海道,札幌市,,0,15.8,0,69,5.3,12.2,1005.4,266.3,0,3,0
1982-07,44.5,2.9,⬇️南南東,北海道,札幌市,,0,20.4,0,73,5.5,17.4,1008.3,280.7,0,3,0
1982-08,47.0,3.1,⬇️南南東,北海道,札幌市,,0,22.8,0,77,6.8,21.3,1008.9,213.8,0,1,0
1982-09,133.0,2.0,⬇️南南東,北海道,札幌市,,0,17.8,0,70,6.1,14.5,1010.8,202.0,0,0,0
1982-10,118.5,2.3,⬇️南南東,北海道,札幌市,,0,12.5,0,67,4.6,9.8,1013.8,223.5,1,1,0
1982-11,99.5,2.4,⬇️南南東,北海道,札幌市,,0,5.9,24,67,8.1,6.5,1013.8,104.4,10,0,0
1982-12,78.5,1.9,⬇️南南東,北海道,札幌市,,0,0.3,82,69,7.7,4.3,1011.9,96.8,28,1,0
1983-01,64.0,2.1,↖️北北西,北海道,札幌市,,0,-2.9,88,67,8.1,3.4,1012.0,132.1,28,0,0
1983-02,126.0,2.1,⬇️南南東,北海道,札幌市,,0,-4.5,194,68,8.3,3.0,1011.2,114.0,28,0,0
1983-03,72.5,2.2,⬇️南南東,北海道,札幌市,,0,0.1,92,69,7.2,4.3,1014.3,192.0,23,0,0
1983-04,24.5,3.8,⬇️南南東,北海道,札幌市,,0,9.5,0,56,5.5,6.7,1010.1,242.7,1,0,0
